Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,pre_pts
1,Kareem Abdul-Jabbar*,C,33,LAL,80,,37.2,10.5,18.2,0.574,0.0,0.0,0.0,10.5,18.2,0.574,0.574,5.3,6.9,0.766,2.5,7.8,10.3,3.4,0.7,2.9,3.1,3.1,26.2,23.9
3,Alvan Adams,C,26,PHO,75,,27.4,6.1,11.6,0.526,0.0,0.0,,6.1,11.6,0.526,0.526,2.7,3.5,0.768,2.1,5.2,7.3,4.6,1.4,0.9,3.0,3.0,14.9,15.1
5,Tiny Archibald*,PG,32,BOS,80,72.0,35.3,4.8,9.6,0.499,0.0,0.1,0.0,4.8,9.5,0.505,0.499,4.3,5.2,0.816,0.5,1.8,2.2,7.7,0.9,0.2,3.3,2.5,13.8,12.6
6,Dennis Awtrey,C,32,SEA,47,,12.9,0.9,2.0,0.473,0.0,0.0,,0.9,2.0,0.473,0.473,0.3,0.4,0.7,0.7,1.6,2.3,1.1,0.3,0.2,0.7,1.8,2.2,1.5
7,James Bailey,PF,23,SEA,82,,31.0,5.4,10.8,0.499,0.0,0.0,0.5,5.4,10.8,0.499,0.5,3.1,4.4,0.709,2.3,5.1,7.4,1.2,0.9,1.7,2.7,4.0,14.0,8.6
8,Greg Ballard,SF,26,WSB,82,,31.8,6.7,14.5,0.463,0.1,0.4,0.219,6.6,14.1,0.47,0.466,2.0,2.4,0.847,2.0,5.0,7.1,2.4,1.4,0.5,1.4,2.4,15.5,18.8
9,Mike Bantom,SF,29,IND,76,,31.3,5.7,11.6,0.489,0.0,0.1,0.0,5.7,11.5,0.492,0.489,2.6,3.7,0.708,2.0,3.6,5.6,3.2,1.1,1.1,2.6,3.7,14.0,10.2
10,Billy Ray Bates,SG,24,POR,77,,20.3,5.7,11.7,0.487,0.2,0.7,0.259,5.5,11.0,0.501,0.494,2.2,2.6,0.854,0.9,1.1,2.0,2.5,1.1,0.1,1.9,1.6,13.8,11.1
11,Mel Bennett,PF,26,UTA,28,,11.2,0.9,2.1,0.433,0.0,0.1,0.0,0.9,2.1,0.448,0.433,1.9,2.9,0.654,1.2,2.1,3.3,0.5,0.1,0.4,1.1,2.0,3.8,1.7
12,Kent Benson,C,26,DET,59,,33.2,6.2,13.1,0.473,0.0,0.1,0.0,6.2,13.0,0.475,0.473,3.3,4.3,0.772,2.1,4.7,6.8,2.9,1.2,1.1,3.2,3.1,15.7,12.5
14,Larry Bird*,PF,24,BOS,82,82.0,39.5,8.8,18.3,0.478,0.2,0.9,0.27,8.5,17.4,0.489,0.485,3.5,4.0,0.863,2.3,8.6,10.9,5.5,2.0,0.8,3.5,2.9,21.2,22.9
15,Otis Birdsong,SG,25,KCK,71,,36.5,10.0,18.4,0.544,0.1,0.5,0.286,9.9,17.9,0.551,0.547,4.5,6.4,0.697,1.7,2.0,3.6,3.3,1.3,0.3,2.4,2.4,24.6,14.2
19,Dudley Bradley,SG,23,IND,82,,22.8,3.2,6.8,0.474,0.0,0.2,0.125,3.2,6.6,0.484,0.476,1.5,2.2,0.702,0.9,1.5,2.4,2.3,2.3,0.5,1.5,2.9,8.0,5.1
20,Mike Bratz,PG,25,CLE,80,,32.4,4.0,10.2,0.39,0.7,2.1,0.337,3.3,8.1,0.404,0.425,1.3,1.7,0.811,0.8,1.7,2.5,5.7,1.7,0.2,2.0,2.4,10.0,7.7
21,Jim Brewer,PF,29,LAL,78,,14.2,1.3,2.5,0.513,0.0,0.0,0.0,1.3,2.5,0.518,0.513,0.2,0.5,0.375,1.6,2.0,3.6,0.7,0.6,0.7,0.6,2.0,2.8,2.4
22,Ron Brewer,SG,25,TOT,75,,19.4,3.7,8.4,0.436,0.0,0.1,0.143,3.7,8.3,0.439,0.437,1.2,1.5,0.798,0.5,0.7,1.1,2.0,0.8,0.5,1.2,1.3,8.6,18.8
23,Junior Bridgeman,SF,27,MIL,77,,28.8,7.0,14.3,0.487,0.0,0.3,0.143,6.9,14.0,0.494,0.489,2.8,3.1,0.884,1.0,2.7,3.8,3.0,1.1,0.4,1.9,2.4,16.8,12.5
24,Allan Bristow,SF,29,UTA,82,,24.4,3.3,7.5,0.444,0.1,0.2,0.278,3.2,7.2,0.449,0.448,2.0,2.4,0.838,1.3,4.0,5.2,4.7,0.8,0.0,2.1,2.3,8.7,7.0
26,Michael Brooks,SF,22,SDC,82,,30.2,6.0,12.4,0.479,0.0,0.1,0.0,6.0,12.3,0.482,0.479,2.8,3.9,0.706,2.6,2.8,5.4,2.5,1.2,0.4,2.0,2.9,14.7,15.6
27,Fred Brown,SG,32,SEA,78,,25.5,6.5,13.3,0.488,0.3,0.8,0.359,6.2,12.4,0.496,0.499,2.2,2.7,0.832,0.7,1.6,2.2,3.0,1.1,0.2,1.7,1.8,15.5,11.2
29,Rickey Brown,C,22,GSW,45,,12.9,1.8,3.6,0.512,0.0,0.0,,1.8,3.6,0.512,0.512,0.4,0.5,0.762,1.2,2.5,3.7,0.5,0.2,0.3,0.7,2.3,4.0,5.7
30,Joe Bryant,PF,26,SDC,82,,28.8,4.6,9.6,0.479,0.0,0.2,0.133,4.6,9.5,0.486,0.48,2.4,3.0,0.791,1.8,3.6,5.4,2.3,0.9,0.4,2.1,3.2,11.6,11.8
31,Quinn Buckner,PG,26,MIL,82,,29.1,5.7,11.7,0.493,0.0,0.1,0.167,5.7,11.6,0.495,0.493,1.8,2.5,0.734,1.1,2.6,3.6,4.7,2.4,0.0,2.9,3.3,13.3,12.9
33,Don Buse,SG,30,IND,58,,18.9,2.0,4.9,0.397,0.3,1.0,0.328,1.6,3.9,0.415,0.43,0.9,1.1,0.769,0.3,1.1,1.4,2.4,1.3,0.1,0.7,1.1,5.1,9.7
37,Kenny Carr,PF,25,CLE,81,,32.3,5.8,11.3,0.511,0.0,0.0,0.0,5.8,11.3,0.513,0.511,3.6,5.0,0.714,3.2,7.1,10.3,2.4,0.9,0.5,2.9,3.7,15.2,12.1
38,M.L. Carr,SF,30,BOS,41,7.0,16.0,2.4,5.3,0.449,0.0,0.3,0.071,2.3,4.9,0.475,0.451,1.3,1.6,0.791,0.6,1.4,2.0,1.4,0.7,0.4,1.1,1.8,6.0,8.1
39,Joe Barry Carroll,C,22,GSW,82,,35.6,7.5,15.3,0.491,0.0,0.0,0.0,7.5,15.3,0.492,0.491,3.8,5.4,0.716,3.3,5.9,9.3,1.4,0.6,1.5,3.0,3.8,18.9,17.0
40,Butch Carter,SF,22,LAL,54,,12.4,2.1,4.6,0.462,0.1,0.2,0.3,2.1,4.4,0.468,0.468,1.3,1.8,0.737,0.6,0.6,1.2,1.0,0.4,0.0,0.9,1.8,5.6,5.9
41,Reggie Carter,SG,23,NYK,60,,8.9,1.0,3.0,0.33,0.0,0.1,0.0,1.0,2.9,0.335,0.33,0.9,1.2,0.739,0.5,0.7,1.2,1.3,0.4,0.0,0.6,1.1,2.8,4.0
42,Bill Cartwright,C,23,NYK,82,,35.7,7.5,13.6,0.554,0.0,0.0,0.0,7.5,13.6,0.554,0.554,5.0,6.3,0.788,2.0,5.5,7.5,1.4,0.6,1.0,2.4,3.2,20.1,14.4
43,Harvey Catchings,PF,29,MIL,77,,21.2,1.7,3.9,0.447,0.0,0.0,,1.7,3.9,0.447,0.447,0.8,1.2,0.641,2.0,4.1,6.1,1.3,0.4,2.4,1.4,3.7,4.2,2.9
44,Maurice Cheeks,PG,24,PHI,81,,29.8,3.8,7.2,0.534,0.0,0.1,0.375,3.8,7.1,0.536,0.536,1.7,2.2,0.787,0.8,2.2,3.0,6.9,2.4,0.5,2.1,2.9,9.4,11.2
46,Jim Chones,PF,31,LAL,82,,31.2,4.6,9.2,0.503,0.0,0.0,0.0,4.6,9.1,0.506,0.503,1.5,2.4,0.653,2.2,5.8,8.0,1.9,0.5,1.2,1.9,4.0,10.8,3.1
48,Don Collins,SF,22,TOT,81,,22.8,4.4,10.0,0.444,0.0,0.1,0.0,4.4,9.9,0.447,0.444,2.6,3.4,0.776,1.6,1.7,3.3,2.3,1.3,0.3,2.1,3.2,11.5,10.0
