Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,pre_pts
1,Zaid Abdul-Aziz,C,25,SEA,58,,30.7,5.6,12.9,0.429,,,,5.6,12.9,0.429,0.429,2.7,3.7,0.72,,,11.3,2.1,,,,3.1,13.8,8.7
2,Kareem Abdul-Jabbar*,C,24,MIL,81,,44.2,14.3,24.9,0.574,,,,14.3,24.9,0.574,0.574,6.2,9.0,0.689,,,16.6,4.6,,,,2.9,34.8,30.2
3,Mahdi Abdul-Rahman,PG,29,BUF,72,,33.2,6.3,13.9,0.451,,,,6.3,13.9,0.451,0.451,3.3,4.2,0.782,,,3.0,5.6,,,,3.2,15.8,4.7
4,Don Adams,SF,24,TOT,73,,28.4,4.3,10.9,0.392,,,,4.3,10.9,0.392,0.392,2.8,3.8,0.745,,,6.9,1.9,,,,3.6,11.4,9.1
5,Rick Adelman,PG,25,POR,80,,30.6,4.1,9.4,0.437,,,,4.1,9.4,0.437,0.437,1.9,2.5,0.751,,,2.9,5.2,,,,2.6,10.1,6.6
6,Lucius Allen,PG,24,MIL,80,,29.0,5.5,10.9,0.505,,,,5.5,10.9,0.505,0.505,2.5,3.2,0.764,,,3.2,4.2,,,,2.7,13.5,15.5
8,Tiny Archibald*,PG,23,CIN,76,,43.1,9.7,19.9,0.486,,,,9.7,19.9,0.486,0.486,8.9,10.8,0.822,,,2.9,9.2,,,,2.6,28.2,34.0
9,Dennis Awtrey,C,23,PHI,58,,13.7,1.7,3.8,0.441,,,,1.7,3.8,0.441,0.441,0.8,1.3,0.645,,,4.3,0.9,,,,2.4,4.2,4.6
10,Dick Barnett,SG,35,NYK,79,,28.6,5.1,11.6,0.437,,,,5.1,11.6,0.437,0.437,2.1,2.7,0.753,,,1.9,2.5,,,,2.9,12.2,3.8
11,Jim Barnett,PG,27,GSW,80,,27.5,4.7,11.4,0.409,,,,4.7,11.4,0.409,0.409,3.1,3.7,0.836,,,3.1,3.9,,,,2.4,12.4,11.8
14,Butch Beard,PG,24,CLE,68,,35.8,5.8,12.5,0.464,,,,5.8,12.5,0.464,0.464,3.8,5.0,0.76,,,4.1,6.7,,,,3.1,15.4,6.6
15,Walt Bellamy*,C,32,ATL,82,,38.9,7.2,13.3,0.545,,,,7.2,13.3,0.545,0.545,4.1,7.1,0.585,,,12.8,3.2,,,,3.1,18.6,16.1
16,Dave Bing*,PG,28,DET,45,,43.0,8.2,19.8,0.414,,,,8.2,19.8,0.414,0.414,6.2,7.9,0.785,,,4.1,7.0,,,,3.1,22.6,22.4
17,John Block,PF,27,MIL,79,,19.3,2.9,6.7,0.44,,,,2.9,6.7,0.44,0.44,2.6,3.5,0.749,,,5.2,1.2,,,,2.7,8.5,14.8
18,Tom Boerwinkle,C,26,CHI,80,,25.3,2.7,6.3,0.438,,,,2.7,6.3,0.438,0.438,1.5,2.3,0.656,,,11.2,3.5,,,,3.2,7.0,3.8
19,Bill Bradley*,SF,28,NYK,78,,35.6,6.5,13.9,0.465,,,,6.5,13.9,0.465,0.465,2.2,2.6,0.849,,,3.2,4.0,,,,3.3,15.1,16.1
20,Bill Bridges,PF,32,TOT,78,,35.3,4.9,10.0,0.487,,,,4.9,10.0,0.487,0.487,2.8,4.1,0.703,,,13.5,2.5,,,,3.4,12.6,10.3
21,Fred Brown,SG,23,SEA,33,,10.9,1.8,5.5,0.328,,,,1.8,5.5,0.328,0.328,0.7,0.9,0.759,,,1.1,1.8,,,,1.3,4.2,13.5
23,Austin Carr,SG,23,CLE,43,,35.8,8.9,20.8,0.426,,,,8.9,20.8,0.426,0.426,3.5,4.6,0.76,,,3.5,3.4,,,,2.3,21.2,20.5
24,Fred Carter,SG,26,TOT,79,,28.0,5.6,12.9,0.438,,,,5.6,12.9,0.438,0.438,2.3,3.7,0.621,,,4.1,2.7,,,,3.1,13.6,20.0
26,Wilt Chamberlain*,C,35,LAL,82,,42.3,6.0,9.3,0.649,,,,6.0,9.3,0.649,0.649,2.7,6.4,0.422,,,19.2,4.0,,,,2.4,14.8,13.2
28,Don Chaney,SG,25,BOS,79,,28.8,4.7,9.9,0.475,,,,4.7,9.9,0.475,0.475,2.5,3.2,0.773,,,5.0,2.6,,,,3.7,11.9,13.1
29,Phil Chenier,SG,21,BAL,81,,30.6,5.0,12.1,0.415,,,,5.0,12.1,0.415,0.415,2.2,3.0,0.737,,,3.3,2.5,,,,2.4,12.3,19.7
30,Bob Christian,C,25,ATL,56,,8.7,1.2,2.5,0.465,,,,1.2,2.5,0.465,0.465,0.8,1.1,0.721,,,3.2,0.5,,,,1.4,3.1,4.2
