Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,pre_pts
1,Zaid Abdul-Aziz,C,27,HOU,79,,31.1,4.3,9.3,0.459,,,,4.3,9.3,0.459,0.459,2.4,3.0,0.804,3.3,8.4,11.7,2.1,1.0,1.3,,2.9,10.9,9.7
2,Kareem Abdul-Jabbar*,C,26,MIL,81,,43.8,11.7,21.7,0.539,,,,11.7,21.7,0.539,0.539,3.6,5.2,0.702,3.5,11.0,14.5,4.8,1.4,3.5,,2.9,27.0,30.0
4,Don Adams,SF,26,DET,74,,31.1,4.1,10.0,0.408,,,,4.1,10.0,0.408,0.408,2.1,2.7,0.761,1.8,4.3,6.1,1.9,1.5,0.2,,3.3,10.3,5.9
5,Rick Adelman,PG,27,CHI,55,,11.2,1.2,3.1,0.376,,,,1.2,3.1,0.376,0.376,1.0,1.4,0.711,0.3,1.0,1.3,1.0,0.7,0.0,,1.1,3.3,5.5
6,Lucius Allen,PG,26,MIL,72,,33.2,7.3,14.8,0.495,,,,7.3,14.8,0.495,0.495,3.0,3.8,0.788,1.2,2.8,4.0,5.2,1.9,0.3,,3.0,17.6,19.1
7,Tiny Archibald*,PG,25,KCO,35,,36.3,6.3,14.1,0.451,,,,6.3,14.1,0.451,0.451,4.9,6.0,0.82,0.6,1.8,2.4,7.6,1.6,0.2,,2.2,17.6,26.5
8,Dennis Awtrey,C,25,CHI,68,,11.1,1.0,1.8,0.528,,,,1.0,1.8,0.528,0.528,0.8,1.4,0.574,0.7,1.8,2.6,1.3,0.3,0.2,,1.9,2.7,9.9
9,Mike Bantom,PF,22,PHO,76,,26.1,4.1,10.4,0.399,,,,4.1,10.4,0.399,0.399,1.9,2.8,0.662,2.3,4.6,6.8,2.1,0.7,0.6,,3.8,10.1,12.5
11,Jim Barnett,SG,29,GSW,77,,21.9,4.5,9.8,0.464,,,,4.5,9.8,0.464,0.464,2.4,2.9,0.814,1.0,1.9,2.9,2.7,0.7,0.1,,1.9,11.5,10.5
12,Rick Barry*,SF,29,GSW,80,,36.5,10.0,21.8,0.456,,,,10.0,21.8,0.456,0.456,5.2,5.8,0.899,1.3,5.5,6.8,6.1,2.1,0.5,,3.3,25.1,30.6
13,Butch Beard,PG,26,GSW,79,,27.0,4.0,7.8,0.512,,,,4.0,7.8,0.512,0.512,2.2,3.0,0.739,1.7,3.2,4.9,3.8,1.3,0.1,,3.1,10.2,12.8
14,Ron Behagen,PF,23,KCO,80,,25.7,4.5,10.3,0.432,,,,4.5,10.3,0.432,0.432,2.0,2.7,0.764,2.4,4.7,7.1,1.7,0.7,0.5,,3.6,11.0,10.7
15,Dennis Bell,SF,22,NYK,1,,4.0,0.0,1.0,0.0,,,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3.0
16,Walt Bellamy*,C,34,ATL,77,,31.7,5.1,10.4,0.486,,,,5.1,10.4,0.486,0.486,3.0,5.0,0.608,3.4,6.2,9.6,2.5,0.7,0.6,,3.0,13.1,6.0
17,Henry Bibby,PG,24,NYK,66,,14.9,3.2,7.0,0.452,,,,3.2,7.0,0.452,0.452,1.1,1.3,0.83,0.7,1.3,2.0,1.4,1.0,0.0,,1.9,7.5,9.0
18,Dave Bing*,PG,30,DET,81,,38.6,7.2,16.5,0.436,,,,7.2,16.5,0.436,0.436,4.4,5.4,0.813,1.3,2.1,3.5,6.9,1.3,0.2,,2.7,18.8,19.0
19,John Block,PF,29,KCO,82,,21.7,3.4,7.7,0.434,,,,3.4,7.7,0.434,0.434,2.0,2.5,0.796,1.6,3.2,4.7,1.1,0.8,0.4,,2.8,8.7,8.0
20,Tom Boerwinkle,C,28,CHI,46,,13.1,1.3,2.6,0.487,,,,1.3,2.6,0.487,0.487,0.9,1.3,0.7,1.2,3.5,4.6,2.0,0.3,0.4,,1.7,3.4,4.2
21,Freddie Boyd,PG,23,PHI,75,,24.2,3.8,9.5,0.402,,,,3.8,9.5,0.402,0.402,1.9,2.6,0.723,0.2,1.0,1.2,3.3,0.8,0.1,,2.3,9.5,7.0
22,Steve Bracey,PG,23,ATL,75,,19.5,3.2,6.9,0.463,,,,3.2,6.9,0.463,0.463,0.9,1.3,0.719,0.3,1.6,1.9,3.1,0.8,0.1,,2.1,7.3,3.2
23,Bill Bradley*,SF,30,NYK,82,,34.3,6.1,13.6,0.451,,,,6.1,13.6,0.451,0.451,1.8,2.0,0.874,0.7,2.4,3.1,3.0,0.5,0.3,,3.4,14.0,13.3
24,Jim Brewer,PF,22,CLE,82,,22.7,2.6,6.7,0.383,,,,2.6,6.7,0.383,0.383,1.0,1.5,0.65,2.5,3.9,6.4,1.8,0.6,0.4,,2.3,6.1,8.4
25,Bill Bridges,PF,34,LAL,65,,27.9,3.3,7.9,0.421,,,,3.3,7.9,0.421,0.421,1.8,2.5,0.707,3.0,4.7,7.7,2.3,0.9,0.5,,3.4,8.4,2.7
26,John Brisker,SF,26,SEA,35,,20.5,5.1,11.3,0.449,,,,5.1,11.3,0.449,0.449,2.3,2.9,0.82,1.7,2.5,4.2,1.6,0.8,0.2,,2.0,12.5,7.7
27,Allan Bristow,SF,22,PHI,55,,11.7,2.0,4.9,0.4,,,,2.0,4.9,0.4,0.4,0.8,1.0,0.737,1.2,1.8,3.0,1.7,0.5,0.0,,1.2,4.7,6.2
28,Fred Brown,SG,25,SEA,82,,30.5,7.0,15.0,0.471,,,,7.0,15.0,0.471,0.471,2.4,2.8,0.863,1.4,3.5,4.9,5.0,1.7,0.2,,3.4,16.5,21.0
29,John Brown,SF,22,ATL,77,,22.3,3.6,8.2,0.438,,,,3.6,8.2,0.438,0.438,2.1,2.8,0.751,2.3,3.4,5.7,1.5,0.4,0.2,,3.1,9.3,11.2
30,Corky Calhoun,SF,23,PHO,77,,28.7,3.5,7.5,0.461,,,,3.5,7.5,0.461,0.461,1.3,1.7,0.76,1.5,3.8,5.3,1.8,0.9,0.4,,3.3,8.2,4.6
32,Austin Carr,SG,25,CLE,81,,38.3,9.2,20.8,0.445,,,,9.2,20.8,0.445,0.445,3.4,4.0,0.856,1.7,1.9,3.6,3.8,1.1,0.2,,2.3,21.9,14.5
33,Fred Carter,SG,28,PHI,78,,39.0,9.1,21.0,0.43,,,,9.1,21.0,0.43,0.43,3.3,4.6,0.709,1.1,3.7,4.8,5.7,1.4,0.3,,3.5,21.4,21.9
35,Don Chaney,SG,27,BOS,81,,27.9,4.3,9.3,0.464,,,,4.3,9.3,0.464,0.464,1.8,2.2,0.828,2.6,2.1,4.7,2.2,1.0,0.8,,3.0,10.4,9.5
36,Ken Charles,SG,22,BUF,59,,11.7,1.5,3.1,0.476,,,,1.5,3.1,0.476,0.476,0.9,1.3,0.671,0.4,0.7,1.1,0.9,0.5,0.2,,1.5,3.9,7.6
37,Phil Chenier,SG,23,CAP,76,,38.7,9.2,21.1,0.434,,,,9.2,21.1,0.434,0.434,3.6,4.4,0.82,1.5,3.6,5.1,3.1,2.0,0.9,,1.8,21.9,21.8
39,Archie Clark,PG,32,CAP,56,,31.9,5.6,12.1,0.467,,,,5.6,12.1,0.467,0.467,1.8,2.3,0.786,0.8,1.7,2.5,5.1,1.1,0.1,,2.2,13.1,13.9
40,Jim Cleamons,PG,24,CLE,81,,20.3,2.9,6.7,0.433,,,,2.9,6.7,0.433,0.433,1.1,1.6,0.699,0.8,2.1,2.8,2.8,0.8,0.2,,1.9,7.0,11.9
41,Barry Clemens,SF,30,CLE,71,,12.9,2.3,4.9,0.471,,,,2.3,4.9,0.471,0.471,0.9,1.0,0.849,0.6,1.7,2.3,1.1,0.5,0.0,,1.9,5.5,4.9
42,E.C. Coleman,PF,23,HOU,58,,18.5,2.2,4.3,0.512,,,,2.2,4.3,0.512,0.512,0.8,1.3,0.635,1.4,2.9,4.3,1.3,0.6,0.3,,2.8,5.2,8.1
43,Doug Collins,SG,22,PHI,25,,17.4,2.9,7.8,0.371,,,,2.9,7.8,0.371,0.371,2.2,2.9,0.764,0.3,1.6,1.8,1.6,0.5,0.1,,2.6,8.0,17.9
44,Mel Counts,C,32,LAL,45,,11.1,1.4,3.7,0.365,,,,1.4,3.7,0.365,0.365,0.5,0.7,0.727,1.2,2.0,3.2,1.2,0.4,0.5,,1.9,3.2,6.9
45,Dave Cowens*,C,25,BOS,80,,41.9,8.1,18.4,0.437,,,,8.1,18.4,0.437,0.437,2.9,3.4,0.832,3.3,12.4,15.7,4.4,1.2,1.3,,3.7,19.0,20.4
