Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,pre_pts
28,Don Chaney,SG,23,BOS,63,,13.3,1.8,5.1,0.359,,,,1.8,5.1,0.359,0.359,1.3,1.7,0.752,,,2.4,1.1,,,,1.9,5.0,11.5
29,Len Chappell,SF,29,MIL,75,,15.1,3.2,7.0,0.465,,,,3.2,7.0,0.465,0.465,1.8,2.8,0.64,,,3.7,0.7,,,,1.7,8.3,5.1
30,Archie Clark,PG,28,PHI,76,,36.5,7.8,15.8,0.496,,,,7.8,15.8,0.496,0.496,4.1,5.2,0.785,,,4.0,5.0,,,,2.6,19.7,21.3
31,Barry Clemens,SF,26,SEA,78,,19.1,3.5,7.6,0.454,,,,3.5,7.6,0.454,0.454,1.4,1.8,0.793,,,4.1,1.5,,,,2.4,8.3,7.4
32,Mel Counts,C,28,LAL,81,,27.1,5.4,12.6,0.427,,,,5.4,12.6,0.427,0.427,1.9,2.5,0.776,,,8.4,2.0,,,,3.8,12.6,11.0
34,Freddie Crawford,SG,28,MIL,77,,17.3,3.2,6.6,0.48,,,,3.2,6.6,0.48,0.48,1.3,1.9,0.682,,,2.4,2.9,,,,2.4,7.6,5.3
35,Billy Cunningham*,SF,26,PHI,81,,39.4,9.9,21.1,0.469,,,,9.9,21.1,0.469,0.469,6.3,8.6,0.729,,,13.6,4.3,,,,4.1,26.1,23.0
36,Dick Cunningham,C,23,MIL,60,,6.9,0.9,2.4,0.369,,,,0.9,2.4,0.369,0.369,0.4,0.6,0.667,,,2.7,0.5,,,,1.2,2.1,2.6
37,Bob Dandridge,SF,22,MIL,81,,30.4,5.4,11.0,0.485,,,,5.4,11.0,0.485,0.485,2.5,3.3,0.754,,,7.7,3.6,,,,3.4,13.2,18.4
38,Jim Davis,C,28,ATL,82,,32.0,5.3,11.5,0.464,,,,5.3,11.5,0.464,0.464,2.9,3.9,0.755,,,9.7,2.9,,,,4.1,13.6,8.3
39,Mike Davis,SG,23,BAL,56,,23.8,4.6,10.5,0.444,,,,4.6,10.5,0.444,0.444,2.7,3.4,0.776,,,2.3,2.0,,,,3.1,11.9,11.4
40,Dave DeBusschere*,PF,29,NYK,79,,33.3,6.2,13.7,0.451,,,,6.2,13.7,0.451,0.451,2.2,3.2,0.688,,,10.0,2.5,,,,3.1,14.6,15.6
41,Connie Dierking,C,33,CIN,76,,32.2,6.9,16.4,0.419,,,,6.9,16.4,0.419,0.419,3.0,4.0,0.752,,,8.2,2.2,,,,3.6,16.7,5.8
42,Terry Dischinger,SF,29,DET,75,,23.4,4.6,8.7,0.526,,,,4.6,8.7,0.526,0.526,2.3,3.2,0.722,,,4.9,1.4,,,,2.8,11.4,11.8
43,Johnny Egan,PG,31,LAL,72,,22.6,3.0,6.8,0.438,,,,3.0,6.8,0.438,0.438,1.4,1.7,0.818,,,1.4,3.0,,,,2.4,7.3,2.8
44,Joe Ellis,SF,25,SFW,76,,31.3,6.6,16.1,0.41,,,,6.6,16.1,0.41,0.41,2.6,3.6,0.741,,,7.8,1.8,,,,3.7,15.8,10.8
45,Leroy Ellis,C,29,BAL,72,,16.2,2.7,5.8,0.469,,,,2.7,5.8,0.469,0.469,1.2,1.6,0.741,,,5.2,0.7,,,,1.8,6.6,15.9
46,Keith Erickson,SF,25,LAL,68,,25.8,3.8,8.3,0.458,,,,3.8,8.3,0.458,0.458,1.3,1.8,0.746,,,4.5,3.1,,,,2.6,8.9,11.3
47,Hank Finkel,C,27,BOS,80,,23.3,3.9,8.5,0.454,,,,3.9,8.5,0.454,0.454,2.0,2.9,0.67,,,7.7,1.3,,,,3.7,9.7,6.5
48,Fred Foster,SF,23,CIN,74,,28.1,6.2,13.9,0.449,,,,6.2,13.9,0.449,0.449,2.4,3.3,0.724,,,4.2,1.4,,,,2.8,14.8,5.5
49,Jim Fox,C,26,PHO,81,,25.2,5.1,9.7,0.524,,,,5.1,9.7,0.524,0.524,2.7,3.5,0.77,,,7.0,1.1,,,,3.2,12.9,9.7
50,Walt Frazier*,PG,24,NYK,77,,39.5,7.8,15.0,0.518,,,,7.8,15.0,0.518,0.518,5.3,7.1,0.748,,,6.0,8.2,,,,2.6,20.9,21.7
52,Dick Garrett,SG,23,LAL,73,,31.8,4.8,11.2,0.434,,,,4.8,11.2,0.434,0.434,1.9,2.2,0.852,,,3.2,2.5,,,,3.2,11.6,12.9
53,Herm Gilliam,SG,23,CIN,57,,20.4,3.1,7.7,0.406,,,,3.1,7.7,0.406,0.406,1.2,1.6,0.747,,,3.8,3.1,,,,2.9,7.5,11.2
54,Gail Goodrich*,PG,26,PHO,81,,39.9,7.0,15.4,0.454,,,,7.0,15.4,0.454,0.454,6.0,7.5,0.808,,,4.2,7.5,,,,3.1,20.0,17.5
55,Bob Greacen,SF,22,MIL,41,,7.1,1.1,2.7,0.404,,,,1.1,2.7,0.404,0.404,0.4,0.7,0.643,,,1.4,0.7,,,,1.2,2.6,2.5
56,Johnny Green,PF,36,CIN,78,,29.2,6.2,11.0,0.559,,,,6.2,11.0,0.559,0.559,3.3,5.5,0.592,,,10.8,1.4,,,,3.4,15.6,16.7
57,Lamar Green,PF,22,PHO,58,,12.1,1.7,4.0,0.432,,,,1.7,4.0,0.432,0.432,0.7,1.2,0.586,,,4.8,0.3,,,,2.0,4.2,5.9
58,Hal Greer*,SG,33,PHI,80,,37.8,8.8,19.4,0.455,,,,8.8,19.4,0.455,0.455,4.4,5.4,0.815,,,4.7,5.1,,,,3.8,22.0,18.6
59,Gary Gregor,SF,24,ATL,81,,19.8,3.5,8.2,0.433,,,,3.5,8.2,0.433,0.433,1.1,1.4,0.779,,,4.9,0.8,,,,2.0,8.1,9.6
61,Matt Guokas,SG,25,PHI,80,,19.5,2.4,5.2,0.454,,,,2.4,5.2,0.454,0.454,1.3,1.9,0.711,,,2.7,2.8,,,,2.5,6.1,6.5
63,Happy Hairston,PF,27,TOT,70,,34.7,6.9,13.9,0.496,,,,6.9,13.9,0.496,0.496,4.7,5.9,0.789,,,11.1,1.7,,,,3.3,18.5,18.6
64,Shaler Halimon,SG,24,CHI,38,,13.6,2.5,6.4,0.393,,,,2.5,6.4,0.393,0.393,1.3,1.9,0.671,,,1.8,1.8,,,,1.5,6.3,8.8
65,Art Harris,SG,23,TOT,81,,19.2,3.5,8.9,0.394,,,,3.5,8.9,0.394,0.394,1.1,1.7,0.642,,,2.0,2.9,,,,2.7,8.1,8.3
66,Clem Haskins,SG,26,CHI,82,,39.2,8.1,18.1,0.45,,,,8.1,18.1,0.45,0.45,4.0,5.2,0.783,,,4.6,7.6,,,,2.9,20.3,17.8
67,John Havlicek*,SG,29,BOS,81,,41.6,9.1,19.6,0.464,,,,9.1,19.6,0.464,0.464,6.0,7.1,0.844,,,7.8,6.8,,,,2.6,24.2,28.9
68,Connie Hawkins*,SF,27,PHO,81,,40.9,8.8,17.9,0.49,,,,8.8,17.9,0.49,0.49,7.1,9.1,0.779,,,10.4,4.8,,,,3.5,24.6,20.9
69,Elvin Hayes*,C,24,SDR,82,,44.7,11.1,24.6,0.452,,,,11.1,24.6,0.452,0.452,5.2,7.6,0.688,,,16.9,2.0,,,,3.3,27.5,28.7
71,Fred Hetzel,SF,27,PHI,63,,12.0,2.5,5.1,0.483,,,,2.5,5.1,0.483,0.483,1.1,1.3,0.835,,,3.3,0.7,,,,1.7,6.1,4.8
72,Bill Hewitt,PF,25,TOT,65,,19.7,1.7,4.6,0.369,,,,1.7,4.6,0.369,0.369,0.8,1.4,0.574,,,5.4,1.0,,,,2.0,4.2,7.7
73,Bill Hosket,PF,23,NYK,36,,6.5,1.3,2.5,0.505,,,,1.3,2.5,0.505,0.505,0.7,0.9,0.788,,,1.8,0.5,,,,1.0,3.3,8.1
74,Bailey Howell*,PF,33,BOS,82,,25.3,4.9,11.4,0.429,,,,4.9,11.4,0.429,0.429,2.9,3.8,0.763,,,6.7,1.5,,,,3.2,12.6,10.7
75,Lou Hudson,SF,25,ATL,80,,38.6,10.4,19.6,0.531,,,,10.4,19.6,0.531,0.531,4.6,5.6,0.824,,,4.7,3.5,,,,2.8,25.4,26.8
76,Darrall Imhoff,C,31,PHI,79,,31.3,5.4,10.1,0.54,,,,5.4,10.1,0.54,0.54,2.7,4.2,0.65,,,9.5,2.7,,,,3.7,13.6,8.1
77,Luke Jackson,PF,28,PHI,37,,15.8,1.9,4.9,0.392,,,,1.9,4.9,0.392,0.392,1.6,2.2,0.741,,,5.4,1.4,,,,2.2,5.5,6.7
78,Gus Johnson*,PF,31,BAL,78,,37.4,7.4,16.4,0.451,,,,7.4,16.4,0.451,0.451,2.5,3.5,0.724,,,13.9,3.4,,,,3.4,17.3,18.2
80,Rich Johnson,C,23,BOS,65,,13.8,2.6,5.6,0.463,,,,2.6,5.6,0.463,0.463,0.7,1.1,0.657,,,3.2,0.5,,,,2.4,5.8,8.0
81,Wali Jones,PG,27,PHI,78,,22.3,4.7,10.9,0.43,,,,4.7,10.9,0.43,0.43,2.4,2.9,0.841,,,2.2,3.5,,,,2.7,11.8,10.1
82,Bob Kauffman,PF,23,CHI,64,,12.1,1.5,3.5,0.425,,,,1.5,3.5,0.425,0.425,1.4,1.9,0.715,,,3.3,1.2,,,,1.8,4.3,20.4
84,Toby Kimball,PF,27,SDR,77,,21.1,2.8,6.6,0.429,,,,2.8,6.6,0.429,0.429,1.4,2.4,0.578,,,8.1,1.2,,,,2.4,7.1,3.4
85,Jim King,PG,28,TOT,34,,11.5,1.6,3.8,0.411,,,,1.6,3.8,0.411,0.411,1.0,1.2,0.805,,,1.8,1.5,,,,1.4,4.1,4.8
86,Don Kojis,SF,31,SDR,56,,28.2,6.0,13.5,0.447,,,,6.0,13.5,0.447,0.447,3.2,4.3,0.751,,,6.9,1.4,,,,2.4,15.3,14.6
87,Howard Komives,PG,28,DET,82,,29.5,4.4,10.7,0.413,,,,4.4,10.7,0.413,0.413,2.3,2.9,0.812,,,2.4,3.8,,,,3.0,11.2,8.2
88,Steve Kuberski,PF,22,BOS,51,,15.6,2.5,6.6,0.388,,,,2.5,6.6,0.388,0.388,1.3,1.8,0.696,,,5.0,0.6,,,,1.7,6.4,9.3
89,Stu Lantz,PG,23,SDR,82,,30.1,5.5,12.5,0.443,,,,5.5,12.5,0.443,0.443,3.4,4.4,0.77,,,3.1,3.5,,,,2.9,14.5,20.6
90,Clyde Lee,C,25,SFW,82,,32.2,4.4,10.0,0.44,,,,4.4,10.0,0.44,0.44,2.2,3.7,0.593,,,11.3,1.0,,,,3.2,11.0,6.1
91,Bobby Lewis,SG,24,SFW,73,,18.5,2.9,7.6,0.382,,,,2.9,7.6,0.382,0.382,1.4,2.1,0.658,,,2.2,2.7,,,,2.3,7.2,5.9
92,Paul Long,SG,25,DET,25,,5.2,1.1,2.5,0.452,,,,1.1,2.5,0.452,0.452,1.1,1.5,0.711,,,0.4,0.7,,,,0.9,3.3,4.5
93,Kevin Loughery,SG,29,BAL,55,,37.0,8.7,19.7,0.441,,,,8.7,19.7,0.441,0.441,4.6,5.4,0.849,,,3.1,5.3,,,,3.3,21.9,15.1
94,Bob Love,PF,27,CHI,82,,38.1,7.8,16.7,0.466,,,,7.8,16.7,0.466,0.466,5.4,6.4,0.842,,,8.7,1.8,,,,3.2,21.0,25.2
95,Jerry Lucas*,PF,29,TOT,67,,36.1,6.0,11.9,0.507,,,,6.0,11.9,0.507,0.507,3.0,3.8,0.784,,,14.2,2.6,,,,2.4,15.1,19.2
96,Mike Lynn,SF,24,LAL,44,,9.2,1.0,3.0,0.331,,,,1.0,3.0,0.331,0.331,0.7,1.1,0.646,,,1.5,0.7,,,,2.0,2.7,1.4
97,Ed Manning,SF-PF,26,TOT,67,,11.6,1.8,4.8,0.371,,,,1.8,4.8,0.371,0.371,0.6,0.8,0.75,,,3.5,0.5,,,,1.8,4.2,7.1
98,Jack Marin,SF,25,BAL,82,,35.9,8.1,16.6,0.489,,,,8.1,16.6,0.489,0.489,3.5,4.1,0.844,,,6.5,2.6,,,,3.0,19.7,18.8
99,Don May,SF,24,NYK,37,,6.4,1.1,2.7,0.386,,,,1.1,2.7,0.386,0.386,0.5,0.5,0.947,,,1.4,0.5,,,,1.1,2.6,20.2
100,Willie McCarter,SG,23,LAL,40,,21.5,3.3,8.7,0.378,,,,3.3,8.7,0.378,0.378,1.1,1.5,0.717,,,2.1,2.3,,,,1.8,7.7,7.1
101,Jon McGlocklin,SG,26,MIL,82,,36.2,7.8,14.7,0.53,,,,7.8,14.7,0.53,0.53,2.1,2.4,0.854,,,3.1,3.7,,,,2.0,17.6,15.8
102,Stan McKenzie,SF,25,PHO,58,,9.1,1.4,3.6,0.393,,,,1.4,3.6,0.393,0.393,1.0,1.3,0.795,,,1.6,0.9,,,,1.2,3.8,13.7
103,McCoy McLemore,SF,27,DET,73,,19.5,3.2,6.8,0.466,,,,3.2,6.8,0.466,0.466,1.6,2.0,0.821,,,4.6,1.1,,,,2.2,8.0,9.4
104,Tom Meschery,SF,31,SEA,80,,28.7,4.9,10.2,0.482,,,,4.9,10.2,0.482,0.482,2.5,3.1,0.79,,,8.3,2.0,,,,4.0,12.3,9.3
105,Eddie Miles,SG,29,TOT,47,,27.6,5.1,11.5,0.44,,,,5.1,11.5,0.44,0.44,2.8,3.7,0.76,,,3.8,1.8,,,,2.3,13.0,9.9
106,Steve Mix,SF,22,DET,18,,15.3,2.7,5.6,0.48,,,,2.7,5.6,0.48,0.48,1.3,2.2,0.59,,,3.6,0.8,,,,1.7,6.6,8.3
107,Earl Monroe*,PG,25,BAL,82,,37.2,8.5,19.0,0.446,,,,8.5,19.0,0.446,0.446,6.5,7.8,0.83,,,3.1,4.9,,,,3.1,23.4,21.4
108,Otto Moore,C,23,DET,81,,31.1,4.7,9.9,0.476,,,,4.7,9.9,0.476,0.476,2.4,3.8,0.636,,,11.1,1.3,,,,2.9,11.9,9.0
109,Erwin Mueller,PF,25,TOT,78,,30.2,3.8,8.3,0.464,,,,3.8,8.3,0.464,0.464,2.4,3.4,0.719,,,6.2,2.6,,,,2.5,10.1,6.0
110,Jeff Mullins,SG,27,SFW,74,,38.7,8.9,19.3,0.46,,,,8.9,19.3,0.46,0.46,4.3,5.1,0.847,,,5.2,4.9,,,,3.2,22.1,20.8
111,Dorie Murrey,C,26,SEA,81,,13.3,1.9,4.2,0.446,,,,1.9,4.2,0.446,0.446,1.7,2.3,0.731,,,4.4,0.9,,,,2.4,5.5,3.3
112,Don Nelson*,PF,29,BOS,82,,27.1,5.6,11.2,0.501,,,,5.6,11.2,0.501,0.501,4.1,5.3,0.775,,,7.3,1.8,,,,2.9,15.4,13.9
116,Bud Ogden,SF,23,PHI,47,,7.6,1.7,3.7,0.477,,,,1.7,3.7,0.477,0.477,0.6,0.8,0.692,,,1.8,0.7,,,,1.3,4.1,2.4
119,Bob Portman,SG,22,SFW,60,,13.6,3.0,6.6,0.445,,,,3.0,6.6,0.445,0.445,1.1,1.4,0.776,,,3.7,0.5,,,,1.3,7.0,7.6
120,Bob Quick,SF,23,TOT,34,,10.7,1.9,4.1,0.453,,,,1.9,4.1,0.453,0.453,1.4,2.1,0.69,,,2.2,0.4,,,,1.5,5.1,8.0
121,Luther Rackley,C,23,CIN,66,,19.0,2.9,6.4,0.449,,,,2.9,6.4,0.449,0.449,1.9,3.0,0.636,,,5.7,0.8,,,,3.1,7.6,7.6
122,Willis Reed*,C,27,NYK,81,,38.1,8.7,17.1,0.507,,,,8.7,17.1,0.507,0.507,4.3,5.7,0.756,,,13.9,2.0,,,,3.5,21.7,20.9
124,Pat Riley*,SF,24,SDR,36,,13.2,2.1,5.0,0.417,,,,2.1,5.0,0.417,0.417,1.1,1.5,0.727,,,1.6,2.4,,,,1.9,5.3,4.9
125,Mike Riordan,SG,24,NYK,81,,20.7,3.1,6.8,0.464,,,,3.1,6.8,0.464,0.464,1.4,2.0,0.691,,,2.4,2.5,,,,2.4,7.7,4.8
126,Rick Roberson,C,22,LAL,74,,27.1,3.5,7.9,0.447,,,,3.5,7.9,0.447,0.447,1.6,2.9,0.566,,,9.1,1.2,,,,3.5,8.7,5.2
127,Oscar Robertson*,PG,31,CIN,69,,41.5,9.4,18.4,0.511,,,,9.4,18.4,0.511,0.511,6.6,8.1,0.809,,,6.1,8.1,,,,2.5,25.3,19.4
128,Flynn Robinson,PG,28,MIL,81,,34.1,8.2,17.2,0.477,,,,8.2,17.2,0.477,0.477,5.4,6.0,0.898,,,3.2,5.5,,,,3.1,21.8,13.3
130,Bob Rule,C,25,SEA,80,,37.0,9.9,21.3,0.463,,,,9.9,21.3,0.463,0.463,4.8,6.8,0.714,,,10.3,1.8,,,,3.5,24.6,29.8
131,Cazzie Russell,SF,25,NYK,78,,20.0,4.9,9.9,0.498,,,,4.9,9.9,0.498,0.498,1.6,2.1,0.775,,,3.0,1.7,,,,1.8,11.5,9.2
132,Tom Sanders*,SF,31,BOS,57,,28.4,4.3,9.7,0.443,,,,4.3,9.7,0.443,0.443,2.8,3.2,0.88,,,5.5,1.6,,,,3.5,11.5,2.3
133,Dale Schlueter,C,24,SFW,63,,10.9,1.3,2.7,0.491,,,,1.3,2.7,0.491,0.491,1.0,1.5,0.619,,,3.7,0.4,,,,1.7,3.6,8.2
136,Larry Siegfried,PG,30,BOS,78,,26.7,4.9,11.6,0.424,,,,4.9,11.6,0.424,0.424,2.8,3.3,0.856,,,2.7,3.8,,,,2.4,12.6,8.0
137,Paul Silas,PF,26,PHO,78,,36.4,4.8,10.3,0.464,,,,4.8,10.3,0.464,0.464,3.2,5.3,0.607,,,11.7,2.7,,,,3.4,12.8,11.9
138,Jerry Sloan*,SF,27,CHI,53,,34.4,5.8,13.9,0.421,,,,5.8,13.9,0.421,0.421,3.9,6.0,0.651,,,7.0,3.1,,,,3.4,15.6,18.3
139,Adrian Smith,SG,33,TOT,77,,14.1,2.0,5.4,0.368,,,,2.0,5.4,0.368,0.368,2.0,2.2,0.894,,,1.1,1.7,,,,1.6,5.9,5.3
140,Bingo Smith,SF,23,SDR,75,,16.0,3.2,7.6,0.427,,,,3.2,7.6,0.427,0.427,0.9,1.3,0.688,,,4.4,1.0,,,,1.6,7.3,15.2
141,Greg Smith,PF,23,MIL,82,,28.9,4.1,8.1,0.511,,,,4.1,8.1,0.511,0.511,1.5,2.1,0.718,,,8.7,1.9,,,,3.7,9.8,11.7
142,Dick Snyder,SG,25,TOT,82,,29.7,5.6,10.5,0.528,,,,5.6,10.5,0.528,0.528,2.1,2.5,0.813,,,3.9,4.2,,,,3.4,13.2,19.4
143,Dave Stallworth,SF,28,NYK,82,,16.8,2.9,6.8,0.429,,,,2.9,6.8,0.429,0.429,2.0,2.7,0.716,,,3.9,1.7,,,,2.4,7.8,9.4
144,Rod Thorn,SG,28,SEA,19,,5.5,1.1,2.4,0.444,,,,1.1,2.4,0.444,0.444,0.8,1.3,0.625,,,0.8,0.9,,,,0.4,2.9,5.6
145,Nate Thurmond*,C,28,SFW,43,,44.6,7.9,19.2,0.414,,,,7.9,19.2,0.414,0.414,6.1,8.0,0.754,,,17.7,3.5,,,,2.6,21.9,20.0
147,John Trapp,SF,24,SDR,70,,14.6,2.6,6.2,0.426,,,,2.6,6.2,0.426,0.426,1.0,1.5,0.692,,,4.4,0.7,,,,2.9,6.3,9.6
148,John Tresvant,PF,30,TOT,69,,21.7,3.8,8.6,0.444,,,,3.8,8.6,0.444,0.444,3.0,4.1,0.725,,,6.2,1.6,,,,3.0,10.6,7.3
149,Al Tucker,PF,26,TOT,61,,13.4,2.4,4.7,0.512,,,,2.4,4.7,0.512,0.512,1.1,1.4,0.805,,,2.7,0.6,,,,1.4,5.9,4.2
150,Bill Turner,PF-SF,25,TOT,72,,16.3,2.7,6.5,0.421,,,,2.7,6.5,0.421,0.421,1.7,2.3,0.737,,,4.2,0.6,,,,2.7,7.2,3.6
151,Wes Unseld*,C,23,BAL,82,,39.4,6.4,12.4,0.518,,,,6.4,12.4,0.518,0.518,3.3,5.2,0.638,,,16.7,3.5,,,,3.0,16.2,14.1
152,Dick Van Arsdale,SG,26,PHO,77,,38.5,7.7,15.1,0.508,,,,7.7,15.1,0.508,0.508,6.0,7.5,0.798,,,3.4,4.4,,,,3.7,21.3,21.9
153,Tom Van Arsdale,SF,26,CIN,71,,35.8,8.7,19.4,0.451,,,,8.7,19.4,0.451,0.451,5.4,6.9,0.774,,,6.5,2.2,,,,3.5,22.8,22.9
154,Norm Van Lier,PG,22,CIN,81,,35.7,3.7,9.2,0.403,,,,3.7,9.2,0.403,0.403,2.0,2.8,0.741,,,5.0,6.2,,,,4.1,9.5,16.0
155,Neal Walk,C,21,PHO,82,,17.0,3.1,6.7,0.47,,,,3.1,6.7,0.47,0.47,1.9,3.0,0.64,,,5.5,1.0,,,,2.7,8.2,12.9
156,Chet Walker*,SF,29,CHI,78,,34.9,7.6,16.0,0.477,,,,7.6,16.0,0.477,0.477,6.2,7.3,0.85,,,7.7,2.5,,,,2.6,21.5,22.0
157,Jimmy Walker,SG,25,DET,81,,35.4,8.2,17.2,0.478,,,,8.2,17.2,0.478,0.478,4.4,5.4,0.807,,,3.0,3.1,,,,2.5,20.8,17.6
158,John Warren,SG,22,NYK,44,,6.2,1.0,2.5,0.407,,,,1.0,2.5,0.407,0.407,0.5,0.8,0.686,,,0.9,0.7,,,,1.2,2.5,11.5
159,Jim Washington,PF,26,PHI,79,,31.1,5.1,10.7,0.476,,,,5.1,10.7,0.476,0.476,2.6,3.5,0.747,,,9.3,1.3,,,,3.3,12.7,13.4
160,Bob Weiss,PG,27,CHI,82,,31.0,4.5,10.4,0.427,,,,4.5,10.4,0.427,0.427,2.6,3.1,0.842,,,2.8,5.8,,,,2.5,11.5,9.5
161,Walt Wesley,C,25,CHI,72,,19.5,3.8,9.0,0.417,,,,3.8,9.0,0.417,0.417,2.0,3.0,0.662,,,6.3,0.9,,,,2.6,9.5,17.7
162,Jerry West*,PG,31,LAL,74,,42.0,11.2,22.6,0.497,,,,11.2,22.6,0.497,0.497,8.7,10.6,0.824,,,4.6,7.5,,,,2.2,31.2,26.9
163,Jo Jo White*,PG,23,BOS,60,,22.1,5.2,11.4,0.452,,,,5.2,11.4,0.452,0.452,1.9,2.3,0.822,,,2.8,2.4,,,,2.2,12.2,21.3
164,Lenny Wilkens*,PG,32,SEA,75,,37.4,6.0,14.2,0.42,,,,6.0,14.2,0.42,0.42,5.8,7.4,0.788,,,5.0,9.1,,,,2.8,17.8,19.8
165,Art Williams,PG,30,SDR,80,,19.3,2.4,5.8,0.407,,,,2.4,5.8,0.407,0.407,1.1,1.5,0.746,,,3.7,6.3,,,,2.1,5.8,4.9
166,Bernie Williams,SG,24,SDR,72,,17.1,3.5,8.9,0.392,,,,3.5,8.9,0.392,0.392,1.3,1.7,0.787,,,2.2,2.3,,,,1.7,8.3,5.2
167,Ron Williams,PG,25,SFW,80,,30.4,5.7,13.1,0.432,,,,5.7,13.1,0.432,0.432,3.5,4.2,0.822,,,2.4,5.3,,,,3.6,14.8,14.4
