Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,pre_pts
1,Kareem Abdul-Jabbar*,C,36,LAL,80,80,32.8,9.0,15.5,0.578,0.0,0.0,0.0,9.0,15.5,0.579,0.578,3.6,4.9,0.723,2.1,5.2,7.3,2.6,0.7,1.8,2.8,2.6,21.5,22.0
2,Alvan Adams,C,29,PHO,70,13,20.7,3.8,8.3,0.462,0.0,0.1,0.0,3.8,8.3,0.465,0.462,1.9,2.3,0.825,1.7,2.9,4.6,3.1,1.0,0.4,1.7,2.8,9.6,14.7
3,Mark Aguirre,SF,24,DAL,79,79,36.7,11.7,22.3,0.524,0.2,0.7,0.268,11.5,21.6,0.532,0.528,5.9,7.9,0.749,2.0,3.9,5.9,4.5,1.0,0.3,3.6,3.1,29.5,25.7
4,Danny Ainge,SG,24,BOS,71,3,16.3,2.3,5.1,0.46,0.1,0.3,0.273,2.3,4.8,0.472,0.468,0.6,0.8,0.821,0.4,1.2,1.6,2.3,0.6,0.1,1.0,2.0,5.4,12.9
5,J.J. Anderson,SF,23,UTA,48,0,6.5,1.1,2.7,0.423,0.0,0.1,0.0,1.1,2.6,0.433,0.423,0.3,0.6,0.414,0.8,0.5,1.3,0.5,0.3,0.2,0.4,0.6,2.5,3.4
9,John Bagley,PG,23,CLE,76,19,22.5,3.4,8.0,0.423,0.0,0.2,0.118,3.4,7.8,0.432,0.425,2.1,2.6,0.793,0.6,1.4,2.1,4.4,1.0,0.1,2.2,1.5,8.9,9.9
10,James Bailey,PF,26,HOU,73,0,16.1,3.5,7.1,0.491,0.0,0.0,0.0,3.5,7.1,0.492,0.491,1.9,2.6,0.719,1.4,2.6,4.0,1.1,0.5,0.5,1.4,2.7,8.8,5.2
11,Thurl Bailey,PF,22,UTA,81,54,24.8,3.7,7.3,0.512,0.0,0.0,,3.7,7.3,0.512,0.512,1.1,1.4,0.752,1.4,4.3,5.7,1.6,0.5,1.5,1.3,2.4,8.5,15.2
12,Greg Ballard,SF,29,WSB,82,82,32.9,6.2,12.9,0.481,0.0,0.2,0.133,6.2,12.8,0.486,0.482,2.0,2.5,0.798,1.7,4.2,6.0,3.5,1.1,0.4,1.7,2.6,14.5,13.1
13,Gene Banks,PF,24,SAS,80,66,32.5,5.3,9.3,0.568,0.0,0.1,0.167,5.3,9.3,0.571,0.568,2.5,3.4,0.741,2.6,4.7,7.3,3.2,1.3,0.3,2.1,3.2,13.1,9.5
15,Kent Benson,C,29,DET,82,58,21.1,3.0,5.5,0.55,0.0,0.0,0.0,3.0,5.5,0.551,0.55,1.0,1.2,0.822,1.4,3.6,5.0,1.6,0.9,0.6,1.0,2.8,7.1,6.6
16,Larry Bird*,PF,27,BOS,79,77,38.3,9.6,19.5,0.492,0.2,0.9,0.247,9.4,18.6,0.504,0.497,4.7,5.3,0.888,2.3,7.8,10.1,6.6,1.8,0.9,3.0,2.5,24.2,28.7
17,Otis Birdsong,SG,28,NJN,69,57,31.4,8.4,16.6,0.508,0.1,0.3,0.25,8.4,16.3,0.513,0.51,2.8,4.6,0.608,1.1,1.4,2.5,3.9,1.2,0.2,2.5,2.6,19.8,20.6
18,Rolando Blackman,SG,24,DAL,81,81,37.3,8.9,16.3,0.546,0.0,0.1,0.091,8.9,16.2,0.55,0.547,4.6,5.7,0.812,1.5,3.1,4.6,3.6,0.7,0.5,2.1,1.6,22.4,19.7
21,Mike Bratz,PG,28,GSW,82,0,17.4,2.6,6.4,0.409,0.2,0.6,0.294,2.4,5.7,0.421,0.423,1.5,1.7,0.876,0.5,1.2,1.7,3.1,1.0,0.1,1.3,1.9,6.8,5.1
