Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,pre_pts
2,Kareem Abdul-Jabbar*,C,30,LAL,62,,36.5,10.7,19.4,0.55,,,,10.7,19.4,0.55,0.55,4.4,5.6,0.783,3.0,9.9,12.9,4.3,1.7,3.0,3.4,2.9,25.8,23.8
3,Tom Abernethy,SF,23,LAL,73,,18.0,2.8,5.5,0.498,,,,2.8,5.5,0.498,0.498,1.2,1.5,0.82,1.4,2.2,3.6,1.4,0.8,0.3,0.7,1.7,6.8,6.0
4,Alvan Adams,C,23,PHO,70,,27.3,6.2,12.8,0.485,,,,6.2,12.8,0.485,0.485,3.1,4.2,0.73,2.3,5.8,8.1,3.2,1.2,0.9,3.3,3.5,15.5,17.8
5,Lucius Allen,PG,30,KCK,77,,27.9,4.8,11.0,0.441,,,,4.8,11.0,0.441,0.441,2.3,2.9,0.791,0.9,2.1,3.0,4.7,1.2,0.4,2.8,2.3,11.9,5.1
7,Tate Armstrong,SG,22,CHI,66,,10.8,2.0,4.2,0.468,,,,2.0,4.2,0.468,0.468,0.3,0.4,0.815,0.4,0.7,1.0,1.1,0.3,0.0,0.9,0.6,4.3,2.5
9,Dennis Awtrey,C,29,PHO,81,,20.0,1.4,3.3,0.424,,,,1.4,3.3,0.424,0.424,0.9,1.3,0.633,1.2,2.5,3.7,2.0,0.2,0.3,1.6,1.9,3.6,2.0
10,Gus Bailey,SG,26,NOJ,48,,9.4,1.2,2.9,0.424,,,,1.2,2.9,0.424,0.424,0.8,1.4,0.552,0.9,0.8,1.7,0.8,0.4,0.3,0.7,1.0,3.2,2.0
11,Greg Ballard,SF,23,WSB,76,,12.3,1.9,4.4,0.425,,,,1.9,4.4,0.425,0.425,1.2,1.5,0.772,1.3,2.2,3.5,0.8,0.4,0.2,0.8,1.2,4.9,7.8
12,Mike Bantom,SF,26,IND,82,,33.8,6.1,12.8,0.479,,,,6.1,12.8,0.479,0.479,3.1,4.2,0.743,2.2,5.2,7.4,2.9,1.2,0.6,2.7,4.1,15.3,14.7
13,Marvin Barnes,PF,25,TOT,60,,27.4,4.7,11.0,0.422,,,,4.7,11.0,0.422,0.422,2.1,3.0,0.703,2.3,5.1,7.3,2.3,1.1,1.4,2.3,4.0,11.4,8.1
14,Rick Barry*,SF,33,GSW,82,,36.9,9.3,20.6,0.451,,,,9.3,20.6,0.451,0.451,4.6,5.0,0.924,0.9,4.6,5.5,5.4,1.9,0.5,2.7,2.3,23.1,13.5
15,Tim Bassett,PF,26,NJN,65,,22.7,2.3,5.9,0.388,,,,2.3,5.9,0.388,0.388,0.8,1.5,0.515,2.2,4.0,6.2,1.0,1.0,0.5,1.2,2.8,5.4,3.9
16,Butch Beard,PG,30,NYK,79,,25.1,3.9,7.8,0.502,,,,3.9,7.8,0.502,0.502,1.6,2.0,0.806,1.0,2.4,3.3,4.3,1.5,0.0,1.9,2.5,9.4,3.1
17,Ron Behagen,PF,27,TOT,80,,21.7,4.3,10.1,0.43,,,,4.3,10.1,0.43,0.43,2.2,3.1,0.725,2.5,3.9,6.4,1.3,0.8,0.4,2.2,3.3,10.9,4.4
19,Kent Benson,C,23,MIL,69,,18.7,3.2,6.9,0.465,,,,3.2,6.9,0.465,0.465,1.3,2.0,0.652,1.3,3.0,4.3,1.4,1.0,0.8,1.7,2.6,7.7,12.3
20,Henry Bibby,PG,28,PHI,82,,30.7,3.5,8.0,0.434,,,,3.5,8.0,0.434,0.434,2.1,2.7,0.781,0.8,2.3,3.1,5.7,1.1,0.1,1.9,2.5,9.1,12.2
21,Bob Bigelow,SF,24,TOT,5,,4.8,0.8,2.6,0.308,,,,0.8,2.6,0.308,0.308,0.0,0.0,,0.6,1.2,1.8,0.0,0.0,0.0,0.0,0.6,1.6,2.9
23,Otis Birdsong,SG,22,KCK,73,,25.7,6.4,13.1,0.492,,,,6.4,13.1,0.492,0.492,3.0,4.2,0.697,1.0,1.4,2.4,2.4,1.0,0.2,2.0,2.5,15.8,21.7
26,Ron Boone,SG,31,KCK,82,,32.4,6.9,15.5,0.443,,,,6.9,15.5,0.443,0.443,3.9,4.6,0.854,1.4,1.9,3.3,3.8,1.3,0.1,3.7,2.8,17.7,7.4
28,Tom Boswell,PF,24,BOS,65,,17.7,2.8,5.5,0.518,,,,2.8,5.5,0.518,0.518,1.4,1.9,0.756,1.8,2.6,4.4,1.1,0.4,0.2,1.5,3.1,7.1,10.6
30,Alonzo Bradley,SF,24,HOU,43,,18.6,3.0,7.1,0.428,,,,3.0,7.1,0.428,0.428,1.0,1.4,0.729,0.6,1.7,2.3,1.3,0.4,0.1,1.3,1.9,7.0,2.8
31,Mike Bratz,PG,22,PHO,80,,11.7,2.0,4.9,0.403,,,,2.0,4.9,0.403,0.403,0.7,0.9,0.824,0.5,0.9,1.4,1.5,0.5,0.1,1.1,1.3,4.7,8.1
32,Jim Brewer,PF,26,CLE,80,,22.5,2.2,4.9,0.449,,,,2.2,4.9,0.449,0.449,0.6,1.3,0.46,2.3,3.9,6.2,1.2,0.8,0.6,1.3,2.2,5.0,3.9
33,Junior Bridgeman,SF,24,MIL,82,,22.9,5.8,11.5,0.503,,,,5.8,11.5,0.503,0.503,2.0,2.5,0.81,1.4,2.1,3.5,2.1,0.9,0.4,2.1,2.5,13.6,15.5
34,Allan Bristow,SF,26,SAS,82,,18.1,3.1,6.6,0.478,,,,3.1,6.6,0.478,0.478,1.9,2.5,0.731,1.2,1.9,3.1,2.4,0.8,0.0,1.8,1.8,8.1,6.4
37,Fred Brown,SG,29,SEA,72,,27.3,7.1,14.5,0.488,,,,7.1,14.5,0.488,0.488,2.4,2.7,0.898,0.8,1.8,2.6,3.3,1.5,0.3,2.3,2.0,16.6,14.0
38,John Brown,SF,26,ATL,75,,21.3,2.6,5.4,0.474,,,,2.6,5.4,0.474,0.474,2.2,2.7,0.825,1.8,2.2,4.0,1.4,0.7,0.1,1.5,3.7,7.3,5.0
39,Joe Bryant,PF,23,PHI,81,,15.3,2.3,5.4,0.436,,,,2.3,5.4,0.436,0.436,1.4,1.8,0.771,1.3,2.2,3.5,1.6,0.7,0.3,1.4,2.3,6.1,7.6
40,Quinn Buckner,PG,23,MIL,82,,25.3,3.8,8.2,0.468,,,,3.8,8.2,0.468,0.468,1.6,2.5,0.645,1.0,2.1,3.0,5.6,2.3,0.2,2.8,3.5,9.3,7.2
42,Tom Burleson,C,25,KCK,76,,20.1,3.0,6.9,0.434,,,,3.0,6.9,0.434,0.434,2.6,3.3,0.794,2.2,4.1,6.3,1.7,0.8,1.1,1.6,3.4,8.6,7.8
43,Don Buse,PG,27,PHO,82,,31.1,3.5,7.6,0.458,,,,3.5,7.6,0.458,0.458,1.4,1.7,0.824,0.7,2.3,3.0,4.8,2.3,0.2,1.5,1.8,8.4,7.8
44,Corky Calhoun,SF,27,POR,79,,17.3,2.2,4.6,0.479,,,,2.2,4.6,0.479,0.479,0.8,1.0,0.868,0.9,1.8,2.7,1.1,0.5,0.2,0.8,1.8,5.3,4.7
46,Austin Carr,SG,29,CLE,82,,26.7,5.0,11.5,0.438,,,,5.0,11.5,0.438,0.438,2.2,2.7,0.813,0.9,1.4,2.3,2.7,0.8,0.2,1.8,2.0,12.3,17.0
47,Kenny Carr,PF,22,LAL,52,,14.1,2.6,5.8,0.444,,,,2.6,5.8,0.444,0.444,1.1,1.6,0.647,1.0,3.0,4.0,0.5,0.3,0.3,1.7,2.4,6.2,7.4
48,M.L. Carr,SF,27,DET,79,,32.4,4.9,10.8,0.455,,,,4.9,10.8,0.455,0.455,2.5,3.4,0.738,2.6,4.5,7.1,2.3,1.9,0.3,2.7,3.1,12.4,18.7
50,Harvey Catchings,C,26,PHI,61,,12.3,1.1,2.9,0.393,,,,1.1,2.9,0.393,0.393,0.6,0.9,0.618,1.7,2.4,4.1,0.6,0.3,1.1,0.7,2.0,2.9,4.6
51,Don Chaney,SG,31,TOT,51,,16.4,2.0,5.3,0.387,,,,2.0,5.3,0.387,0.387,0.7,0.9,0.844,0.8,1.5,2.3,1.3,0.9,0.3,1.2,2.1,4.8,5.9
53,Phil Chenier,SG,27,WSB,36,,26.0,5.6,12.5,0.443,,,,5.6,12.5,0.443,0.443,3.0,3.8,0.79,0.4,2.4,2.8,2.0,1.0,0.3,1.9,1.5,14.1,5.8
54,Jim Chones,C,28,CLE,82,,35.4,6.4,13.6,0.472,,,,6.4,13.6,0.472,0.472,2.2,3.0,0.72,2.7,7.6,10.3,1.6,0.6,0.7,2.2,2.9,15.0,13.4
55,Jim Cleamons,PG,28,NYK,79,,25.4,2.7,5.7,0.48,,,,2.7,5.7,0.48,0.48,1.0,1.3,0.786,0.9,1.8,2.7,3.6,0.9,0.2,1.4,1.8,6.5,9.5
56,E.C. Coleman,PF,27,GSW,72,,25.0,2.9,6.2,0.475,,,,2.9,6.2,0.475,0.475,0.6,0.8,0.727,1.6,3.6,5.2,1.4,0.9,0.3,1.3,3.5,6.4,1.8
57,Doug Collins,SG,26,PHI,79,,35.1,8.1,15.5,0.526,,,,8.1,15.5,0.526,0.526,3.4,4.2,0.812,1.1,1.8,2.9,4.1,1.6,0.3,3.2,2.9,19.7,19.5
59,Dave Cowens*,C,29,BOS,77,,41.8,7.8,15.8,0.49,,,,7.8,15.8,0.49,0.49,3.1,3.7,0.842,3.2,10.8,14.0,4.6,1.3,0.9,2.8,3.9,18.6,16.6
60,Wesley Cox,SF,23,GSW,43,,10.5,1.6,4.0,0.399,,,,1.6,4.0,0.399,0.399,1.3,2.3,0.58,1.0,2.3,3.3,0.3,0.5,0.2,0.8,1.9,4.6,4.7
61,Charlie Criss,PG,29,ATL,77,,25.1,4.1,9.8,0.425,,,,4.1,9.8,0.425,0.425,3.1,3.8,0.797,0.3,1.3,1.6,3.8,1.4,0.1,1.9,1.9,11.4,5.3
63,Louie Dampier,PG,33,SAS,82,,24.8,4.1,8.0,0.509,,,,4.1,8.0,0.509,0.509,0.9,1.2,0.752,0.3,1.2,1.5,3.5,1.1,0.2,1.2,1.0,9.1,3.9
64,Bob Dandridge,SF,30,WSB,75,,37.0,7.5,15.9,0.471,,,,7.5,15.9,0.471,0.471,4.4,5.6,0.788,1.8,4.1,5.9,3.8,1.3,0.6,3.2,3.5,19.3,20.4
65,Adrian Dantley*,SF,21,TOT,79,,37.1,7.3,14.3,0.512,,,,7.3,14.3,0.512,0.512,6.8,8.6,0.796,3.4,4.5,7.8,3.2,1.5,0.3,2.9,2.9,21.5,17.3
66,Brad Davis,PG,22,LAL,33,,10.1,0.9,2.2,0.417,,,,0.9,2.2,0.417,0.417,0.7,0.9,0.759,0.1,0.9,1.1,2.5,0.5,0.1,1.1,1.2,2.5,2.9
67,Johnny Davis,SG,22,POR,82,,26.7,4.2,9.2,0.454,,,,4.2,9.2,0.454,0.454,2.3,2.8,0.828,0.8,1.3,2.1,2.6,1.0,0.2,1.8,2.1,10.7,18.3
68,Walter Davis,SF,23,PHO,81,,32.0,9.7,18.4,0.526,,,,9.7,18.4,0.526,0.526,4.8,5.8,0.83,2.0,4.0,6.0,3.4,1.4,0.2,3.5,3.0,24.2,23.6
69,Darryl Dawkins,C,21,PHI,70,,24.6,4.7,8.2,0.575,,,,4.7,8.2,0.575,0.575,2.2,3.1,0.709,1.7,6.3,7.9,1.2,0.5,1.8,1.8,3.8,11.7,13.1
71,Coby Dietrick,PF,29,SAS,79,,23.7,3.2,6.9,0.46,,,,3.2,6.9,0.46,0.46,1.1,1.4,0.781,0.9,3.6,4.5,2.7,1.0,0.7,1.8,2.9,7.5,6.5
73,Jacky Dorsey,SF,23,TOT,11,,8.0,1.1,2.8,0.387,,,,1.1,2.8,0.387,0.387,0.9,1.5,0.625,1.0,1.7,2.7,0.5,0.2,0.3,0.5,1.5,3.1,2.8
74,Leon Douglas,C,23,DET,79,,25.2,4.1,8.4,0.481,,,,4.1,8.4,0.481,0.481,2.8,4.4,0.641,2.3,5.1,7.4,1.4,0.7,0.6,2.5,3.7,10.9,11.4
75,John Drew,SF,23,ATL,70,,31.5,8.5,17.7,0.48,,,,8.5,17.7,0.48,0.48,6.2,8.2,0.76,3.0,4.3,7.3,2.0,1.7,0.4,3.0,3.5,23.2,22.7
76,Charles Dudley,PG,27,GSW,78,,21.3,1.6,3.2,0.51,,,,1.6,3.2,0.51,0.51,1.8,2.5,0.708,1.1,2.6,3.7,5.2,0.9,0.0,2.1,2.3,5.0,2.7
77,Mike Dunleavy,PG,23,TOT,15,,7.9,1.3,3.3,0.4,,,,1.3,3.3,0.4,0.4,0.9,1.2,0.722,0.1,0.6,0.7,1.9,0.6,0.1,0.8,0.8,3.5,8.0
78,T.R. Dunn,SG,22,POR,63,,12.2,1.6,3.8,0.417,,,,1.6,3.8,0.417,0.417,0.6,0.9,0.661,1.0,1.3,2.3,0.7,0.7,0.1,0.6,1.2,3.8,7.7
81,James Edwards,C,22,TOT,83,,29.0,6.0,13.2,0.453,,,,6.0,13.2,0.453,0.453,3.3,5.1,0.646,2.4,5.0,7.4,1.0,0.6,0.9,2.0,3.9,15.2,16.7
82,Bo Ellis,PF,23,DEN,78,,15.6,1.7,4.1,0.416,,,,1.7,4.1,0.416,0.416,0.9,1.3,0.692,1.5,2.4,3.9,0.9,0.6,0.6,1.3,2.7,4.3,2.7
83,Len Elmore,C,25,IND,69,,19.2,2.1,5.6,0.368,,,,2.1,5.6,0.368,0.368,1.3,1.9,0.667,2.0,4.1,6.1,1.2,1.1,1.0,1.1,2.5,5.4,4.2
84,Alex English*,SF,24,MIL,82,,18.9,4.2,7.7,0.542,,,,4.2,7.7,0.542,0.542,1.3,1.7,0.727,1.8,3.1,4.8,1.6,0.5,0.7,1.7,2.2,9.6,16.0
85,Julius Erving*,SF,27,PHI,74,,32.8,8.3,16.4,0.502,,,,8.3,16.4,0.502,0.502,4.1,4.9,0.845,2.4,4.1,6.5,3.8,1.8,1.3,3.2,2.8,20.6,23.1
88,Chris Ford,SG,29,DET,82,,31.5,4.6,9.5,0.481,,,,4.6,9.5,0.481,0.481,1.4,1.9,0.734,1.4,1.8,3.3,4.6,2.0,0.2,2.8,2.2,10.5,15.4
89,Don Ford,PF,25,LAL,79,,24.6,3.4,7.3,0.472,,,,3.4,7.3,0.472,0.472,0.9,1.1,0.756,1.3,3.1,4.5,1.8,0.9,0.6,1.1,2.7,7.7,6.7
90,Bayard Forrest,C,23,PHO,64,,13.9,1.7,3.7,0.466,,,,1.7,3.7,0.466,0.466,0.8,1.6,0.476,1.3,2.6,3.9,2.0,0.4,0.5,1.3,1.6,4.2,4.0
91,Walt Frazier*,PG,32,CLE,51,,32.6,6.6,14.0,0.471,,,,6.6,14.0,0.471,0.471,3.0,3.5,0.85,1.1,3.0,4.1,4.1,1.5,0.3,2.2,2.4,16.2,10.8
92,World B. Free,SG,24,PHI,76,,27.0,5.1,11.3,0.455,,,,5.1,11.3,0.455,0.455,5.4,7.4,0.731,1.2,1.6,2.8,4.0,0.9,0.5,2.6,2.6,15.7,28.8
93,Terry Furlow,SG,23,CLE,53,,15.6,3.6,8.4,0.433,,,,3.6,8.4,0.433,0.433,1.7,1.9,0.889,0.9,1.1,2.0,1.4,0.4,0.3,1.5,1.3,8.9,12.0
94,Mike Gale,SG,27,SAS,70,,29.9,3.9,8.3,0.473,,,,3.9,8.3,0.473,0.473,1.2,1.4,0.87,0.8,2.4,3.2,5.4,2.3,0.4,2.5,2.4,9.1,8.0
95,Gus Gerard,SF,24,TOT,57,,15.6,3.0,6.9,0.43,,,,3.0,6.9,0.43,0.43,1.3,1.9,0.694,1.0,1.8,2.8,0.9,0.6,0.4,1.1,1.9,7.3,3.8
96,George Gervin*,SG,25,SAS,82,,34.8,10.5,19.6,0.536,,,,10.5,19.6,0.536,0.536,6.1,7.4,0.83,1.4,3.7,5.1,3.7,1.7,1.3,3.7,3.1,27.2,29.6
97,John Gianelli,C,27,MIL,82,,28.4,3.7,7.7,0.488,,,,3.7,7.7,0.488,0.488,1.0,1.5,0.642,2.0,4.2,6.2,2.3,0.7,1.1,1.8,2.3,8.5,7.1
98,Artis Gilmore*,C,28,CHI,82,,37.4,8.6,15.4,0.559,,,,8.6,15.4,0.559,0.559,5.7,8.2,0.704,3.9,9.2,13.1,3.2,0.5,2.2,4.5,3.2,22.9,23.7
99,Mike Glenn,SG,22,BUF,56,,16.9,3.5,6.6,0.527,,,,3.5,6.6,0.527,0.527,0.9,1.2,0.785,0.3,1.2,1.4,1.4,0.6,0.1,0.9,1.8,7.9,7.8
100,Glen Gondrezick,SF,22,NYK,72,,14.1,1.8,4.7,0.386,,,,1.8,4.7,0.386,0.386,1.2,1.7,0.686,1.3,2.2,3.5,1.2,0.8,0.3,1.1,2.5,4.8,5.0
101,Gail Goodrich*,SG,34,NOJ,81,,31.5,6.4,13.0,0.495,,,,6.4,13.0,0.495,0.495,3.3,4.1,0.795,0.9,1.3,2.2,4.8,1.0,0.3,2.5,2.3,16.1,12.7
102,Mike Green,C,26,TOT,72,,19.2,3.3,7.1,0.463,,,,3.3,7.1,0.463,0.463,1.5,2.0,0.754,1.8,3.2,5.0,1.1,0.4,1.4,1.5,2.7,8.1,7.5
103,Rickey Green,PG,23,GSW,76,,14.4,1.9,4.9,0.381,,,,1.9,4.9,0.381,0.381,0.7,1.2,0.6,0.6,0.9,1.5,2.0,0.8,0.0,1.0,1.3,4.5,6.6
104,Steve Green,SF,24,IND,44,,10.2,1.3,2.9,0.438,,,,1.3,2.9,0.438,0.438,0.9,1.3,0.696,0.7,0.9,1.6,0.7,0.3,0.0,0.5,1.5,3.4,2.7
105,Kevin Grevey,SF,24,WSB,81,,26.2,6.2,13.9,0.448,,,,6.2,13.9,0.448,0.448,3.0,3.8,0.789,1.5,2.0,3.6,1.9,0.8,0.2,2.0,2.5,15.5,15.5
