Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,pre_pts
1,Kareem Abdul-Jabbar*,C,40,LAL,80,80,28.9,6.0,11.3,0.532,0.0,0.0,0.0,6.0,11.3,0.532,0.532,2.6,3.4,0.762,1.5,4.5,6.0,1.7,0.6,1.2,2.0,2.7,14.6,10.1
2,Mark Acres,C,25,BOS,79,5,14.6,1.4,2.6,0.532,0.0,0.0,,1.4,2.6,0.532,0.532,0.9,1.4,0.64,1.3,2.1,3.4,0.5,0.4,0.3,0.7,2.5,3.6,2.2
4,Michael Adams,PG,25,DEN,82,75,33.9,5.1,11.3,0.449,1.7,4.6,0.367,3.4,6.7,0.505,0.524,2.0,2.4,0.834,0.5,2.2,2.7,6.1,2.0,0.2,1.8,1.7,13.9,18.5
5,Mark Aguirre,SF,28,DAL,77,77,33.9,9.7,20.4,0.475,0.7,2.2,0.302,9.0,18.2,0.496,0.491,5.0,6.5,0.77,2.4,3.3,5.6,3.6,0.9,0.7,2.6,2.9,25.1,18.9
6,Danny Ainge,SG,28,BOS,81,81,37.3,6.0,12.1,0.491,1.8,4.4,0.415,4.1,7.7,0.534,0.566,2.0,2.2,0.878,0.7,2.3,3.1,6.2,1.4,0.2,1.9,2.5,15.7,17.5
7,Mark Alarie,PF,24,WSB,63,0,12.2,2.3,4.8,0.48,0.1,0.3,0.222,2.2,4.5,0.496,0.487,0.6,0.8,0.714,1.1,1.4,2.5,0.6,0.2,0.2,0.8,1.7,5.2,6.7
8,Steve Alford,PG,23,DAL,28,0,7.0,0.8,2.0,0.382,0.0,0.3,0.125,0.7,1.7,0.426,0.391,0.6,0.6,0.941,0.1,0.7,0.8,0.8,0.6,0.1,0.4,0.8,2.1,5.5
9,Greg Anderson,PF,23,SAS,82,45,24.2,4.6,9.2,0.501,0.0,0.1,0.2,4.6,9.2,0.503,0.502,2.4,4.0,0.604,2.0,4.3,6.3,1.0,0.7,1.5,1.7,2.8,11.7,13.7
10,Richard Anderson,PF,27,TOT,74,3,18.2,2.3,5.9,0.39,0.6,2.0,0.32,1.7,3.9,0.426,0.444,0.8,1.0,0.753,1.2,2.9,4.1,1.5,0.7,0.2,0.8,1.9,6.1,5.2
11,Ron Anderson,SF,29,IND,74,1,14.8,2.9,5.9,0.498,0.0,0.0,0.0,2.9,5.9,0.5,0.498,1.5,1.9,0.766,1.2,1.7,2.9,1.1,0.6,0.1,1.0,1.3,7.3,16.2
14,John Bagley,PG,27,NJN,82,74,33.8,4.8,10.9,0.439,0.6,2.0,0.292,4.2,9.0,0.471,0.465,1.8,2.2,0.822,0.7,2.4,3.1,5.8,1.3,0.1,2.5,2.0,12.0,7.4
16,Thurl Bailey,SF,26,UTA,82,10,34.2,7.7,15.7,0.492,0.0,0.0,0.333,7.7,15.6,0.493,0.493,4.1,5.0,0.826,1.6,4.8,6.5,1.9,0.6,1.5,2.3,2.3,19.6,19.5
17,Charles Barkley*,PF,24,PHI,80,80,39.6,9.4,16.0,0.587,0.6,2.0,0.28,8.9,14.1,0.63,0.604,8.9,11.9,0.751,4.8,7.1,11.9,3.2,1.3,1.3,3.8,3.5,28.3,25.8
18,John Battle,SG,25,ATL,67,1,18.3,4.1,9.1,0.454,0.2,0.6,0.39,3.9,8.5,0.458,0.467,2.1,2.8,0.75,0.4,1.3,1.7,2.4,0.5,0.1,1.1,1.3,10.6,9.5
20,Benoit Benjamin,C,23,LAC,66,59,32.9,5.2,10.5,0.491,0.0,0.1,0.0,5.2,10.4,0.496,0.491,2.7,3.9,0.706,1.7,6.3,8.0,2.6,0.8,3.4,3.4,3.1,13.0,16.4
