Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,pre_pts
1,Zaid Abdul-Aziz,C,26,HOU,48,,18.8,3.1,7.8,0.397,,,,3.1,7.8,0.397,0.397,2.5,3.4,0.735,,,6.3,1.1,,,,2.3,8.7,10.9
2,Kareem Abdul-Jabbar*,C,25,MIL,76,,42.8,12.9,23.3,0.554,,,,12.9,23.3,0.554,0.554,4.3,6.1,0.713,,,16.1,5.0,,,,2.7,30.2,27.0
3,Mahdi Abdul-Rahman,PG,30,TOT,55,,13.9,1.9,4.7,0.418,,,,1.9,4.7,0.418,0.418,0.9,1.0,0.825,,,1.6,2.3,,,,2.0,4.7,3.8
4,Don Adams,SF,25,TOT,74,,25.3,3.6,9.2,0.391,,,,3.6,9.2,0.391,0.391,2.0,2.5,0.788,,,6.0,1.6,,,,3.1,9.1,10.3
5,Rick Adelman,PG,26,POR,76,,24.0,2.8,6.9,0.408,,,,2.8,6.9,0.408,0.408,1.0,1.3,0.716,,,2.1,3.9,,,,2.0,6.6,3.3
6,Lucius Allen,PG,25,MIL,80,,33.7,6.8,14.1,0.484,,,,6.8,14.1,0.484,0.484,1.8,2.5,0.715,,,3.5,5.3,,,,2.4,15.5,17.6
7,Tiny Archibald*,PG,24,KCO,80,,46.0,12.9,26.3,0.488,,,,12.9,26.3,0.488,0.488,8.3,9.8,0.847,,,2.8,11.4,,,,2.6,34.0,17.6
8,Dennis Awtrey,C,24,TOT,82,,20.6,1.8,3.7,0.479,,,,1.8,3.7,0.479,0.479,1.0,1.9,0.562,,,5.5,2.7,,,,2.9,4.6,2.7
9,Dick Barnett,SG,36,NYK,51,,10.1,1.7,4.4,0.389,,,,1.7,4.4,0.389,0.389,0.3,0.6,0.533,,,0.8,1.0,,,,1.0,3.8,4.4
10,Jim Barnett,PG,28,GSW,82,,27.0,4.8,10.3,0.467,,,,4.8,10.3,0.467,0.467,2.2,2.6,0.843,,,3.1,3.7,,,,1.8,11.8,11.5
11,Rick Barry*,SF,28,GSW,82,,37.5,9.0,19.9,0.452,,,,9.0,19.9,0.452,0.452,4.4,4.8,0.902,,,8.9,4.9,,,,3.0,22.3,25.1
12,Butch Beard,PG,25,SEA,73,,19.2,2.6,6.0,0.439,,,,2.6,6.0,0.439,0.439,1.4,1.9,0.714,,,2.4,3.4,,,,1.9,6.6,10.2
13,Walt Bellamy*,C,33,ATL,74,,37.9,6.1,12.2,0.505,,,,6.1,12.2,0.505,0.505,3.8,7.1,0.538,,,13.0,2.4,,,,3.3,16.1,13.1
14,Henry Bibby,PG,23,NYK,55,,8.6,1.4,3.7,0.38,,,,1.4,3.7,0.38,0.38,1.3,1.6,0.849,,,1.5,1.2,,,,1.2,4.2,7.5
15,Dave Bing*,PG,29,DET,82,,41.0,8.4,18.8,0.448,,,,8.4,18.8,0.448,0.448,5.6,6.8,0.814,,,3.6,7.8,,,,2.8,22.4,18.8
16,John Block,PF,28,TOT,73,,28.0,5.4,12.1,0.441,,,,5.4,12.1,0.441,0.441,4.1,5.2,0.794,,,7.7,1.5,,,,3.3,14.8,8.7
17,Tom Boerwinkle,C,27,CHI,8,,22.0,1.1,3.0,0.375,,,,1.1,3.0,0.375,0.375,1.5,2.5,0.6,,,6.8,5.0,,,,2.8,3.8,3.4
18,Freddie Boyd,PG,22,PHI,82,,28.7,4.4,11.3,0.392,,,,4.4,11.3,0.392,0.392,1.7,2.4,0.68,,,2.6,3.7,,,,2.2,10.5,9.5
19,Steve Bracey,PG,22,ATL,70,,15.0,2.7,5.6,0.486,,,,2.7,5.6,0.486,0.486,1.0,1.6,0.664,,,1.5,1.8,,,,1.8,6.5,7.3
20,Bill Bradley*,SF,29,NYK,82,,36.6,7.0,15.3,0.459,,,,7.0,15.3,0.459,0.459,2.1,2.4,0.871,,,3.7,4.5,,,,3.3,16.1,14.0
21,Bill Bridges,PF,33,TOT,82,,35.0,4.1,8.8,0.461,,,,4.1,8.8,0.461,0.461,2.2,3.1,0.702,,,11.0,2.7,,,,3.6,10.3,8.4
22,John Brisker,SF,25,SEA,70,,23.3,5.0,11.6,0.435,,,,5.0,11.6,0.435,0.435,2.8,3.4,0.822,,,4.6,2.1,,,,2.4,12.8,12.5
23,Fred Brown,SG,24,SEA,79,,29.4,6.0,13.1,0.455,,,,6.0,13.1,0.455,0.455,1.5,1.9,0.818,,,4.0,5.5,,,,2.9,13.5,16.5
25,Corky Calhoun,SF,22,PHO,82,,24.7,2.6,5.5,0.469,,,,2.6,5.5,0.469,0.469,0.9,1.2,0.74,,,4.1,0.9,,,,2.6,6.0,8.2
26,Austin Carr,SG,24,CLE,82,,37.8,8.6,19.2,0.446,,,,8.6,19.2,0.446,0.446,3.4,4.2,0.822,,,4.5,3.4,,,,2.3,20.5,21.9
27,Fred Carter,SG,27,PHI,81,,37.0,8.4,19.9,0.421,,,,8.4,19.9,0.421,0.421,3.2,4.5,0.704,,,6.0,4.3,,,,3.1,20.0,21.4
29,Don Chaney,SG,26,BOS,79,,31.5,5.2,10.9,0.482,,,,5.2,10.9,0.482,0.482,2.7,3.4,0.787,,,5.7,2.8,,,,3.5,13.1,10.4
30,Phil Chenier,SG,22,BAL,71,,39.1,8.5,18.8,0.452,,,,8.5,18.8,0.452,0.452,2.7,3.4,0.795,,,4.1,4.2,,,,2.3,19.7,21.9
31,Bob Christian,C,26,ATL,55,,13.8,1.5,2.8,0.548,,,,1.5,2.8,0.548,0.548,1.1,1.4,0.759,,,5.5,0.9,,,,2.0,4.2,4.8
32,Archie Clark,PG,31,BAL,39,,37.9,7.7,15.3,0.507,,,,7.7,15.3,0.507,0.507,2.8,3.5,0.81,,,3.3,7.1,,,,2.8,18.3,13.1
33,Jim Cleamons,PG,23,CLE,80,,17.4,2.4,5.3,0.454,,,,2.4,5.3,0.454,0.454,0.9,1.3,0.743,,,2.1,2.6,,,,1.4,5.7,7.0
34,Barry Clemens,SF,29,CLE,72,,15.5,2.9,5.6,0.516,,,,2.9,5.6,0.516,0.516,0.7,0.9,0.779,,,2.9,1.6,,,,1.9,6.5,5.5
35,Mel Counts,C,31,TOT,66,,10.0,2.0,4.5,0.449,,,,2.0,4.5,0.449,0.449,0.6,0.9,0.672,,,3.8,1.0,,,,1.6,4.6,3.2
36,Dave Cowens*,C,24,BOS,82,,41.8,9.0,20.0,0.452,,,,9.0,20.0,0.452,0.452,2.5,3.2,0.779,,,16.2,4.1,,,,3.8,20.5,19.0
38,Dick Cunningham,C,26,MIL,72,,9.6,0.9,2.2,0.41,,,,0.9,2.2,0.41,0.41,0.4,0.7,0.58,,,2.9,0.5,,,,1.3,2.2,0.8
39,Bob Dandridge,SF,25,MIL,73,,39.1,8.7,18.5,0.472,,,,8.7,18.5,0.472,0.472,2.7,3.4,0.789,,,8.2,2.8,,,,3.8,20.2,18.9
