球员,赛季,球队,出场,首发,时间,投篮,命中,出手,三分,三分命中,三分出手,罚球,罚球命中,罚球出手,篮板,前场,后场,助攻,抢断,盖帽,失误,犯规,得分,胜,负
凯文-杜兰特,09-10,雷霆,82,82,39.5,0.476,9.7,20.3,0.365,1.6,4.3,0.9,9.2,10.2,7.6,1.3,6.3,2.8,1.4,1.0,3.3,2.1,30.1,50,32
勒布朗-詹姆斯,09-10,骑士,76,76,39.0,0.503,10.1,20.1,0.333,1.7,5.1,0.767,7.8,10.2,7.3,0.9,6.4,8.6,1.6,1.0,3.4,1.6,29.7,60,16
卡梅罗-安东尼,09-10,掘金,69,69,38.2,0.458,10.0,21.8,0.316,0.9,2.7,0.83,7.4,8.9,6.6,2.2,4.4,3.2,1.3,0.4,3.0,3.3,28.2,45,24
科比-布莱恩特,09-10,湖人,73,73,38.8,0.456,9.8,21.5,0.329,1.4,4.1,0.811,6.0,7.4,5.4,1.1,4.3,5.0,1.5,0.3,3.2,2.6,27.0,51,22
德维恩-韦德,09-10,热火,77,77,36.3,0.476,9.3,19.6,0.3,0.9,3.2,0.761,6.9,9.1,4.8,1.4,3.5,6.5,1.8,1.1,3.3,2.4,26.6,45,32
蒙塔-艾利斯,09-10,勇士,64,64,41.4,0.449,9.9,22.0,0.338,1.2,3.6,0.753,4.6,6.1,4.0,0.7,3.3,5.3,2.2,0.4,3.8,3.0,25.5,19,45
德克-诺维茨基,09-10,独行侠,81,80,37.5,0.481,8.9,18.5,0.421,0.6,1.5,0.915,6.6,7.2,7.7,1.0,6.7,2.7,0.9,1.0,1.8,2.6,25.0,54,27
丹尼-格兰杰,09-10,步行者,62,62,36.7,0.428,7.9,18.4,0.361,2.5,7.1,0.848,5.9,6.9,5.5,1.1,4.4,2.8,1.5,0.8,2.5,3.0,24.1,25,37
克里斯-波什,09-10,猛龙,70,70,36.1,0.518,8.6,16.5,0.364,0.1,0.3,0.797,6.7,8.4,10.8,2.9,7.9,2.4,0.6,1.0,2.4,2.4,24.0,35,35
阿玛雷-斯塔德迈尔,09-10,太阳,82,82,34.6,0.557,8.6,15.4,0.167,0.0,0.1,0.771,5.9,7.7,8.9,2.8,6.1,1.0,0.6,1.0,2.6,3.4,23.1,54,28
吉尔伯特-阿里纳斯,09-10,奇才,32,32,36.5,0.411,7.9,19.3,0.348,2.0,5.7,0.739,4.8,6.5,4.2,0.5,3.6,7.2,1.3,0.3,3.7,3.0,22.6,11,21
布兰登-罗伊,09-10,开拓者,65,65,37.2,0.473,7.6,16.0,0.33,1.1,3.4,0.78,5.3,6.8,4.4,1.1,3.3,4.7,0.9,0.2,2.0,2.1,21.5,42,23
乔-约翰逊,09-10,老鹰,76,76,38.0,0.458,8.4,18.2,0.369,1.7,4.6,0.818,2.9,3.5,4.6,1.0,3.7,4.9,1.1,0.1,1.9,1.9,21.3,50,26
德里克-罗斯,09-10,公牛,78,78,36.8,0.489,8.6,17.6,0.267,0.2,0.8,0.766,3.3,4.3,3.8,0.8,2.9,6.0,0.7,0.3,2.8,1.2,20.8,41,37
扎克-兰多夫,09-10,灰熊,81,81,37.7,0.488,8.0,16.5,0.288,0.2,0.6,0.778,4.5,5.7,11.7,4.1,7.7,1.8,1.0,0.4,2.1,2.8,20.8,39,42
斯蒂芬-杰克逊,09-10,-1,81,81,38.6,0.423,7.4,17.5,0.328,1.6,4.9,0.779,4.2,5.4,5.0,1.0,4.0,3.7,1.6,0.5,3.2,2.4,20.6,44,37
凯文-马丁,09-10,-1,46,43,35.5,0.417,6.3,15.1,0.333,1.5,4.6,0.876,6.5,7.4,3.6,0.6,2.9,2.4,1.0,0.1,2.0,2.1,20.6,16,30
大卫-李,09-10,尼克斯,81,81,37.3,0.545,8.5,15.5,0.0,0.0,0.1,0.812,3.3,4.1,11.7,2.8,8.9,3.6,1.0,0.5,2.3,3.2,20.2,28,53
泰瑞克-埃文斯,09-10,国王,72,72,37.2,0.458,7.4,16.2,0.255,0.5,2.0,0.748,4.8,6.5,5.3,0.9,4.4,5.8,1.5,0.4,3.0,2.8,20.1,23,49
科里-马盖蒂,09-10,勇士,70,49,29.7,0.516,6.5,12.7,0.26,0.2,0.7,0.835,6.6,7.9,5.3,1.3,4.0,2.5,0.7,0.1,2.4,3.3,19.8,21,49
鲁迪-盖伊,09-10,灰熊,80,80,39.7,0.466,7.5,16.1,0.327,0.8,2.5,0.753,3.8,5.0,5.9,1.4,4.5,1.9,1.5,0.8,2.1,2.5,19.6,39,41
阿隆-布鲁克斯,09-10,火箭,82,82,35.6,0.432,7.0,16.2,0.398,2.5,6.4,0.822,3.0,3.6,2.6,0.7,2.0,5.3,0.8,0.2,2.8,2.4,19.6,42,40
昌西-比卢普斯,09-10,掘金,73,73,34.1,0.418,5.5,13.2,0.386,2.2,5.6,0.91,6.4,7.0,3.1,0.3,2.8,5.6,1.1,0.1,2.4,2.1,19.5,50,23
卡洛斯-布泽尔,09-10,爵士,78,78,34.3,0.562,7.9,14.1,-0.01,0.0,0.0,0.742,3.7,4.9,11.2,2.3,8.9,3.2,1.1,0.5,2.7,3.5,19.5,50,28
大卫-韦斯特,09-10,鹈鹕,81,81,36.4,0.505,7.6,15.1,0.259,0.1,0.3,0.865,3.7,4.2,7.5,2.0,5.4,3.0,0.9,0.7,2.1,2.9,19.0,37,44
布鲁克-洛佩斯,09-10,篮网,82,82,36.9,0.499,6.9,13.8,0.0,0.0,0.0,0.817,5.1,6.2,8.6,3.3,5.4,2.3,0.7,1.7,2.5,3.1,18.8,12,70
