球员,赛季,球队,出场,首发,时间,投篮,命中,出手,三分,三分命中,三分出手,罚球,罚球命中,罚球出手,篮板,前场,后场,助攻,抢断,盖帽,失误,犯规,得分,胜,负
威尔特-张伯伦,64-65,-1,73,-1.0,45.2,0.51,14.6,28.5,-0.01,-1.0,-1.0,0.464,5.6,12.1,22.9,-1.0,-1.0,3.4,-1.0,-1.0,-1.0,2.0,34.7,-1.0,-1.0
杰里-韦斯特,64-65,湖人,74,-1.0,41.4,0.497,11.1,22.4,-0.01,-1.0,-1.0,0.821,8.8,10.7,6.0,-1.0,-1.0,4.9,-1.0,-1.0,-1.0,3.0,31.0,-1.0,-1.0
奥斯卡-罗波特森,64-65,皇家,75,-1.0,45.6,0.48,10.8,22.4,-0.01,-1.0,-1.0,0.839,8.9,10.6,9.0,-1.0,-1.0,11.5,-1.0,-1.0,-1.0,2.7,30.4,-1.0,-1.0
埃尔金-贝勒,64-65,湖人,74,-1.0,41.3,0.401,10.3,25.7,-0.01,-1.0,-1.0,0.792,6.5,8.2,12.8,-1.0,-1.0,3.8,-1.0,-1.0,-1.0,3.2,27.1,-1.0,-1.0
萨姆-琼斯,64-65,凯尔特,80,-1.0,36.1,0.452,10.3,22.7,-0.01,-1.0,-1.0,0.82,5.4,6.5,5.1,-1.0,-1.0,2.8,-1.0,-1.0,-1.0,2.2,25.9,-1.0,-1.0
沃尔特-贝拉米,64-65,子弹,80,-1.0,41.3,0.509,9.2,18.0,-0.01,-1.0,-1.0,0.685,6.4,9.4,14.6,-1.0,-1.0,2.4,-1.0,-1.0,-1.0,3.3,24.8,-1.0,-1.0
鲍勃-佩蒂特,64-65,老鹰,50,-1.0,35.1,0.429,7.9,18.5,-0.01,-1.0,-1.0,0.82,6.6,8.1,12.4,-1.0,-1.0,2.6,-1.0,-1.0,-1.0,3.3,22.5,-1.0,-1.0
杰里-卢卡斯,64-65,皇家,66,-1.0,43.4,0.498,8.5,17.0,-0.01,-1.0,-1.0,0.814,4.5,5.5,20.0,-1.0,-1.0,2.4,-1.0,-1.0,-1.0,3.2,21.4,-1.0,-1.0
豪尔-格瑞尔,64-65,76人,70,-1.0,37.1,0.433,7.7,17.8,-0.01,-1.0,-1.0,0.811,4.8,5.9,5.1,-1.0,-1.0,4.5,-1.0,-1.0,-1.0,3.6,20.2,-1.0,-1.0
威利斯-里德,64-65,尼克斯,80,-1.0,38.0,0.432,7.9,18.2,-0.01,-1.0,-1.0,0.742,3.8,5.1,14.7,-1.0,-1.0,1.7,-1.0,-1.0,-1.0,4.2,19.5,-1.0,-1.0
拜利-霍维尔,64-65,子弹,80,-1.0,37.2,0.495,6.4,13.0,-0.01,-1.0,-1.0,0.801,6.3,7.9,10.9,-1.0,-1.0,2.6,-1.0,-1.0,-1.0,4.3,19.2,-1.0,-1.0
盖斯-约翰逊,64-65,子弹,76,-1.0,38.1,0.418,7.6,18.1,-0.01,-1.0,-1.0,0.676,3.4,5.1,13.0,-1.0,-1.0,3.6,-1.0,-1.0,-1.0,3.4,18.6,-1.0,-1.0
唐-奥尔,64-65,子弹,77,-1.0,36.6,0.438,7.4,16.8,-0.01,-1.0,-1.0,0.732,3.7,5.0,4.4,-1.0,-1.0,3.2,-1.0,-1.0,-1.0,3.6,18.4,-1.0,-1.0
约翰-哈福利切克,64-65,凯尔特,75,-1.0,28.9,0.401,7.6,18.9,-0.01,-1.0,-1.0,0.744,3.1,4.2,4.9,-1.0,-1.0,2.7,-1.0,-1.0,-1.0,2.7,18.3,-1.0,-1.0
特里-狄辛格,64-65,活塞,80,-1.0,33.7,0.493,7.1,14.4,-0.01,-1.0,-1.0,0.755,4.0,5.3,6.0,-1.0,-1.0,2.5,-1.0,-1.0,-1.0,3.2,18.2,-1.0,-1.0
泽尔莫-贝蒂,64-65,老鹰,80,-1.0,36.5,0.482,6.3,13.1,-0.01,-1.0,-1.0,0.715,4.3,6.0,12.1,-1.0,-1.0,1.4,-1.0,-1.0,-1.0,4.1,16.9,-1.0,-1.0
戴夫-德布斯切尔,64-65,活塞,79,-1.0,35.1,0.425,6.4,15.1,-0.01,-1.0,-1.0,0.7,3.9,5.5,11.1,-1.0,-1.0,3.2,-1.0,-1.0,-1.0,3.1,16.7,-1.0,-1.0
内特-瑟蒙德,64-65,勇士,77,-1.0,41.2,0.419,6.7,16.1,-0.01,-1.0,-1.0,0.658,3.1,4.6,18.1,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,3.0,16.5,-1.0,-1.0
