球员,赛季,球队,出场,首发,时间,投篮,命中,出手,三分,三分命中,三分出手,罚球,罚球命中,罚球出手,篮板,前场,后场,助攻,抢断,盖帽,失误,犯规,得分,胜,负
乔-福尔克斯,46-47,勇士,60,-1.0,-1.0,0.305,7.9,26.0,-0.01,-1.0,-1.0,0.73,7.3,10.0,-1.0,-1.0,-1.0,0.4,-1.0,-1.0,-1.0,3.3,23.2,-1.0,-1.0
鲍伯·菲里克,46-47,老首都,55,-1.0,-1.0,0.401,6.6,16.5,-0.01,-1.0,-1.0,0.762,3.6,4.7,-1.0,-1.0,-1.0,1.3,-1.0,-1.0,-1.0,2.6,16.8,-1.0,-1.0
艾德-萨多夫斯基,46-47,-1,53,-1.0,-1.0,0.369,6.2,16.8,-0.01,-1.0,-1.0,0.668,4.1,6.2,-1.0,-1.0,-1.0,0.9,-1.0,-1.0,-1.0,3.7,16.5,-1.0,-1.0
斯坦-马赛克,46-47,猎鹰,60,-1.0,-1.0,0.287,5.5,19.2,-0.01,-1.0,-1.0,0.605,3.9,6.4,-1.0,-1.0,-1.0,1.6,-1.0,-1.0,-1.0,3.5,14.9,-1.0,-1.0
马克斯尔-扎斯洛夫斯基,46-47,雄鹿,61,-1.0,-1.0,0.329,5.5,16.7,-0.01,-1.0,-1.0,0.737,3.4,4.6,-1.0,-1.0,-1.0,0.7,-1.0,-1.0,-1.0,2.0,14.4,-1.0,-1.0
厄尔尼-卡尔费里,46-47,蒸汽,59,-1.0,-1.0,0.293,5.5,18.7,-0.01,-1.0,-1.0,0.703,3.4,4.8,-1.0,-1.0,-1.0,3.4,-1.0,-1.0,-1.0,3.2,14.3,-1.0,-1.0
库尔比-贡特尔,46-47,铁人,52,-1.0,-1.0,0.336,4.9,14.5,-0.01,-1.0,-1.0,0.644,4.3,6.8,-1.0,-1.0,-1.0,0.6,-1.0,-1.0,-1.0,2.3,14.1,-1.0,-1.0
弗兰克-鲍姆霍尔特兹,46-47,反叛者,45,-1.0,-1.0,0.298,5.7,19.0,-0.01,-1.0,-1.0,0.776,2.7,3.5,-1.0,-1.0,-1.0,1.2,-1.0,-1.0,-1.0,2.1,14.0,-1.0,-1.0
莱奥-默古斯,46-47,-1,58,-1.0,-1.0,0.295,4.5,15.2,-0.01,-1.0,-1.0,0.723,4.1,5.6,-1.0,-1.0,-1.0,1.4,-1.0,-1.0,-1.0,3.0,13.0,-1.0,-1.0
Chick Halbert,46-47,雄鹿,61,-1.0,-1.0,0.306,4.6,15.0,-0.01,-1.0,-1.0,0.598,3.5,5.8,-1.0,-1.0,-1.0,0.8,-1.0,-1.0,-1.0,2.6,12.7,-1.0,-1.0
