球员,赛季,球队,出场,首发,时间,投篮,命中,出手,三分,三分命中,三分出手,罚球,罚球命中,罚球出手,篮板,前场,后场,助攻,抢断,盖帽,失误,犯规,得分,胜,负
迈克尔-乔丹,86-87,公牛,82,82,40.0,0.482,13.4,27.8,0.182,0.1,0.8,0.857,10.2,11.9,5.2,2.0,3.2,4.6,2.9,1.5,3.3,2.9,37.1,40,42
多米尼克-威尔金斯,86-87,老鹰,79,79,37.6,0.463,10.5,22.6,0.292,0.4,1.3,0.818,7.7,9.4,6.3,2.7,3.6,3.3,1.5,0.6,2.7,1.9,29.0,56,23
阿历克斯-英格利什,86-87,掘金,82,82,37.6,0.503,11.8,23.4,0.267,0.0,0.2,0.844,5.0,5.9,4.2,1.8,2.4,5.1,0.9,0.3,2.6,2.6,28.6,37,45
拉里-伯德,86-87,凯尔特,74,73,40.6,0.525,10.6,20.2,0.4,1.2,3.0,0.91,5.6,6.1,9.2,1.7,7.5,7.6,1.8,0.9,3.2,2.5,28.1,54,20
奇奇-范德维奇,86-87,开拓者,79,79,38.3,0.523,10.2,19.6,0.481,0.5,1.0,0.886,5.9,6.7,3.2,1.1,2.1,2.8,0.7,0.2,1.8,1.7,26.9,47,32
凯文-麦克海尔,86-87,凯尔特,77,77,39.7,0.604,10.3,17.0,0.0,0.0,0.1,0.836,5.6,6.6,9.9,3.2,6.7,2.6,0.5,2.2,2.6,3.1,26.1,55,22
马克-阿吉雷,86-87,独行侠,80,80,33.3,0.495,9.8,19.9,0.353,0.7,1.9,0.77,5.4,7.0,5.3,2.3,3.1,3.2,1.1,0.4,2.7,3.0,25.7,54,26
达勒-艾利斯,86-87,超音速,82,76,37.5,0.516,9.6,18.5,0.358,1.0,2.9,0.787,4.7,6.0,5.5,2.3,3.2,2.9,1.3,0.4,2.9,3.3,24.9,39,43
摩西-马龙,86-87,子弹,73,70,34.1,0.454,8.2,18.0,0.0,0.0,0.2,0.824,7.8,9.5,11.3,4.7,6.6,1.6,0.8,1.3,2.8,1.9,24.1,38,35
埃尔文-约翰逊,86-87,湖人,80,80,36.3,0.522,8.5,16.4,0.205,0.1,0.5,0.848,6.7,7.9,6.3,1.5,4.8,12.2,1.7,0.5,3.8,2.1,23.9,63,17
沃尔特-戴维斯,86-87,太阳,79,79,33.5,0.514,9.9,19.2,0.259,0.3,1.0,0.862,3.6,4.2,3.1,1.1,1.9,4.6,1.2,0.1,2.9,2.3,23.6,34,45
