球员,赛季,球队,出场,首发,时间,投篮,命中,出手,三分,三分命中,三分出手,罚球,罚球命中,罚球出手,篮板,前场,后场,助攻,抢断,盖帽,失误,犯规,得分,胜,负
迈克尔-乔丹,87-88,公牛,82,82,40.4,0.535,13.0,24.4,0.132,0.1,0.6,0.841,8.8,10.5,5.5,1.7,3.8,5.9,3.2,1.6,3.1,3.3,35.0,50,32
多米尼克-威尔金斯,87-88,老鹰,78,76,37.8,0.464,11.7,25.1,0.295,0.5,1.7,0.826,6.9,8.4,6.4,2.7,3.7,2.9,1.3,0.6,2.8,2.1,30.7,48,30
拉里-伯德,87-88,凯尔特,76,75,39.0,0.527,11.6,22.0,0.414,1.3,3.1,0.916,5.5,6.0,9.3,1.4,7.8,6.1,1.6,0.8,2.8,2.1,29.9,55,21
查尔斯-巴克利,87-88,76人,80,80,39.6,0.587,9.4,16.0,0.28,0.6,2.0,0.751,8.9,11.9,11.9,4.8,7.1,3.2,1.3,1.3,3.8,3.5,28.3,35,45
卡尔-马龙,87-88,爵士,82,82,39.0,0.52,10.5,20.1,0.0,0.0,0.1,0.7,6.7,9.6,12.0,3.4,8.6,2.4,1.4,0.6,4.0,3.6,27.7,47,35
克莱德-德雷克斯勒,87-88,开拓者,81,80,37.8,0.506,10.5,20.7,0.212,0.1,0.6,0.811,5.9,7.2,6.6,3.2,3.4,5.8,2.5,0.6,2.9,3.1,27.0,53,28
达勒-艾利斯,87-88,超音速,75,73,37.2,0.503,10.2,20.3,0.413,1.4,3.5,0.767,4.0,5.3,4.5,2.2,2.3,2.6,1.0,0.1,2.3,2.9,25.8,40,35
马克-阿吉雷,87-88,独行侠,77,77,33.9,0.475,9.7,20.4,0.302,0.7,2.2,0.77,5.0,6.5,5.6,2.4,3.3,3.6,0.9,0.7,2.6,2.9,25.1,51,26
阿历克斯-英格利什,87-88,掘金,80,80,35.2,0.495,10.5,21.3,0.0,0.0,0.1,0.828,3.9,4.7,4.7,2.1,2.6,4.7,0.9,0.3,2.3,2.4,25.0,52,28
哈基姆-奥拉朱旺,87-88,火箭,79,79,35.8,0.514,9.0,17.5,0.0,0.0,0.1,0.695,4.8,6.9,12.1,3.8,8.3,2.1,2.1,2.7,3.1,4.1,22.8,45,34
凯文-麦克海尔,87-88,凯尔特,64,63,37.3,0.604,8.6,14.2,-0.01,0.0,0.0,0.797,5.4,6.8,8.4,2.5,5.9,2.7,0.4,1.4,2.2,2.8,22.6,45,19
拜伦-斯科特,87-88,湖人,81,81,37.6,0.527,8.8,16.6,0.346,0.8,2.2,0.858,3.4,3.9,4.1,0.9,3.2,4.1,1.9,0.3,2.0,2.5,21.7,62,19
雷杰-瑟乌斯,87-88,国王,73,73,36.3,0.47,8.5,18.1,0.271,0.2,0.8,0.831,4.4,5.3,3.2,1.0,2.2,6.3,0.8,0.2,3.2,2.4,21.6,23,50
泽维尔-麦克丹尼尔,87-88,超音速,78,77,34.7,0.488,8.8,18.0,0.28,0.2,0.6,0.715,3.6,5.0,6.6,2.6,4.0,3.4,1.2,0.7,2.9,2.9,21.4,41,37
特里-卡明斯,87-88,雄鹿,76,76,34.6,0.485,8.9,18.3,0.333,0.0,0.0,0.665,3.6,5.3,7.3,2.4,4.9,2.4,1.0,0.6,2.2,3.6,21.3,39,37
奥蒂斯-索普,87-88,国王,82,82,37.5,0.507,7.6,15.0,0.0,0.0,0.1,0.755,5.6,7.4,10.2,3.4,6.8,3.2,0.8,0.7,2.8,3.2,20.8,24,58
杰夫-马龙,87-88,子弹,80,80,33.2,0.476,8.1,17.0,0.417,0.1,0.3,0.882,4.2,4.8,2.6,0.6,2.0,3.0,0.6,0.2,2.2,2.5,20.5,37,43
汤姆-钱伯斯,87-88,超音速,82,82,32.7,0.448,7.5,16.6,0.303,0.4,1.3,0.807,5.1,6.3,6.0,1.6,4.3,2.6,1.1,0.6,2.5,3.6,20.4,44,38
摩西-马龙,87-88,子弹,79,78,34.1,0.487,6.7,13.8,0.286,0.0,0.1,0.788,6.9,8.7,11.2,4.7,6.5,1.4,0.7,0.9,3.2,2.0,20.3,37,42
克里斯-穆林,87-88,勇士,60,55,33.9,0.508,7.8,15.4,0.351,0.6,1.6,0.885,4.0,4.5,3.4,1.0,2.5,4.8,1.9,0.5,2.6,2.3,20.2,15,45
奇奇-范德维奇,87-88,开拓者,37,7,28.1,0.508,7.6,15.1,0.379,0.6,1.6,0.878,4.3,4.9,2.9,1.0,2.0,1.9,0.6,0.2,1.3,1.8,20.2,22,15
帕特里克-尤因,87-88,尼克斯,82,82,31.0,0.555,8.0,14.4,0.0,0.0,0.0,0.716,4.2,5.8,8.2,3.0,5.3,1.5,1.3,3.0,3.5,4.0,20.2,38,44
阿德里安-丹特利,87-88,活塞,69,50,31.1,0.514,6.4,12.5,0.0,0.0,0.0,0.86,7.1,8.3,3.3,1.2,2.1,2.5,0.6,0.1,2.0,2.1,20.0,44,25
詹姆斯-沃西,87-88,湖人,75,72,35.4,0.531,8.2,15.5,0.125,0.0,0.2,0.796,3.2,4.1,5.0,1.7,3.3,3.9,1.0,0.7,2.1,2.3,19.7,57,18
埃尔文-罗波特森,87-88,马刺,82,82,36.3,0.465,8.0,17.2,0.284,0.3,1.2,0.748,3.3,4.5,6.1,2.0,4.1,6.8,3.0,0.8,3.1,3.7,19.6,31,51
瑟尔-贝莉,87-88,爵士,82,10,34.2,0.492,7.7,15.7,0.333,0.0,0.0,0.826,4.1,5.0,6.5,1.6,4.8,1.9,0.6,1.5,2.3,2.3,19.6,47,35
埃尔文-约翰逊,87-88,湖人,72,70,36.6,0.492,6.8,13.8,0.196,0.2,0.8,0.853,5.8,6.8,6.2,1.2,5.0,11.9,1.6,0.2,3.7,2.0,19.6,57,15
伊塞亚-托马斯,87-88,活塞,81,81,36.1,0.463,7.7,16.6,0.309,0.4,1.2,0.774,3.8,4.9,3.4,0.8,2.6,8.4,1.7,0.2,3.4,2.7,19.5,53,28
杰罗米-科尔西,87-88,开拓者,79,75,36.6,0.499,7.7,15.5,0.2,0.0,0.2,0.735,3.7,5.0,8.3,2.7,5.6,3.1,1.6,0.8,2.0,3.8,19.2,50,29
拉里-南斯,87-88,-1,67,60,35.6,0.529,7.3,13.7,0.333,0.0,0.1,0.779,4.5,5.8,9.1,2.9,6.2,3.1,0.9,2.4,2.3,3.6,19.1,25,42
Cliff Robinson,87-88,76人,62,51,34.0,0.464,7.8,16.8,0.222,0.0,0.1,0.717,3.4,4.7,6.5,1.9,4.7,2.1,1.3,0.6,2.6,3.1,19.0,30,32
法特-利夫,87-88,掘金,82,82,37.3,0.473,7.8,16.6,0.211,0.1,0.7,0.785,3.0,3.9,8.1,2.5,5.6,7.8,2.7,0.3,2.2,2.6,18.9,54,28
布拉德-多赫迪,87-88,骑士,79,78,37.4,0.51,7.0,13.7,0.0,0.0,0.0,0.716,4.8,6.7,8.4,1.9,6.5,4.2,0.6,0.7,3.4,3.0,18.7,41,38
罗兰多-布莱克曼,87-88,独行侠,71,69,36.3,0.473,7.0,14.8,0.0,0.0,0.1,0.873,4.7,5.3,3.5,1.2,2.3,3.7,0.9,0.3,2.0,1.6,18.7,44,27
巴克-威廉姆斯,87-88,篮网,70,70,37.7,0.56,6.7,11.9,1.0,0.0,0.0,0.668,4.9,7.4,11.9,4.3,7.7,1.6,1.0,0.6,2.7,3.8,18.3,14,56
迈克-伍德森,87-88,快船,80,77,31.7,0.445,7.0,15.8,0.231,0.2,1.0,0.868,3.7,4.3,2.4,0.8,1.6,3.4,1.4,0.3,2.3,2.6,18.0,16,64
沃尔特-戴维斯,87-88,太阳,68,48,28.7,0.473,7.2,15.2,0.375,0.5,1.4,0.887,3.0,3.4,2.3,0.5,1.9,4.1,1.3,0.0,1.9,1.9,17.9,22,46
埃迪-约翰逊,87-88,太阳,73,59,29.8,0.48,7.3,15.2,0.255,0.3,1.3,0.85,2.8,3.3,4.4,1.7,2.7,2.5,0.5,0.1,1.9,2.6,17.7,23,50
杰拉德-威尔金斯,87-88,尼克斯,81,78,33.4,0.446,7.3,16.3,0.302,0.5,1.6,0.786,2.4,3.0,3.3,1.3,2.0,4.0,1.1,0.3,2.6,2.3,17.4,38,43
沃尔特-贝里,87-88,马刺,73,56,26.3,0.563,7.4,13.2,-0.01,0.0,0.0,0.6,2.6,4.4,5.4,2.4,3.0,1.5,0.8,0.9,2.2,2.8,17.4,28,45
伯纳德-金,87-88,子弹,69,38,29.6,0.501,6.8,13.6,0.167,0.0,0.1,0.762,3.6,4.7,4.1,1.2,2.8,2.8,0.7,0.1,3.1,2.9,17.2,30,39
