球员,赛季,球队,出场,首发,时间,投篮,命中,出手,三分,三分命中,三分出手,罚球,罚球命中,罚球出手,篮板,前场,后场,助攻,抢断,盖帽,失误,犯规,得分,胜,负
迈克尔-乔丹,96-97,公牛,82,82,37.9,0.486,11.2,23.1,0.374,1.4,3.6,0.833,5.9,7.0,5.9,1.4,4.5,4.3,1.7,0.5,2.0,1.9,29.6,69,13
卡尔-马龙,96-97,爵士,82,82,36.6,0.55,10.5,19.2,0.0,0.0,0.2,0.755,6.4,8.4,9.9,2.4,7.5,4.5,1.4,0.6,2.8,2.6,27.4,64,18
格伦-莱斯,96-97,黄蜂,79,78,42.6,0.477,9.1,19.2,0.47,2.6,5.6,0.867,5.9,6.8,4.0,0.8,3.2,2.0,0.9,0.3,2.2,2.4,26.8,52,27
沙奎尔-奥尼尔,96-97,湖人,51,51,38.1,0.557,10.8,19.4,0.0,0.0,0.1,0.484,4.5,9.4,12.5,3.8,8.7,3.1,0.9,2.9,2.9,3.5,26.2,38,13
米奇-里奇蒙德,96-97,国王,81,81,38.6,0.454,8.9,19.5,0.428,2.5,5.9,0.861,5.6,6.6,3.9,0.7,3.2,4.2,1.5,0.3,2.9,2.6,25.9,34,47
拉特里尔-斯普雷威尔,96-97,勇士,80,79,41.9,0.449,8.1,18.1,0.354,1.8,5.2,0.843,6.2,7.3,4.6,0.7,3.9,6.3,1.7,0.6,4.0,1.9,24.2,29,51
阿伦-艾弗森,96-97,76人,76,74,40.1,0.416,8.2,19.8,0.341,2.0,6.0,0.702,5.0,7.2,4.1,1.5,2.6,7.5,2.1,0.3,4.4,3.1,23.5,20,56
哈基姆-奥拉朱旺,96-97,火箭,78,78,36.6,0.51,9.3,18.3,0.313,0.1,0.2,0.787,4.5,5.7,9.2,2.2,7.0,3.0,1.5,2.2,3.6,3.2,23.2,54,24
帕特里克-尤因,96-97,尼克斯,78,78,37.0,0.488,8.4,17.2,0.222,0.0,0.1,0.754,5.6,7.5,10.7,2.2,8.4,2.0,0.9,2.4,3.4,3.2,22.4,54,24
拉方索-艾利斯,96-97,掘金,55,49,36.4,0.439,8.1,18.4,0.367,1.7,4.7,0.773,4.0,5.1,7.0,1.9,5.1,2.4,0.8,0.7,2.1,3.3,21.9,13,42
肯达尔-吉尔,96-97,篮网,82,81,39.0,0.443,7.9,17.7,0.336,0.9,2.7,0.797,5.2,6.5,6.1,2.2,3.9,4.0,1.9,0.6,2.7,2.7,21.8,26,56
加里-佩顿,96-97,超音速,82,82,39.2,0.476,8.6,18.1,0.313,1.5,4.6,0.715,3.1,4.3,4.6,1.3,3.3,7.1,2.4,0.2,2.6,2.5,21.8,57,25
雷吉-米勒,96-97,步行者,81,81,36.6,0.444,6.8,15.4,0.427,2.8,6.6,0.88,5.2,5.9,3.5,0.7,2.9,3.4,0.9,0.3,2.0,2.1,21.6,38,43
格兰特-希尔,96-97,活塞,80,80,39.3,0.496,7.8,15.7,0.303,0.1,0.4,0.711,5.6,7.9,9.0,1.5,7.5,7.3,1.8,0.6,3.2,2.3,21.4,52,28
格伦-罗宾逊,96-97,雄鹿,80,79,38.9,0.465,8.4,18.0,0.35,0.8,2.3,0.791,3.6,4.6,6.3,1.6,4.7,3.1,1.3,0.9,3.4,2.8,21.1,33,47
文-贝克,96-97,雄鹿,78,78,40.5,0.505,8.1,16.0,0.278,0.2,0.7,0.687,4.6,6.7,10.3,3.4,6.9,2.7,1.0,1.4,3.1,3.5,21.0,31,47
杰里-斯塔克豪斯,96-97,76人,81,81,39.1,0.407,6.6,16.1,0.298,1.3,4.2,0.766,6.3,8.2,4.2,1.9,2.2,3.1,1.1,0.8,3.9,2.7,20.7,22,59
汤姆-古格里奥塔,96-97,森林狼,81,81,38.7,0.442,7.3,16.5,0.258,0.3,1.1,0.82,5.7,7.0,8.7,2.3,6.4,4.1,1.6,1.1,3.6,2.9,20.6,40,41
安芬尼-哈达威,96-97,魔术,59,59,37.6,0.447,7.1,15.9,0.318,1.4,4.5,0.82,4.8,5.8,4.5,1.4,3.1,5.6,1.6,0.6,2.5,2.1,20.5,38,21
