球员,赛季,球队,出场,首发,时间,投篮,命中,出手,三分,三分命中,三分出手,罚球,罚球命中,罚球出手,篮板,前场,后场,助攻,抢断,盖帽,失误,犯规,得分,胜,负
威尔特-张伯伦,60-61,勇士,79,-1.0,47.8,0.509,15.8,31.1,-0.01,-1.0,-1.0,0.504,6.7,13.3,27.2,-1.0,-1.0,1.9,-1.0,-1.0,-1.0,1.6,38.4,-1.0,-1.0
埃尔金-贝勒,60-61,湖人,73,-1.0,42.9,0.43,12.8,29.7,-0.01,-1.0,-1.0,0.783,9.3,11.8,19.8,-1.0,-1.0,5.1,-1.0,-1.0,-1.0,3.8,34.8,-1.0,-1.0
奥斯卡-罗波特森,60-61,皇家,71,-1.0,42.7,0.473,10.6,22.5,-0.01,-1.0,-1.0,0.822,9.2,11.2,10.1,-1.0,-1.0,9.7,-1.0,-1.0,-1.0,3.1,30.5,-1.0,-1.0
鲍勃-佩蒂特,60-61,老鹰,76,-1.0,39.8,0.447,10.1,22.6,-0.01,-1.0,-1.0,0.724,7.7,10.6,20.3,-1.0,-1.0,3.4,-1.0,-1.0,-1.0,2.9,27.9,-1.0,-1.0
杰克-特威曼,60-61,皇家,79,-1.0,37.0,0.488,10.1,20.7,-0.01,-1.0,-1.0,0.731,5.1,7.0,8.5,-1.0,-1.0,2.8,-1.0,-1.0,-1.0,3.5,25.3,-1.0,-1.0
多尔夫-谢伊斯,60-61,国民,79,-1.0,38.1,0.372,7.5,20.2,-0.01,-1.0,-1.0,0.868,8.6,9.9,12.2,-1.0,-1.0,3.7,-1.0,-1.0,-1.0,3.7,23.6,-1.0,-1.0
拜利-霍维尔,60-61,活塞,77,-1.0,38.3,0.469,7.9,16.8,-0.01,-1.0,-1.0,0.753,7.8,10.4,14.4,-1.0,-1.0,2.5,-1.0,-1.0,-1.0,3.9,23.6,-1.0,-1.0
威利-诺尔斯,60-61,尼克斯,79,-1.0,37.7,0.428,9.3,21.8,-0.01,-1.0,-1.0,0.816,4.7,5.8,13.4,-1.0,-1.0,2.4,-1.0,-1.0,-1.0,3.4,23.4,-1.0,-1.0
保罗-阿里金,60-61,勇士,79,-1.0,37.2,0.425,8.2,19.4,-0.01,-1.0,-1.0,0.833,6.7,8.1,8.6,-1.0,-1.0,2.4,-1.0,-1.0,-1.0,4.2,23.2,-1.0,-1.0
杰纳-苏,60-61,活塞,78,-1.0,43.1,0.421,8.3,19.8,-0.01,-1.0,-1.0,0.856,6.0,7.0,4.3,-1.0,-1.0,6.8,-1.0,-1.0,-1.0,2.7,22.6,-1.0,-1.0
克里夫-哈根,60-61,老鹰,77,-1.0,35.1,0.444,8.6,19.4,-0.01,-1.0,-1.0,0.82,5.0,6.1,9.3,-1.0,-1.0,4.9,-1.0,-1.0,-1.0,3.7,22.1,-1.0,-1.0
克莱德-拉福莱特,60-61,老鹰,67,-1.0,31.5,0.453,8.9,19.7,-0.01,-1.0,-1.0,0.83,4.1,4.9,10.1,-1.0,-1.0,2.6,-1.0,-1.0,-1.0,3.7,22.0,-1.0,-1.0
里切尔-盖兰,60-61,尼克斯,79,-1.0,38.3,0.396,7.7,19.6,-0.01,-1.0,-1.0,0.792,6.3,7.9,7.9,-1.0,-1.0,6.4,-1.0,-1.0,-1.0,3.9,21.8,-1.0,-1.0
汤姆-海恩索恩,60-61,凯尔特,74,-1.0,30.5,0.4,8.5,21.2,-0.01,-1.0,-1.0,0.767,4.4,5.7,9.9,-1.0,-1.0,1.9,-1.0,-1.0,-1.0,3.5,21.3,-1.0,-1.0
豪尔-格瑞尔,60-61,国民,79,-1.0,35.0,0.451,7.9,17.5,-0.01,-1.0,-1.0,0.774,3.9,5.0,5.8,-1.0,-1.0,3.8,-1.0,-1.0,-1.0,3.1,19.6,-1.0,-1.0
鲍勃-库西,60-61,凯尔特,76,-1.0,32.5,0.371,6.8,18.2,-0.01,-1.0,-1.0,0.779,4.6,5.9,4.4,-1.0,-1.0,7.7,-1.0,-1.0,-1.0,2.6,18.1,-1.0,-1.0
杰里-韦斯特,60-61,湖人,79,-1.0,35.4,0.419,6.7,16.0,-0.01,-1.0,-1.0,0.666,4.2,6.3,7.7,-1.0,-1.0,4.2,-1.0,-1.0,-1.0,2.7,17.6,-1.0,-1.0
比尔-拉塞尔,60-61,凯尔特,78,-1.0,44.3,0.426,6.8,16.0,-0.01,-1.0,-1.0,0.55,3.3,6.0,23.9,-1.0,-1.0,3.4,-1.0,-1.0,-1.0,2.0,16.9,-1.0,-1.0
迪克-巴奈特,60-61,国民,78,-1.0,26.5,0.452,6.9,15.3,-0.01,-1.0,-1.0,0.712,3.1,4.3,3.6,-1.0,-1.0,2.8,-1.0,-1.0,-1.0,2.2,16.9,-1.0,-1.0
比尔-沙尔曼,60-61,凯尔特,61,-1.0,25.2,0.422,6.3,14.9,-0.01,-1.0,-1.0,0.921,3.4,3.7,3.7,-1.0,-1.0,2.4,-1.0,-1.0,-1.0,2.1,16.0,-1.0,-1.0
迪克-伽马克,60-61,尼克斯,71,-1.0,31.5,0.44,5.8,13.3,-0.01,-1.0,-1.0,0.768,3.9,5.0,3.9,-1.0,-1.0,3.1,-1.0,-1.0,-1.0,3.4,15.6,-1.0,-1.0
弗兰克-拉姆西,60-61,凯尔特,79,-1.0,25.6,0.407,5.7,13.9,-0.01,-1.0,-1.0,0.833,3.7,4.5,5.5,-1.0,-1.0,1.8,-1.0,-1.0,-1.0,3.6,15.1,-1.0,-1.0
萨姆-琼斯,60-61,凯尔特,78,-1.0,26.0,0.449,6.2,13.7,-0.01,-1.0,-1.0,0.787,2.7,3.4,5.4,-1.0,-1.0,2.8,-1.0,-1.0,-1.0,1.9,15.0,-1.0,-1.0
鲁迪-拉鲁索,60-61,湖人,79,-1.0,32.8,0.419,5.3,12.6,-0.01,-1.0,-1.0,0.79,4.1,5.2,9.9,-1.0,-1.0,1.7,-1.0,-1.0,-1.0,3.5,14.6,-1.0,-1.0
拉里-科斯特洛,60-61,国民,75,-1.0,28.9,0.482,5.4,11.3,-0.01,-1.0,-1.0,0.799,3.6,4.5,3.9,-1.0,-1.0,5.5,-1.0,-1.0,-1.0,3.8,14.5,-1.0,-1.0
Kenny Sears,60-61,尼克斯,52,-1.0,26.8,0.424,4.6,10.9,-0.01,-1.0,-1.0,0.825,5.2,6.3,5.6,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,3.2,14.4,-1.0,-1.0
维恩-埃布里,60-61,皇家,79,-1.0,28.3,0.451,5.8,12.8,-0.01,-1.0,-1.0,0.668,2.8,4.2,10.9,-1.0,-1.0,1.6,-1.0,-1.0,-1.0,3.6,14.4,-1.0,-1.0
汤姆-古拉,60-61,勇士,74,-1.0,36.6,0.447,5.7,12.7,-0.01,-1.0,-1.0,0.747,2.8,3.8,9.4,-1.0,-1.0,3.9,-1.0,-1.0,-1.0,4.3,14.2,-1.0,-1.0
达夫-甘比,60-61,国民,79,-1.0,26.5,0.419,5.0,12.0,-0.01,-1.0,-1.0,0.827,3.7,4.5,7.4,-1.0,-1.0,1.3,-1.0,-1.0,-1.0,3.5,13.7,-1.0,-1.0
里德-科尔,60-61,国民,79,-1.0,33.9,0.397,5.3,13.4,-0.01,-1.0,-1.0,0.729,2.8,3.8,12.0,-1.0,-1.0,2.5,-1.0,-1.0,-1.0,2.9,13.4,-1.0,-1.0
