球员,赛季,球队,出场,首发,时间,投篮,命中,出手,三分,三分命中,三分出手,罚球,罚球命中,罚球出手,篮板,前场,后场,助攻,抢断,盖帽,失误,犯规,得分,胜,负
卡梅罗-安东尼,12-13,尼克斯,67,67,37.0,0.449,10.0,22.2,0.379,2.3,6.2,0.83,6.3,7.6,6.9,2.0,4.9,2.6,0.8,0.5,2.6,3.1,28.7,47,20
凯文-杜兰特,12-13,雷霆,81,81,38.5,0.51,9.0,17.7,0.416,1.7,4.1,0.905,8.4,9.3,7.9,0.6,7.3,4.6,1.4,1.3,3.5,1.8,28.1,60,21
科比-布莱恩特,12-13,湖人,78,78,38.7,0.463,9.5,20.4,0.324,1.7,5.2,0.839,6.7,8.0,5.6,0.8,4.7,6.0,1.4,0.3,3.7,2.2,27.3,42,36
勒布朗-詹姆斯,12-13,热火,76,76,37.9,0.565,10.1,17.8,0.406,1.4,3.3,0.753,5.3,7.0,8.0,1.3,6.8,7.3,1.7,0.9,3.0,1.4,26.8,61,15
詹姆斯-哈登,12-13,火箭,78,78,38.2,0.438,7.5,17.1,0.368,2.3,6.2,0.851,8.6,10.2,4.9,0.8,4.1,5.8,1.8,0.5,3.8,2.3,25.9,43,35
拉塞尔-威斯布鲁克,12-13,雷霆,82,82,34.9,0.438,8.2,18.7,0.323,1.2,3.7,0.8,5.6,7.0,5.2,1.4,3.9,7.4,1.8,0.3,3.3,2.3,23.2,60,22
斯蒂芬-库里,12-13,勇士,78,78,38.3,0.451,8.0,17.8,0.453,3.5,7.7,0.9,3.4,3.7,4.0,0.8,3.3,6.9,1.6,0.2,3.1,2.5,22.9,45,33
凯里-欧文,12-13,骑士,59,59,34.7,0.452,8.2,18.1,0.391,1.8,4.7,0.855,4.2,4.9,3.7,0.6,3.1,5.9,1.5,0.4,3.2,2.5,22.5,19,40
德维恩-韦德,12-13,热火,69,69,34.6,0.521,8.2,15.8,0.258,0.2,1.0,0.725,4.5,6.2,5.0,1.2,3.7,5.1,1.9,0.8,2.8,2.0,21.2,55,14
拉玛库斯-阿尔德里奇,12-13,开拓者,74,74,37.7,0.484,8.6,17.8,0.143,0.0,0.2,0.81,3.8,4.7,9.1,2.4,6.7,2.6,0.8,1.2,1.9,2.5,21.1,32,42
托尼-帕克,12-13,马刺,66,66,32.9,0.522,7.9,15.1,0.353,0.4,1.0,0.845,4.2,5.0,3.0,0.3,2.7,7.6,0.8,0.1,2.6,1.4,20.3,47,19
布鲁克-洛佩斯,12-13,篮网,74,74,30.5,0.521,7.7,14.8,0.0,0.0,0.0,0.758,4.0,5.3,6.9,2.8,4.1,0.9,0.4,2.1,1.8,2.1,19.4,46,28
蒙塔-艾利斯,12-13,雄鹿,82,82,37.5,0.416,7.3,17.5,0.287,1.1,4.0,0.773,3.5,4.6,3.9,0.5,3.3,6.0,2.1,0.4,3.1,2.0,19.2,38,44
达米安-利拉德,12-13,开拓者,82,82,38.6,0.429,6.7,15.7,0.368,2.3,6.1,0.844,3.3,3.9,3.1,0.5,2.6,6.5,0.9,0.2,3.0,2.1,19.0,33,49
德隆-威廉姆斯,12-13,篮网,78,78,36.4,0.44,6.3,14.4,0.378,2.2,5.7,0.859,4.1,4.7,3.0,0.4,2.6,7.7,1.0,0.4,2.8,2.5,18.9,46,32
保罗-皮尔斯,12-13,凯尔特,77,77,33.5,0.436,6.2,14.2,0.38,1.9,5.0,0.787,4.3,5.5,6.3,0.6,5.7,4.8,1.1,0.4,2.8,2.7,18.6,41,36
约翰-沃尔,12-13,奇才,49,42,32.7,0.441,6.6,15.0,0.267,0.2,0.9,0.804,5.0,6.2,4.0,0.7,3.3,7.6,1.3,0.8,3.2,2.4,18.5,24,25
大卫-李,12-13,勇士,79,79,36.8,0.519,7.6,14.7,0.0,0.0,0.1,0.797,3.2,4.1,11.2,2.8,8.5,3.5,0.8,0.3,2.6,3.1,18.5,46,33
凯文-乐福,12-13,森林狼,18,18,34.4,0.352,5.8,16.6,0.217,1.1,5.1,0.704,5.6,7.9,14.0,3.6,10.4,2.3,0.7,0.5,2.2,1.9,18.3,9,9
鲁迪-盖伊,12-13,-1,75,74,35.8,0.416,6.9,16.7,0.323,1.1,3.5,0.814,3.2,3.9,6.1,1.3,4.8,2.7,1.5,0.7,2.6,2.4,18.2,46,29
德玛尔-德罗赞,12-13,猛龙,82,82,36.7,0.445,6.7,15.0,0.283,0.4,1.5,0.831,4.3,5.2,3.9,0.6,3.3,2.5,0.9,0.3,1.8,2.1,18.1,34,48
J.R.史密斯,12-13,尼克斯,80,0,33.4,0.422,6.6,15.6,0.356,1.9,5.5,0.762,3.0,3.9,5.3,0.8,4.5,2.7,1.3,0.3,1.7,2.8,18.1,53,27
布雷克-格里芬,12-13,快船,80,80,32.5,0.538,7.2,13.4,0.179,0.1,0.4,0.66,3.5,5.3,8.3,2.3,6.0,3.7,1.2,0.6,2.3,2.9,18.0,55,25
艾尔-杰弗森,12-13,爵士,78,78,33.1,0.494,7.8,15.8,0.118,0.0,0.2,0.77,2.1,2.8,9.2,2.0,7.2,2.1,1.0,1.1,1.3,2.2,17.8,41,37
蒂姆-邓肯,12-13,马刺,69,69,30.1,0.502,7.1,14.1,0.286,0.0,0.1,0.817,3.6,4.3,9.9,1.8,8.1,2.7,0.7,2.7,2.1,1.7,17.8,50,19
肯巴-沃克,12-13,黄蜂,82,82,34.8,0.423,6.4,15.2,0.322,1.3,4.0,0.798,3.6,4.5,3.5,0.7,2.7,5.7,2.0,0.4,2.4,1.9,17.7,21,61
朱-霍勒迪,12-13,76人,78,78,37.5,0.431,7.1,16.5,0.368,1.2,3.2,0.752,2.3,3.1,4.2,1.1,3.1,8.0,1.6,0.4,3.7,2.2,17.7,34,44
布兰登-詹宁斯,12-13,雄鹿,80,80,36.2,0.399,6.2,15.6,0.375,2.2,5.8,0.819,2.9,3.5,3.1,0.7,2.3,6.5,1.6,0.1,2.5,1.9,17.5,38,42
约什-史密斯,12-13,老鹰,76,76,35.3,0.465,7.2,15.6,0.303,0.8,2.6,0.517,2.2,4.2,8.4,1.8,6.7,4.2,1.2,1.8,3.0,2.3,17.5,40,36
保罗-乔治,12-13,步行者,79,79,37.6,0.419,6.2,14.9,0.362,2.2,5.9,0.807,2.8,3.5,7.6,1.1,6.5,4.1,1.8,0.6,2.9,2.9,17.4,48,31
艾尔-霍福德,12-13,老鹰,74,74,37.3,0.543,7.8,14.3,0.5,0.0,0.1,0.644,1.8,2.8,10.2,2.6,7.6,3.2,1.1,1.1,2.0,2.2,17.4,42,32
德克-诺维茨基,12-13,独行侠,53,47,31.4,0.471,6.5,13.7,0.414,1.2,3.0,0.86,3.1,3.6,6.8,0.7,6.2,2.5,0.7,0.7,1.3,1.8,17.3,28,25
大卫-韦斯特,12-13,步行者,73,73,33.4,0.498,6.9,13.8,0.211,0.1,0.3,0.768,3.3,4.3,7.7,2.0,5.7,2.9,1.0,0.9,2.2,2.0,17.1,43,30
德马库斯-考辛斯,12-13,国王,75,74,30.5,0.465,6.4,13.8,0.182,0.1,0.3,0.738,4.2,5.6,9.9,3.0,7.0,2.7,1.4,0.7,3.0,3.6,17.1,26,49
德怀特-霍华德,12-13,湖人,76,76,35.8,0.578,6.2,10.7,0.167,0.0,0.1,0.492,4.7,9.5,12.4,3.3,9.1,1.4,1.1,2.4,3.0,3.8,17.1,42,34
