球员,赛季,球队,出场,首发,时间,投篮,命中,出手,三分,三分命中,三分出手,罚球,罚球命中,罚球出手,篮板,前场,后场,助攻,抢断,盖帽,失误,犯规,得分,胜,负
里克-巴里,68-69,橡树,35,-1.0,38.9,0.511,11.2,21.9,0.3,0.1,0.3,0.888,11.5,13.0,9.4,2.3,7.1,3.9,-1.0,-1.0,4.0,3.5,34.0,-1.0,-1.0
康尼尔-霍金斯,68-69,风笛手,47,-1.0,39.4,0.511,10.6,20.7,0.136,0.1,0.5,0.767,9.0,11.8,11.4,3.6,7.8,3.9,-1.0,-1.0,3.3,3.5,30.2,-1.0,-1.0
拉里-琼斯,68-69,火箭,75,-1.0,40.6,0.465,10.1,21.7,0.24,0.3,1.3,0.778,7.9,10.1,6.6,2.2,4.4,3.4,-1.0,-1.0,2.9,3.6,28.4,-1.0,-1.0
埃尔文-海耶斯,68-69,火箭,82,-1.0,45.1,0.447,11.3,25.4,-0.01,-1.0,-1.0,0.626,5.7,9.1,17.1,-1.0,-1.0,1.4,-1.0,-1.0,-1.0,3.2,28.4,-1.0,-1.0
吉米-琼斯,68-69,海盗,77,-1.0,41.4,0.535,9.9,18.6,0.143,0.0,0.1,0.805,6.8,8.4,5.7,1.8,3.9,5.7,-1.0,-1.0,2.6,2.9,26.6,-1.0,-1.0
杰里-韦斯特,68-69,湖人,61,-1.0,39.2,0.471,8.9,19.0,-0.01,-1.0,-1.0,0.821,8.0,9.8,4.3,-1.0,-1.0,6.9,-1.0,-1.0,-1.0,2.6,25.9,-1.0,-1.0
厄尔-门罗,68-69,子弹,80,-1.0,38.4,0.44,10.1,23.0,-0.01,-1.0,-1.0,0.768,5.6,7.3,3.5,-1.0,-1.0,4.9,-1.0,-1.0,-1.0,3.3,25.8,-1.0,-1.0
比利-康宁汉姆,68-69,76人,82,-1.0,40.8,0.426,9.0,21.2,-0.01,-1.0,-1.0,0.737,6.8,9.2,12.8,-1.0,-1.0,3.5,-1.0,-1.0,-1.0,4.0,24.8,-1.0,-1.0
Louie Dampier,68-69,上校,78,-1.0,42.6,0.42,9.1,21.7,0.361,2.6,7.1,0.811,3.9,4.9,3.8,1.0,2.9,5.8,-1.0,-1.0,3.2,2.0,24.8,-1.0,-1.0
埃尔金-贝勒,68-69,湖人,76,-1.0,40.3,0.447,9.6,21.5,-0.01,-1.0,-1.0,0.743,5.5,7.5,10.6,-1.0,-1.0,5.4,-1.0,-1.0,-1.0,2.7,24.8,-1.0,-1.0
奥斯卡-罗波特森,68-69,皇家,79,-1.0,43.8,0.486,8.3,17.1,-0.01,-1.0,-1.0,0.838,8.1,9.7,6.4,-1.0,-1.0,9.8,-1.0,-1.0,-1.0,2.9,24.7,-1.0,-1.0
迈尔-丹尼尔斯,68-69,老者,76,-1.0,38.6,0.476,9.4,19.7,0.0,0.0,0.1,0.604,5.3,8.7,16.5,5.0,11.5,1.5,-1.0,-1.0,3.6,3.6,24.0,-1.0,-1.0
鲍伯-卢尔,68-69,超音速,82,-1.0,37.9,0.469,9.5,20.2,-0.01,-1.0,-1.0,0.682,5.0,7.4,11.5,-1.0,-1.0,1.7,-1.0,-1.0,-1.0,3.9,24.0,-1.0,-1.0
盖尔-古德里奇,68-69,太阳,81,-1.0,40.0,0.411,8.9,21.6,-0.01,-1.0,-1.0,0.747,6.1,8.2,5.4,-1.0,-1.0,6.4,-1.0,-1.0,-1.0,3.1,23.8,-1.0,-1.0
威利-索莫赛特,68-69,-1,74,-1.0,42.1,0.41,8.4,20.4,0.259,0.5,1.9,0.83,6.5,7.9,4.5,1.9,2.6,3.8,-1.0,-1.0,2.9,3.5,23.8,-1.0,-1.0
戴夫-宾,68-69,活塞,77,-1.0,39.5,0.425,8.8,20.7,-0.01,-1.0,-1.0,0.713,5.8,8.1,5.0,-1.0,-1.0,7.1,-1.0,-1.0,-1.0,3.3,23.4,-1.0,-1.0
Darel Carrier,68-69,上校,73,-1.0,39.2,0.406,7.7,18.8,0.379,1.7,4.5,0.82,6.1,7.5,3.9,1.0,2.8,2.9,-1.0,-1.0,2.9,3.1,23.2,-1.0,-1.0
豪尔-格瑞尔,68-69,76人,82,-1.0,40.4,0.459,8.9,19.5,-0.01,-1.0,-1.0,0.796,5.3,6.6,5.3,-1.0,-1.0,5.0,-1.0,-1.0,-1.0,3.6,23.1,-1.0,-1.0
杰夫-穆林斯,68-69,勇士,78,-1.0,37.4,0.459,8.9,19.4,-0.01,-1.0,-1.0,0.843,4.9,5.8,5.9,-1.0,-1.0,4.3,-1.0,-1.0,-1.0,3.2,22.8,-1.0,-1.0
凯文-朗格利,68-69,子弹,80,-1.0,39.2,0.438,9.0,20.5,-0.01,-1.0,-1.0,0.803,4.7,5.8,3.3,-1.0,-1.0,4.8,-1.0,-1.0,-1.0,3.7,22.6,-1.0,-1.0
唐-柯基斯,68-69,火箭,81,-1.0,38.6,0.434,8.5,19.5,-0.01,-1.0,-1.0,0.748,5.5,7.4,9.6,-1.0,-1.0,2.6,-1.0,-1.0,-1.0,3.7,22.5,-1.0,-1.0
兰尼-威尔肯斯,68-69,超音速,82,-1.0,42.2,0.44,7.9,17.8,-0.01,-1.0,-1.0,0.77,6.7,8.7,6.2,-1.0,-1.0,8.2,-1.0,-1.0,-1.0,3.6,22.4,-1.0,-1.0
唐尼-弗里曼,68-69,佛里达,78,-1.0,36.8,0.484,8.3,17.3,0.087,0.0,0.3,0.787,5.4,6.8,3.7,1.6,2.1,6.4,-1.0,-1.0,2.9,2.9,22.1,-1.0,-1.0
卢-哈德森,68-69,老鹰,81,-1.0,35.4,0.492,8.8,18.0,-0.01,-1.0,-1.0,0.777,4.2,5.4,6.6,-1.0,-1.0,2.7,-1.0,-1.0,-1.0,3.1,21.9,-1.0,-1.0
鲍伯-布泽尔,68-69,公牛,79,-1.0,36.4,0.481,8.4,17.4,-0.01,-1.0,-1.0,0.806,5.0,6.2,7.8,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,2.8,21.7,-1.0,-1.0
约翰-哈福利切克,68-69,凯尔特,82,-1.0,38.7,0.405,8.4,20.8,-0.01,-1.0,-1.0,0.78,4.7,6.0,7.0,-1.0,-1.0,5.4,-1.0,-1.0,-1.0,3.0,21.6,-1.0,-1.0
Warren Jabali,68-69,橡树,71,-1.0,35.8,0.449,8.1,18.0,0.25,0.2,0.6,0.684,5.3,7.7,9.7,3.6,6.1,3.5,-1.0,-1.0,4.3,3.7,21.5,-1.0,-1.0
泽尔莫-贝蒂,68-69,老鹰,72,-1.0,35.8,0.47,8.2,17.4,-0.01,-1.0,-1.0,0.731,5.1,7.0,11.1,-1.0,-1.0,1.8,-1.0,-1.0,-1.0,3.8,21.5,-1.0,-1.0
内特-瑟蒙德,68-69,勇士,71,-1.0,45.2,0.41,8.0,19.6,-0.01,-1.0,-1.0,0.615,5.4,8.7,19.7,-1.0,-1.0,3.6,-1.0,-1.0,-1.0,2.4,21.5,-1.0,-1.0
威利斯-里德,68-69,尼克斯,82,-1.0,37.9,0.521,8.6,16.5,-0.01,-1.0,-1.0,0.747,4.0,5.3,14.5,-1.0,-1.0,2.3,-1.0,-1.0,-1.0,3.8,21.1,-1.0,-1.0
Walter Simon,68-69,老篮网,68,-1.0,40.4,0.44,8.4,19.1,0.222,0.1,0.4,0.695,4.3,6.1,8.1,2.7,5.5,3.4,-1.0,-1.0,2.7,4.3,21.1,-1.0,-1.0
迪克-范阿斯戴尔,68-69,太阳,80,-1.0,42.4,0.442,7.7,17.3,-0.01,-1.0,-1.0,0.705,5.7,8.1,6.9,-1.0,-1.0,4.8,-1.0,-1.0,-1.0,3.1,21.0,-1.0,-1.0
Roger Brown_,68-69,老者,75,-1.0,35.4,0.482,7.5,15.6,0.313,0.1,0.2,0.785,5.9,7.5,6.8,3.0,3.8,4.6,-1.0,-1.0,2.9,3.7,21.0,-1.0,-1.0
鲁迪-拉鲁索,68-69,勇士,75,-1.0,37.1,0.41,7.4,18.0,-0.01,-1.0,-1.0,0.794,5.9,7.5,8.3,-1.0,-1.0,2.1,-1.0,-1.0,-1.0,3.6,20.7,-1.0,-1.0
威尔特-张伯伦,68-69,湖人,81,-1.0,45.3,0.583,7.9,13.6,-0.01,-1.0,-1.0,0.446,4.7,10.6,21.1,-1.0,-1.0,4.5,-1.0,-1.0,-1.0,1.8,20.5,-1.0,-1.0
弗莱迪-刘易斯,68-69,老者,78,-1.0,39.2,0.44,7.3,16.7,0.265,0.3,1.1,0.822,5.4,6.5,4.8,1.5,3.3,4.4,-1.0,-1.0,2.9,3.7,20.3,-1.0,-1.0
弗林-罗宾逊,68-69,-1,83,-1.0,31.5,0.433,7.5,17.4,-0.01,-1.0,-1.0,0.839,5.0,5.9,3.7,-1.0,-1.0,4.5,-1.0,-1.0,-1.0,3.1,20.0,-1.0,-1.0
史蒂夫-琼斯,68-69,海盗,78,-1.0,38.8,0.42,7.4,17.6,0.344,0.7,1.9,0.796,4.5,5.6,5.0,1.9,3.1,2.9,-1.0,-1.0,2.5,3.6,19.9,-1.0,-1.0
