球员,赛季,球队,出场,首发,时间,投篮,命中,出手,三分,三分命中,三分出手,罚球,罚球命中,罚球出手,篮板,前场,后场,助攻,抢断,盖帽,失误,犯规,得分,胜,负
勒布朗-詹姆斯,07-08,骑士,75,74,40.4,0.484,10.6,21.9,0.315,1.5,4.8,0.712,7.3,10.3,7.9,1.8,6.1,7.2,1.8,1.1,3.4,2.2,30.0,45,30
科比-布莱恩特,07-08,湖人,82,82,38.9,0.459,9.5,20.6,0.361,1.8,5.1,0.84,7.6,9.0,6.3,1.1,5.2,5.4,1.8,0.5,3.1,2.8,28.3,57,25
阿伦-艾弗森,07-08,掘金,82,82,41.8,0.458,8.7,19.0,0.345,1.2,3.4,0.809,7.9,9.7,3.0,0.6,2.4,7.1,2.0,0.1,3.0,1.3,26.4,50,32
卡梅罗-安东尼,07-08,掘金,77,77,36.4,0.492,9.5,19.2,0.354,0.8,2.1,0.786,6.0,7.7,7.4,2.3,5.1,3.4,1.3,0.5,3.3,3.3,25.7,47,30
阿玛雷-斯塔德迈尔,07-08,太阳,79,79,33.9,0.59,9.0,15.3,0.161,0.1,0.4,0.805,7.0,8.7,9.1,2.3,6.8,1.5,0.8,2.1,2.2,3.7,25.2,53,26
德维恩-韦德,07-08,热火,51,49,38.3,0.469,8.6,18.4,0.286,0.4,1.5,0.758,6.9,9.2,4.2,0.9,3.3,6.9,1.7,0.7,4.4,2.7,24.6,10,41
凯文-马丁,07-08,国王,61,57,36.3,0.456,6.8,15.0,0.402,1.8,4.4,0.869,8.2,9.5,4.5,0.8,3.7,2.1,1.0,0.1,2.1,2.5,23.7,30,31
德克-诺维茨基,07-08,独行侠,77,77,36.0,0.479,8.2,17.1,0.359,1.0,2.9,0.879,6.2,7.1,8.6,1.2,7.3,3.5,0.7,0.9,2.1,2.6,23.6,49,28
迈克尔-里德,07-08,雄鹿,72,71,37.5,0.442,7.6,17.3,0.362,1.8,5.0,0.82,5.6,6.8,4.3,1.2,3.1,3.4,0.9,0.2,2.5,1.7,22.7,21,51
理查德-杰弗森,07-08,篮网,82,82,39.0,0.466,7.5,16.2,0.362,0.9,2.6,0.798,6.6,8.3,4.2,1.1,3.0,3.1,0.9,0.3,2.4,2.7,22.6,34,48
克里斯-波什,07-08,猛龙,67,67,36.2,0.494,7.6,15.3,0.4,0.1,0.4,0.844,7.0,8.3,8.7,2.6,6.1,2.6,0.9,1.0,2.3,2.3,22.3,37,30
科里-马盖蒂,07-08,快船,70,65,35.7,0.458,6.5,14.3,0.384,1.1,2.9,0.812,7.9,9.7,5.6,1.1,4.5,2.7,1.0,0.1,2.8,3.0,22.1,21,49
姚明,07-08,火箭,55,55,37.2,0.507,7.9,15.5,0.0,0.0,0.0,0.85,6.3,7.4,10.8,3.1,7.7,2.3,0.5,2.0,3.3,3.1,22.0,36,19
拜伦-戴维斯,07-08,勇士,82,82,39.0,0.426,7.9,18.6,0.33,2.1,6.4,0.75,3.9,5.2,4.7,1.2,3.5,7.6,2.3,0.5,2.8,3.0,21.8,48,34
杰森-理查德森,07-08,黄蜂,82,82,38.4,0.441,7.9,17.9,0.406,3.0,7.3,0.752,3.0,4.0,5.4,1.0,4.4,3.1,1.4,0.7,2.0,2.9,21.8,32,50
乔-约翰逊,07-08,老鹰,82,82,40.8,0.432,7.9,18.3,0.381,2.1,5.4,0.834,3.9,4.6,4.5,1.0,3.5,5.8,1.0,0.2,2.7,2.0,21.7,37,45
特雷西·麦克格雷迪,07-08,火箭,66,62,37.0,0.419,8.3,19.8,0.292,1.3,4.5,0.684,3.7,5.4,5.1,0.6,4.5,5.9,1.0,0.5,2.4,1.4,21.6,46,20
安托万-贾米森,07-08,奇才,79,79,38.7,0.436,7.8,17.9,0.339,1.5,4.5,0.76,4.2,5.5,10.2,2.7,7.5,1.5,1.3,0.4,1.4,2.5,21.4,41,38
文斯-卡特,07-08,篮网,76,72,38.9,0.456,7.7,16.9,0.359,1.3,3.6,0.816,4.6,5.6,6.0,1.5,4.5,5.1,1.2,0.4,2.4,3.2,21.3,34,42
卡洛斯-布泽尔,07-08,爵士,81,81,34.9,0.547,8.8,16.0,0.0,0.0,0.0,0.738,3.6,4.9,10.4,2.4,8.0,2.9,1.2,0.5,2.6,3.6,21.1,53,28
克里斯-保罗,07-08,鹈鹕,80,80,37.6,0.488,7.9,16.1,0.369,1.2,3.1,0.851,4.2,4.9,4.0,0.8,3.2,11.6,2.7,0.1,2.5,2.3,21.1,55,25
艾尔-杰弗森,07-08,森林狼,82,82,35.6,0.5,8.8,17.6,0.0,0.0,0.1,0.721,3.5,4.8,11.1,3.8,7.4,1.4,0.9,1.5,2.0,2.7,21.0,22,60
德怀特-霍华德,07-08,魔术,82,82,37.7,0.599,7.1,11.9,0.0,0.0,0.0,0.59,6.5,10.9,14.2,3.4,10.8,1.3,0.9,2.1,3.2,3.3,20.7,52,30
大卫-韦斯特,07-08,鹈鹕,76,76,37.8,0.482,8.3,17.2,0.24,0.1,0.3,0.85,3.9,4.6,8.9,2.4,6.5,2.3,0.8,1.3,2.2,2.7,20.6,52,24
贾马尔-克劳福德,07-08,尼克斯,80,80,39.9,0.41,7.1,17.4,0.356,2.2,6.2,0.864,4.1,4.8,2.6,0.5,2.1,5.0,1.0,0.2,2.4,1.8,20.6,23,57
梅塔-沃尔德皮斯,07-08,国王,57,54,38.1,0.453,7.6,16.9,0.38,1.5,3.9,0.719,3.7,5.2,5.8,1.8,4.0,3.5,2.3,0.7,2.6,2.8,20.5,30,27
卡隆-巴特勒,07-08,奇才,58,58,39.9,0.466,7.6,16.3,0.357,1.1,3.2,0.901,4.1,4.5,6.7,1.6,5.1,4.9,2.2,0.3,2.6,2.8,20.3,33,25
凯文-杜兰特,07-08,超音速,80,80,34.6,0.43,7.3,17.1,0.288,0.7,2.6,0.873,4.9,5.6,4.4,0.9,3.5,2.4,1.0,0.9,2.9,1.5,20.3,19,61
蒙塔-艾利斯,07-08,勇士,81,72,37.9,0.531,8.0,15.1,0.231,0.1,0.6,0.767,4.0,5.1,5.0,1.6,3.3,3.9,1.5,0.3,2.1,2.4,20.2,48,33
鲁迪-盖伊,07-08,灰熊,81,81,37.0,0.461,7.7,16.7,0.346,1.7,4.8,0.785,3.1,3.9,6.2,1.7,4.4,2.0,1.4,1.0,2.3,2.8,20.1,21,60
斯蒂芬-杰克逊,07-08,勇士,73,73,39.1,0.405,6.7,16.5,0.363,2.5,6.9,0.832,4.2,5.1,4.4,0.9,3.4,4.1,1.3,0.4,2.7,2.3,20.1,46,27
约什-霍华德,07-08,独行侠,76,76,36.3,0.455,7.5,16.4,0.319,0.9,2.8,0.813,4.1,5.1,7.0,1.6,5.4,2.2,0.8,0.4,1.5,2.7,19.9,48,28
安德烈-伊格达拉,07-08,76人,82,82,39.5,0.456,7.1,15.6,0.329,1.2,3.7,0.721,4.5,6.2,5.4,1.0,4.4,4.8,2.1,0.6,2.6,2.3,19.9,40,42
