球员,赛季,球队,出场,首发,时间,投篮,命中,出手,三分,三分命中,三分出手,罚球,罚球命中,罚球出手,篮板,前场,后场,助攻,抢断,盖帽,失误,犯规,得分,胜,负
科比-布莱恩特,06-07,湖人,77,77,40.8,0.463,10.6,22.8,0.344,1.8,5.2,0.868,8.7,10.0,5.7,1.0,4.7,5.4,1.4,0.5,3.3,2.7,31.6,39,38
卡梅罗-安东尼,06-07,掘金,65,65,38.2,0.476,10.6,22.4,0.268,0.6,2.3,0.808,7.1,8.7,6.0,2.2,3.8,3.8,1.2,0.4,3.6,3.1,28.9,37,28
吉尔伯特-阿里纳斯,06-07,奇才,74,73,39.8,0.418,8.7,20.9,0.351,2.8,7.9,0.844,8.2,9.7,4.6,0.8,3.7,6.0,1.9,0.2,3.2,3.4,28.4,39,35
德维恩-韦德,06-07,热火,51,50,37.9,0.491,9.3,18.9,0.266,0.4,1.5,0.807,8.5,10.5,4.7,1.0,3.7,7.5,2.1,1.2,4.2,2.3,27.4,27,24
勒布朗-詹姆斯,06-07,骑士,78,78,40.9,0.476,9.9,20.8,0.319,1.3,4.0,0.698,6.3,9.0,6.7,1.1,5.7,6.0,1.6,0.7,3.2,2.2,27.3,47,31
迈克尔-里德,06-07,雄鹿,53,53,38.5,0.465,9.0,19.3,0.382,2.2,5.8,0.829,6.5,7.8,3.7,0.8,2.9,2.3,1.2,0.2,2.3,1.5,26.7,22,31
雷-阿伦,06-07,超音速,55,55,40.3,0.438,9.2,21.0,0.372,3.0,8.1,0.903,5.1,5.6,4.5,1.0,3.5,4.1,1.5,0.2,2.8,2.1,26.4,22,33
阿伦-艾弗森,06-07,-1,65,64,42.5,0.442,8.9,20.2,0.315,1.0,3.0,0.795,7.5,9.4,3.0,0.4,2.6,7.2,1.9,0.2,4.1,1.5,26.3,31,34
文斯-卡特,06-07,篮网,82,82,38.1,0.454,8.9,19.5,0.357,1.9,5.3,0.802,5.6,7.0,6.0,1.4,4.6,4.8,1.0,0.4,2.6,3.2,25.2,41,41
姚明,06-07,火箭,48,48,33.8,0.516,8.8,17.1,0.0,0.0,0.0,0.862,7.4,8.6,9.4,2.1,7.3,2.0,0.4,2.0,3.5,3.3,25.0,32,16
乔-约翰逊,06-07,老鹰,57,57,41.4,0.471,9.4,20.0,0.381,2.1,5.5,0.748,4.1,5.5,4.2,0.9,3.3,4.4,1.1,0.2,3.1,2.0,25.0,21,36
保罗-皮尔斯,06-07,凯尔特,47,46,37.0,0.439,7.9,18.1,0.389,2.3,5.9,0.796,6.8,8.6,5.9,0.8,5.1,4.1,1.0,0.3,3.2,2.6,25.0,20,27
特雷西·麦克格雷迪,06-07,火箭,71,71,35.8,0.431,9.0,20.8,0.331,1.8,5.4,0.707,4.9,6.9,5.3,0.8,4.5,6.5,1.3,0.5,3.0,1.9,24.6,50,21
德克-诺维茨基,06-07,独行侠,78,78,36.2,0.502,8.6,17.2,0.416,0.9,2.2,0.904,6.4,7.1,8.9,1.6,7.3,3.4,0.7,0.8,2.1,2.2,24.6,64,14
扎克-兰多夫,06-07,开拓者,68,67,35.7,0.467,8.8,18.9,0.292,0.2,0.7,0.819,5.8,7.1,10.1,2.9,7.2,2.2,0.8,0.2,3.2,2.7,23.6,25,43
克里斯-波什,06-07,猛龙,69,69,38.5,0.496,7.9,15.9,0.343,0.2,0.5,0.785,6.7,8.6,10.7,2.7,8.0,2.5,0.6,1.3,2.6,2.4,22.6,41,28
凯文-加内特,06-07,森林狼,76,76,39.4,0.476,8.4,17.6,0.214,0.2,0.7,0.835,5.5,6.6,12.8,2.4,10.4,4.1,1.2,1.7,2.7,2.4,22.4,32,44
拉沙德-刘易斯,06-07,超音速,60,60,39.1,0.461,7.7,16.8,0.39,2.5,6.5,0.841,4.4,5.3,6.6,1.5,5.1,2.4,1.1,0.7,2.0,2.4,22.4,23,37
本-戈登,06-07,公牛,82,51,33.0,0.455,7.4,16.3,0.413,1.9,4.6,0.864,4.6,5.4,3.1,0.4,2.7,3.6,0.8,0.2,3.0,3.1,21.4,49,33
卡洛斯-布泽尔,06-07,爵士,74,74,34.6,0.561,8.7,15.6,-0.01,0.0,0.0,0.685,3.4,5.0,11.7,3.2,8.5,3.0,0.9,0.3,2.6,2.9,20.9,45,29
保罗-加索尔,06-07,灰熊,59,59,36.2,0.538,7.8,14.5,0.273,0.1,0.2,0.748,5.1,6.8,9.8,2.5,7.3,3.4,0.5,2.1,2.7,2.3,20.8,17,42
埃尔顿-布兰德,06-07,快船,80,80,38.5,0.533,8.1,15.1,1.0,0.0,0.0,0.761,4.4,5.8,9.3,3.4,6.0,2.9,1.0,2.2,2.5,3.0,20.5,40,40
