球员,赛季,球队,出场,首发,时间,投篮,命中,出手,三分,三分命中,三分出手,罚球,罚球命中,罚球出手,篮板,前场,后场,助攻,抢断,盖帽,失误,犯规,得分,胜,负
阿伦-艾弗森,00-01,76人,71,71,42.0,0.42,10.7,25.5,0.32,1.4,4.3,0.814,8.2,10.1,3.8,0.7,3.1,4.6,2.5,0.3,3.3,2.1,31.1,50,21
杰里-斯塔克豪斯,00-01,活塞,80,80,40.2,0.402,9.7,24.1,0.351,2.1,5.9,0.822,8.3,10.1,3.9,1.2,2.7,5.1,1.2,0.7,4.1,2.0,29.8,31,49
沙奎尔-奥尼尔,00-01,湖人,74,74,39.5,0.572,11.0,19.2,0.0,0.0,0.0,0.513,6.7,13.1,12.7,3.9,8.8,3.7,0.6,2.8,2.9,3.5,28.7,51,23
科比-布莱恩特,00-01,湖人,68,68,40.9,0.464,10.3,22.2,0.305,0.9,2.9,0.853,7.0,8.2,5.9,1.5,4.3,5.0,1.7,0.6,3.2,3.3,28.5,45,23
文斯-卡特,00-01,猛龙,75,75,39.7,0.46,10.2,22.1,0.408,2.2,5.3,0.765,5.1,6.7,5.5,2.3,3.2,3.9,1.5,1.1,2.2,2.7,27.6,45,30
克里斯-韦伯,00-01,国王,70,70,40.5,0.481,11.2,23.4,0.071,0.0,0.4,0.703,4.6,6.6,11.1,2.6,8.5,4.2,1.3,1.7,2.8,3.2,27.1,48,22
特雷西·麦克格雷迪,00-01,魔术,77,77,40.1,0.457,10.2,22.4,0.355,0.8,2.2,0.733,5.6,7.6,7.5,2.5,5.0,4.6,1.5,1.5,2.6,2.1,26.8,39,38
保罗-皮尔斯,00-01,凯尔特,82,82,38.0,0.454,8.4,18.5,0.383,1.8,4.7,0.745,6.7,9.0,6.4,1.1,5.2,3.1,1.7,0.8,3.2,3.1,25.3,36,46
安托万-贾米森,00-01,勇士,82,82,41.4,0.442,9.8,22.1,0.302,0.8,2.5,0.715,4.7,6.5,8.7,3.4,5.3,2.0,1.4,0.3,2.4,2.7,24.9,17,65
斯蒂芬-马布里,00-01,篮网,67,67,38.2,0.441,8.4,19.1,0.328,1.6,5.0,0.79,5.4,6.8,3.1,0.8,2.3,7.6,1.2,0.1,2.9,2.2,23.9,22,45
安托万-沃克,00-01,凯尔特,81,81,41.9,0.413,8.8,21.2,0.367,2.7,7.4,0.716,3.1,4.3,8.9,1.9,7.0,5.5,1.7,0.6,3.7,3.1,23.4,35,46
卡尔-马龙,00-01,爵士,81,81,35.7,0.498,8.3,16.6,0.4,0.0,0.1,0.793,6.6,8.3,8.3,1.4,6.9,4.5,1.1,0.8,3.0,2.7,23.2,52,29
加里-佩顿,00-01,超音速,79,79,41.1,0.456,9.2,20.1,0.375,1.3,3.4,0.766,3.4,4.5,4.6,0.9,3.6,8.1,1.6,0.3,2.6,2.3,23.1,43,36
蒂姆-邓肯,00-01,马刺,82,82,38.7,0.499,8.6,17.1,0.259,0.1,0.3,0.618,5.0,8.1,12.2,3.2,9.0,3.0,0.9,2.3,3.0,3.0,22.2,58,24
格伦-罗宾逊,00-01,雄鹿,76,74,37.0,0.468,9.0,19.2,0.299,0.7,2.4,0.82,3.3,4.0,6.9,1.6,5.3,3.3,1.1,0.8,2.9,2.5,22.0,50,26
凯文-加内特,00-01,森林狼,81,81,39.5,0.477,8.7,18.2,0.288,0.2,0.8,0.764,4.4,5.8,11.4,2.7,8.7,5.0,1.4,1.8,2.8,2.5,22.0,47,34
雷-阿伦,00-01,雄鹿,82,82,38.2,0.48,7.7,16.0,0.433,2.5,5.7,0.888,4.2,4.8,5.2,1.2,4.0,4.6,1.5,0.2,2.5,2.3,22.0,52,30
德克-诺维茨基,00-01,独行侠,82,82,38.1,0.474,7.2,15.2,0.387,1.8,4.8,0.838,5.5,6.6,9.2,1.5,7.7,2.1,1.0,1.2,1.9,3.0,21.8,53,29
迈克尔-芬利,00-01,独行侠,82,82,42.0,0.458,8.7,18.9,0.346,1.1,3.2,0.775,3.1,4.0,5.2,1.3,3.9,4.4,1.4,0.4,2.3,2.1,21.5,53,29
安东尼奥-麦克戴斯,00-01,掘金,70,70,36.5,0.495,8.2,16.6,-0.01,0.0,0.0,0.7,4.3,6.2,12.1,3.4,8.6,2.1,0.6,1.5,2.3,3.1,20.8,34,36
谢里夫-阿布杜-拉希姆,00-01,灰熊,81,81,40.0,0.472,7.5,15.8,0.188,0.1,0.8,0.834,5.5,6.6,9.1,2.2,6.9,3.1,1.1,1.0,2.9,2.9,20.5,23,58
杰伦-罗斯,00-01,步行者,72,72,40.9,0.457,7.9,17.3,0.339,0.8,2.4,0.828,4.0,4.8,5.0,0.5,4.5,6.0,0.9,0.6,2.9,3.2,20.5,36,36
佩贾-斯托亚科维奇,00-01,国王,75,75,38.7,0.47,7.5,15.9,0.4,1.9,4.8,0.856,3.6,4.2,5.8,1.2,4.5,2.2,1.2,0.2,1.9,1.9,20.4,50,25
埃尔顿-布兰德,00-01,公牛,74,74,39.3,0.476,7.8,16.4,0.0,0.0,0.0,0.708,4.5,6.4,10.1,3.9,6.2,3.2,1.0,1.6,3.0,3.3,20.1,15,59
贾马尔-马什本,00-01,黄蜂,76,76,39.3,0.413,7.5,18.3,0.356,1.4,3.8,0.766,3.7,4.8,7.6,1.2,6.4,5.4,1.1,0.2,2.8,2.4,20.1,42,34
史蒂夫-弗朗西斯,00-01,火箭,80,79,39.9,0.451,6.9,15.2,0.396,1.7,4.2,0.817,4.5,5.5,6.9,2.4,4.5,6.5,1.8,0.4,3.3,3.4,19.9,45,35
杰森-特里,00-01,老鹰,82,77,37.7,0.436,7.3,16.7,0.395,1.5,3.8,0.846,3.7,4.4,3.3,0.5,2.8,4.9,1.3,0.1,2.9,2.5,19.7,25,57
罗恩-默塞尔,00-01,公牛,61,61,41.6,0.446,8.2,18.4,0.304,0.2,0.8,0.825,3.1,3.7,3.9,1.2,2.7,3.3,1.3,0.4,2.1,2.4,19.7,10,51
卡蒂诺-莫布里,00-01,火箭,79,49,38.0,0.434,6.7,15.4,0.357,1.1,3.2,0.831,5.0,6.0,5.0,1.1,4.0,2.5,1.1,0.3,2.1,2.1,19.5,44,35
拉希德-华莱士,00-01,开拓者,77,75,38.2,0.501,7.7,15.3,0.321,0.7,2.1,0.766,3.2,4.2,7.8,1.9,5.9,2.8,1.2,1.8,2.1,2.7,19.2,48,29
雷吉-米勒,00-01,步行者,81,81,39.3,0.44,6.4,14.5,0.366,2.1,5.7,0.928,4.0,4.3,3.5,0.5,3.0,3.2,1.0,0.2,1.6,2.0,18.9,41,40
阿兰-休斯顿,00-01,尼克斯,78,78,36.6,0.449,6.9,15.5,0.381,1.2,3.2,0.909,3.6,3.9,3.6,0.3,3.4,2.2,0.7,0.1,2.1,2.4,18.7,45,33
萨姆-卡塞尔,00-01,雄鹿,76,75,35.6,0.474,7.1,14.9,0.306,0.4,1.3,0.858,3.6,4.3,3.8,0.6,3.2,7.6,1.2,0.1,2.9,2.8,18.2,51,25
理查德-汉密尔顿,00-01,奇才,78,42,32.3,0.438,7.0,16.0,0.274,0.5,1.9,0.868,3.6,4.1,3.1,1.0,2.1,2.9,1.0,0.1,2.6,2.6,18.1,19,59
朱万-霍华德,00-01,-1,81,81,36.7,0.479,7.2,15.0,0.0,0.0,0.0,0.773,3.7,4.7,7.1,2.1,5.0,2.8,0.9,0.5,3.0,3.6,18.0,32,49
尼克-范埃克塞尔,00-01,掘金,71,70,37.9,0.414,6.5,15.7,0.377,1.9,5.0,0.819,2.9,3.5,3.4,0.6,2.8,8.5,0.9,0.3,2.3,1.5,17.7,34,37
拉特里尔-斯普雷威尔,00-01,尼克斯,77,77,39.2,0.43,6.8,15.8,0.304,0.5,1.8,0.783,3.6,4.6,4.5,0.6,3.9,3.5,1.4,0.4,2.8,2.1,17.7,45,32
埃迪-琼斯,00-01,热火,63,58,36.2,0.445,6.2,13.8,0.378,1.4,3.8,0.844,3.6,4.3,4.6,1.2,3.4,2.7,1.7,0.9,2.1,2.9,17.4,40,23
肖恩-马里昂,00-01,太阳,79,79,36.2,0.48,7.1,14.7,0.256,0.3,1.0,0.81,3.0,3.7,10.7,2.8,7.9,2.0,1.7,1.4,1.6,2.7,17.3,50,29
大卫-韦斯利,00-01,黄蜂,82,82,37.9,0.422,6.4,15.1,0.376,1.2,3.1,0.799,3.3,4.1,2.7,0.8,2.0,4.4,1.6,0.2,2.1,2.7,17.2,46,36
拉玛尔-奥多姆,00-01,快船,76,74,37.3,0.46,6.3,13.8,0.316,1.1,3.3,0.679,3.4,5.1,7.8,1.4,6.3,5.2,1.0,1.6,3.5,3.1,17.2,30,46
基斯-范霍恩,00-01,篮网,49,47,35.4,0.435,6.3,14.4,0.382,1.3,3.5,0.806,3.1,3.8,7.1,1.6,5.5,1.7,0.8,0.4,2.1,3.1,17.0,16,33
杰森-基德,00-01,太阳,77,76,39.8,0.411,5.9,14.2,0.297,0.9,3.0,0.814,4.3,5.2,6.4,1.2,5.2,9.8,2.2,0.3,3.7,2.2,16.9,50,27
拉里-休斯,00-01,勇士,50,45,36.9,0.383,6.2,16.1,0.187,0.3,1.5,0.766,3.9,5.0,5.5,1.5,4.0,4.5,1.9,0.6,3.0,2.9,16.5,13,37
克里弗德-罗宾逊,00-01,太阳,82,82,33.5,0.422,6.1,14.5,0.361,1.1,3.0,0.709,3.1,4.4,4.1,1.3,2.8,2.9,1.1,1.0,2.3,3.1,16.4,51,31
迈克尔-迪克森,00-01,灰熊,70,69,37.4,0.417,6.1,14.6,0.374,1.2,3.3,0.763,2.9,3.9,3.3,1.0,2.3,3.3,0.9,0.4,2.3,3.0,16.3,20,50
米奇-里奇蒙德,00-01,奇才,37,30,32.9,0.407,5.5,13.6,0.338,1.2,3.6,0.894,3.9,4.3,2.9,0.4,2.5,3.0,1.2,0.2,2.3,2.3,16.2,10,27
小安东尼-梅森,00-01,热火,80,80,40.7,0.482,5.8,11.9,-0.01,0.0,0.0,0.781,4.6,5.9,9.6,2.1,7.5,3.1,1.0,0.3,2.2,2.9,16.1,49,31
特里尔-布兰登,00-01,森林狼,78,78,36.2,0.451,6.6,14.5,0.363,0.4,1.2,0.871,2.5,2.9,3.8,0.8,3.1,7.5,2.1,0.3,2.0,1.8,16.0,43,35
迈克-毕比,00-01,灰熊,82,82,38.9,0.454,6.4,14.1,0.379,1.3,3.5,0.761,1.7,2.3,3.7,0.6,3.1,8.4,1.3,0.1,3.0,1.8,15.9,23,59
达雷尔-阿姆斯特朗,00-01,魔术,75,75,36.9,0.412,5.5,13.4,0.355,1.9,5.4,0.884,2.9,3.3,4.6,1.3,3.3,7.0,1.8,0.2,2.7,2.1,15.9,40,35
安德烈-米勒,00-01,骑士,82,82,34.7,0.452,5.5,12.2,0.266,0.2,0.8,0.833,4.6,5.5,4.4,1.1,3.2,8.0,1.5,0.3,3.2,2.8,15.8,30,52
史蒂夫-纳什,00-01,独行侠,70,70,34.1,0.487,5.5,11.3,0.406,1.3,3.1,0.895,3.3,3.7,3.2,0.7,2.5,7.3,1.0,0.1,2.9,2.3,15.6,48,22
德里克-安德森,00-01,马刺,82,82,34.9,0.416,5.0,12.1,0.399,1.2,3.1,0.851,4.2,4.9,4.4,0.9,3.5,3.7,1.5,0.2,2.0,2.3,15.5,58,24
布莱恩-格兰特,00-01,热火,82,79,33.8,0.479,5.9,12.3,0.0,0.0,0.0,0.797,3.4,4.3,8.8,2.6,6.1,1.2,0.7,0.9,2.1,3.6,15.2,50,32
蒂姆-哈达威,00-01,热火,77,77,33.9,0.392,5.3,13.5,0.366,2.5,6.7,0.801,1.9,2.4,2.6,0.3,2.3,6.3,1.2,0.1,2.5,2.0,14.9,46,31
拉沙德-刘易斯,00-01,超音速,78,78,34.9,0.48,5.5,11.4,0.432,1.6,3.7,0.826,2.3,2.7,6.9,1.8,5.1,1.6,1.2,0.6,1.7,2.4,14.8,43,35
大卫-罗宾逊,00-01,马刺,80,80,29.6,0.486,5.0,10.3,0.0,0.0,0.0,0.747,4.4,5.9,8.6,2.6,6.0,1.5,1.0,2.5,1.5,2.7,14.4,57,23
沃利-斯泽比亚克,00-01,森林狼,82,82,34.8,0.51,5.7,11.2,0.338,0.3,0.9,0.87,2.2,2.5,5.5,1.6,3.8,3.2,0.7,0.4,1.7,2.8,14.0,47,35
拜伦-戴维斯,00-01,黄蜂,82,82,38.9,0.427,5.0,11.7,0.31,1.0,3.3,0.677,2.8,4.1,5.0,1.6,3.4,7.3,2.1,0.4,2.8,3.3,13.8,46,36
安东尼奥-戴维斯,00-01,猛龙,78,77,35.0,0.433,4.8,11.1,0.0,0.0,0.0,0.754,4.1,5.4,10.1,3.5,6.6,1.4,0.3,1.9,1.7,2.9,13.7,46,32
史蒂夫-史密斯,00-01,开拓者,81,36,31.4,0.456,4.4,9.7,0.339,1.0,2.8,0.89,3.8,4.3,3.4,1.1,2.3,2.6,0.6,0.3,1.7,2.5,13.6,49,32
阿朗佐-莫宁,00-01,热火,13,3,23.5,0.518,5.6,10.8,0.0,0.0,0.1,0.564,2.4,4.2,7.8,2.7,5.1,0.9,0.3,2.4,2.2,1.8,13.6,8,5
唐耶尔-马绍尔,00-01,爵士,81,49,28.7,0.503,5.3,10.5,0.32,0.5,1.6,0.751,2.5,3.4,7.0,2.1,4.9,1.6,1.0,1.0,1.6,2.4,13.6,52,29
马克-杰克逊,00-01,勇士,48,35,29.4,0.467,4.9,10.6,0.217,0.1,0.5,0.802,3.2,4.0,7.5,2.5,5.0,1.2,0.7,0.6,1.9,2.9,13.2,12,36
埃尔登-坎贝尔,00-01,黄蜂,78,78,30.0,0.44,4.7,10.7,0.0,0.0,0.1,0.709,3.7,5.2,7.8,2.0,5.8,1.3,0.8,1.8,1.8,3.6,13.1,46,32
莫里斯-泰勒,00-01,火箭,69,69,28.6,0.489,5.7,11.6,0.0,0.0,0.1,0.735,1.7,2.3,5.5,1.6,3.9,1.5,0.4,0.6,1.8,3.0,13.0,37,32
