球员,赛季,球队,出场,首发,时间,投篮,命中,出手,三分,三分命中,三分出手,罚球,罚球命中,罚球出手,篮板,前场,后场,助攻,抢断,盖帽,失误,犯规,得分,胜,负
威尔特-张伯伦,63-64,勇士,80,-1.0,46.1,0.524,15.1,28.7,-0.01,-1.0,-1.0,0.531,6.8,12.7,22.3,-1.0,-1.0,5.0,-1.0,-1.0,-1.0,2.3,36.9,-1.0,-1.0
奥斯卡-罗波特森,63-64,皇家,79,-1.0,45.1,0.483,10.6,22.0,-0.01,-1.0,-1.0,0.853,10.1,11.9,9.9,-1.0,-1.0,11.0,-1.0,-1.0,-1.0,3.5,31.4,-1.0,-1.0
杰里-韦斯特,63-64,湖人,72,-1.0,40.4,0.484,10.3,21.2,-0.01,-1.0,-1.0,0.832,8.1,9.8,6.0,-1.0,-1.0,5.6,-1.0,-1.0,-1.0,2.8,28.7,-1.0,-1.0
鲍勃-佩蒂特,63-64,老鹰,80,-1.0,41.2,0.463,9.9,21.4,-0.01,-1.0,-1.0,0.789,7.6,9.6,15.3,-1.0,-1.0,3.2,-1.0,-1.0,-1.0,3.8,27.4,-1.0,-1.0
沃尔特-贝拉米,63-64,子弹,80,-1.0,42.4,0.513,10.1,19.8,-0.01,-1.0,-1.0,0.651,6.7,10.3,17.0,-1.0,-1.0,1.6,-1.0,-1.0,-1.0,3.8,27.0,-1.0,-1.0
埃尔金-贝勒,63-64,湖人,78,-1.0,40.6,0.425,9.7,22.8,-0.01,-1.0,-1.0,0.804,6.0,7.5,12.0,-1.0,-1.0,4.4,-1.0,-1.0,-1.0,3.0,25.4,-1.0,-1.0
豪尔-格瑞尔,63-64,76人,80,-1.0,39.5,0.444,8.9,20.1,-0.01,-1.0,-1.0,0.829,5.4,6.6,6.1,-1.0,-1.0,4.7,-1.0,-1.0,-1.0,3.6,23.3,-1.0,-1.0
拜利-霍维尔,63-64,活塞,77,-1.0,35.1,0.472,7.8,16.5,-0.01,-1.0,-1.0,0.809,6.1,7.5,10.1,-1.0,-1.0,2.7,-1.0,-1.0,-1.0,3.8,21.6,-1.0,-1.0
特里-狄辛格,63-64,子弹,80,-1.0,35.2,0.496,7.6,15.2,-0.01,-1.0,-1.0,0.776,5.7,7.3,8.3,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,4.0,20.8,-1.0,-1.0
约翰-哈福利切克,63-64,凯尔特,80,-1.0,32.3,0.417,8.0,19.2,-0.01,-1.0,-1.0,0.746,3.9,5.3,5.4,-1.0,-1.0,3.0,-1.0,-1.0,-1.0,2.8,19.9,-1.0,-1.0
萨姆-琼斯,63-64,凯尔特,76,-1.0,31.3,0.45,8.1,17.9,-0.01,-1.0,-1.0,0.783,3.3,4.2,4.6,-1.0,-1.0,2.7,-1.0,-1.0,-1.0,2.5,19.4,-1.0,-1.0
迪克-巴奈特,63-64,湖人,78,-1.0,33.6,0.452,6.9,15.3,-0.01,-1.0,-1.0,0.773,4.5,5.8,3.2,-1.0,-1.0,3.1,-1.0,-1.0,-1.0,3.0,18.4,-1.0,-1.0
克里夫-哈根,63-64,老鹰,77,-1.0,29.6,0.447,7.4,16.6,-0.01,-1.0,-1.0,0.813,3.5,4.3,4.9,-1.0,-1.0,2.5,-1.0,-1.0,-1.0,3.5,18.4,-1.0,-1.0
杰里-卢卡斯,63-64,皇家,79,-1.0,41.4,0.527,6.9,13.1,-0.01,-1.0,-1.0,0.779,3.9,5.0,17.4,-1.0,-1.0,2.6,-1.0,-1.0,-1.0,3.8,17.7,-1.0,-1.0
雷-斯科特,63-64,活塞,80,-1.0,37.1,0.412,6.7,16.3,-0.01,-1.0,-1.0,0.719,4.1,5.7,13.5,-1.0,-1.0,3.1,-1.0,-1.0,-1.0,3.7,17.6,-1.0,-1.0
盖斯-约翰逊,63-64,子弹,78,-1.0,36.5,0.43,7.3,17.0,-0.01,-1.0,-1.0,0.658,2.7,4.1,13.6,-1.0,-1.0,2.2,-1.0,-1.0,-1.0,4.1,17.3,-1.0,-1.0
切特-沃克,63-64,76人,76,-1.0,36.5,0.44,6.5,14.7,-0.01,-1.0,-1.0,0.711,4.3,6.1,10.3,-1.0,-1.0,1.6,-1.0,-1.0,-1.0,3.1,17.3,-1.0,-1.0
维恩-埃布里,63-64,皇家,80,-1.0,36.4,0.458,7.0,15.2,-0.01,-1.0,-1.0,0.65,3.4,5.2,11.6,-1.0,-1.0,1.4,-1.0,-1.0,-1.0,4.1,17.3,-1.0,-1.0
唐-奥尔,63-64,活塞,71,-1.0,33.3,0.408,7.0,17.2,-0.01,-1.0,-1.0,0.68,3.2,4.7,2.5,-1.0,-1.0,3.2,-1.0,-1.0,-1.0,3.1,17.3,-1.0,-1.0
莱恩-查普尔,63-64,-1,79,-1.0,31.7,0.448,6.7,15.0,-0.01,-1.0,-1.0,0.715,3.6,5.1,9.8,-1.0,-1.0,1.1,-1.0,-1.0,-1.0,2.7,17.1,-1.0,-1.0
里德-科尔,63-64,76人,80,-1.0,36.7,0.429,6.7,15.6,-0.01,-1.0,-1.0,0.751,3.4,4.5,12.7,-1.0,-1.0,3.4,-1.0,-1.0,-1.0,2.3,16.8,-1.0,-1.0
汤姆-海恩索恩,63-64,凯尔特,76,-1.0,26.8,0.398,6.4,16.1,-0.01,-1.0,-1.0,0.827,3.7,4.5,6.1,-1.0,-1.0,2.4,-1.0,-1.0,-1.0,3.5,16.5,-1.0,-1.0
杰克-特威曼,63-64,皇家,68,-1.0,29.4,0.45,6.6,14.6,-0.01,-1.0,-1.0,0.829,2.8,3.4,5.4,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,3.9,15.9,-1.0,-1.0
阿特-海曼,63-64,尼克斯,75,-1.0,29.8,0.431,5.8,13.4,-0.01,-1.0,-1.0,0.685,3.9,5.6,4.0,-1.0,-1.0,3.4,-1.0,-1.0,-1.0,3.1,15.4,-1.0,-1.0
