球员,赛季,球队,出场,首发,时间,投篮,命中,出手,三分,三分命中,三分出手,罚球,罚球命中,罚球出手,篮板,前场,后场,助攻,抢断,盖帽,失误,犯规,得分,胜,负
阿伦-艾弗森,04-05,76人,75,75,42.3,0.424,10.3,24.2,0.308,1.4,4.5,0.835,8.7,10.5,4.0,0.7,3.3,7.9,2.4,0.1,4.6,1.9,30.7,41,34
科比-布莱恩特,04-05,湖人,66,66,40.7,0.433,8.7,20.1,0.339,2.0,5.9,0.816,8.2,10.1,5.9,1.4,4.5,6.0,1.3,0.8,4.1,2.6,27.6,28,38
勒布朗-詹姆斯,04-05,骑士,80,80,42.4,0.472,9.9,21.1,0.351,1.4,3.9,0.75,6.0,8.0,7.4,1.4,6.0,7.2,2.2,0.7,3.3,1.8,27.2,41,39
德克-诺维茨基,04-05,独行侠,78,78,38.7,0.459,8.5,18.5,0.399,1.2,2.9,0.869,7.9,9.1,9.7,1.2,8.5,3.1,1.2,1.5,2.3,2.8,26.1,56,22
阿玛雷-斯塔德迈尔,04-05,太阳,80,80,36.1,0.559,9.3,16.7,0.188,0.0,0.2,0.733,7.3,9.9,8.9,2.7,6.2,1.6,1.0,1.6,2.4,3.5,26.0,60,20
特雷西·麦克格雷迪,04-05,火箭,78,78,40.8,0.431,9.2,21.3,0.326,1.8,5.6,0.774,5.5,7.1,6.2,0.9,5.3,5.7,1.7,0.7,2.6,2.1,25.7,49,29
吉尔伯特-阿里纳斯,04-05,奇才,80,80,40.9,0.431,8.2,19.0,0.365,2.6,7.0,0.814,6.5,8.0,4.7,1.0,3.7,5.1,1.7,0.3,3.0,3.1,25.5,44,36
文斯-卡特,04-05,-1,77,76,36.7,0.452,9.0,20.0,0.406,1.6,4.1,0.798,4.8,6.0,5.2,1.4,3.8,4.2,1.4,0.6,2.2,3.2,24.5,40,37
杰梅因-奥尼尔,04-05,步行者,44,41,34.8,0.452,8.8,19.4,0.167,0.0,0.1,0.754,6.7,8.9,8.8,1.9,6.9,1.9,0.6,2.0,3.0,3.9,24.3,23,21
德维恩-韦德,04-05,热火,77,77,38.6,0.478,8.2,17.1,0.289,0.2,0.6,0.762,7.5,9.9,5.2,1.4,3.7,6.8,1.6,1.1,4.2,3.0,24.1,56,21
