球员,赛季,球队,出场,首发,时间,投篮,命中,出手,三分,三分命中,三分出手,罚球,罚球命中,罚球出手,篮板,前场,后场,助攻,抢断,盖帽,失误,犯规,得分,胜,负
凯文-杜兰特,10-11,雷霆,78,78,38.9,0.462,9.1,19.7,0.35,1.9,5.3,0.88,7.6,8.7,6.8,0.7,6.1,2.7,1.1,1.0,2.8,2.0,27.7,52,26
勒布朗-詹姆斯,10-11,热火,79,79,38.8,0.51,9.6,18.8,0.33,1.2,3.5,0.759,6.4,8.4,7.5,1.0,6.5,7.0,1.6,0.6,3.6,2.1,26.7,57,22
卡梅罗-安东尼,10-11,-1,77,77,35.7,0.455,8.9,19.5,0.378,1.2,3.3,0.838,6.6,7.9,7.3,1.5,5.8,2.9,0.9,0.6,2.7,2.9,25.6,43,34
德维恩-韦德,10-11,热火,76,76,37.2,0.5,9.1,18.2,0.306,0.8,2.7,0.758,6.5,8.6,6.4,1.6,4.8,4.6,1.5,1.1,3.1,2.6,25.5,54,22
科比-布莱恩特,10-11,湖人,82,82,33.9,0.451,9.0,20.0,0.323,1.4,4.3,0.828,5.9,7.1,5.1,1.0,4.1,4.7,1.2,0.1,3.0,2.1,25.3,57,25
阿玛雷-斯塔德迈尔,10-11,尼克斯,78,78,36.8,0.502,9.5,19.0,0.435,0.1,0.3,0.792,6.1,7.7,8.2,2.5,5.6,2.6,0.9,1.9,3.2,3.5,25.3,39,39
德里克-罗斯,10-11,公牛,81,81,37.4,0.445,8.8,19.7,0.332,1.6,4.8,0.858,5.9,6.9,4.1,1.0,3.1,7.7,1.0,0.6,3.4,1.7,25.0,62,19
蒙塔-艾利斯,10-11,勇士,80,80,40.3,0.451,9.1,20.1,0.361,1.7,4.7,0.789,4.3,5.4,3.5,0.6,3.0,5.6,2.1,0.3,3.2,2.5,24.1,35,45
凯文-马丁,10-11,火箭,80,80,32.5,0.436,6.9,15.8,0.383,2.2,5.7,0.888,7.4,8.4,3.2,0.4,2.9,2.5,1.0,0.2,2.3,1.9,23.5,42,38
德克-诺维茨基,10-11,独行侠,73,73,34.3,0.517,8.4,16.2,0.393,0.9,2.3,0.892,5.4,6.1,7.0,0.7,6.3,2.6,0.5,0.6,1.9,2.4,23.0,55,18
德怀特-霍华德,10-11,魔术,78,78,37.6,0.593,7.9,13.4,0.0,0.0,0.1,0.596,7.0,11.7,14.1,4.0,10.1,1.4,1.4,2.4,3.6,3.3,22.9,51,27
布雷克-格里芬,10-11,快船,82,82,38.0,0.506,8.5,16.8,0.292,0.1,0.3,0.642,5.4,8.5,12.1,3.3,8.8,3.8,0.8,0.5,2.7,3.1,22.5,32,50
埃里克-戈登,10-11,快船,56,56,37.7,0.45,7.6,16.9,0.364,1.9,5.2,0.825,5.1,6.2,2.9,0.8,2.1,4.4,1.3,0.3,2.7,2.1,22.3,25,31
拉塞尔-威斯布鲁克,10-11,雷霆,82,82,34.7,0.442,7.5,17.0,0.33,0.4,1.3,0.842,6.5,7.7,4.6,1.5,3.1,8.2,1.9,0.4,3.9,2.5,21.9,55,27
拉玛库斯-阿尔德里奇,10-11,开拓者,81,81,39.6,0.5,8.7,17.5,0.174,0.0,0.3,0.791,4.3,5.5,8.8,3.4,5.3,2.1,1.0,1.2,1.9,2.7,21.8,48,33
