球员,赛季,球队,出场,首发,时间,投篮,命中,出手,三分,三分命中,三分出手,罚球,罚球命中,罚球出手,篮板,前场,后场,助攻,抢断,盖帽,失误,犯规,得分,胜,负
杰里-韦斯特,69-70,湖人,74,-1.0,42.0,0.497,11.2,22.6,-0.01,-1.0,-1.0,0.824,8.7,10.6,4.6,-1.0,-1.0,7.5,-1.0,-1.0,-1.0,2.2,31.2,-1.0,-1.0
斯宾瑟-海伍德,69-70,火箭,84,-1.0,45.3,0.493,11.7,23.8,0.0,0.0,0.1,0.776,6.5,8.4,19.5,6.3,13.1,2.3,-1.0,-1.0,3.0,2.6,30.0,-1.0,-1.0
卡里姆-贾巴尔,69-70,雄鹿,82,-1.0,43.1,0.518,11.4,22.1,-0.01,-1.0,-1.0,0.653,5.9,9.1,14.5,-1.0,-1.0,4.1,-1.0,-1.0,-1.0,3.5,28.8,-1.0,-1.0
里克-巴里,69-70,首都,52,-1.0,35.6,0.499,9.9,19.9,0.205,0.2,0.8,0.864,7.7,8.9,7.0,2.5,4.5,3.4,-1.0,-1.0,3.5,3.3,27.7,-1.0,-1.0
鲍伯-维尔加,69-70,美洲狮,82,-1.0,41.6,0.437,10.6,24.2,0.307,0.8,2.6,0.811,5.6,6.9,5.2,2.1,3.1,3.5,-1.0,-1.0,3.8,3.3,27.5,-1.0,-1.0
埃尔文-海耶斯,69-70,火箭,82,-1.0,44.7,0.452,11.1,24.6,-0.01,-1.0,-1.0,0.688,5.2,7.6,16.9,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,3.3,27.5,-1.0,-1.0
唐尼-弗里曼,69-70,佛里达,79,-1.0,40.1,0.455,9.7,21.3,0.263,0.1,0.2,0.822,7.9,9.6,5.1,1.7,3.4,3.7,-1.0,-1.0,2.4,3.2,27.4,-1.0,-1.0
威尔特-张伯伦,69-70,湖人,12,-1.0,42.1,0.568,10.8,18.9,-0.01,-1.0,-1.0,0.446,5.8,13.1,18.4,-1.0,-1.0,4.1,-1.0,-1.0,-1.0,2.6,27.3,-1.0,-1.0
比利-康宁汉姆,69-70,76人,81,-1.0,39.4,0.469,9.9,21.1,-0.01,-1.0,-1.0,0.729,6.3,8.6,13.6,-1.0,-1.0,4.3,-1.0,-1.0,-1.0,4.1,26.1,-1.0,-1.0
Louie Dampier,69-70,上校,82,-1.0,40.9,0.399,9.1,22.7,0.361,2.4,6.7,0.831,5.5,6.6,3.8,1.0,2.8,5.5,-1.0,-1.0,3.3,2.9,26.0,-1.0,-1.0
卢-哈德森,69-70,老鹰,80,-1.0,38.6,0.531,10.4,19.6,-0.01,-1.0,-1.0,0.824,4.6,5.6,4.7,-1.0,-1.0,3.5,-1.0,-1.0,-1.0,2.8,25.4,-1.0,-1.0
奥斯卡-罗波特森,69-70,皇家,69,-1.0,41.5,0.511,9.4,18.4,-0.01,-1.0,-1.0,0.809,6.6,8.1,6.1,-1.0,-1.0,8.1,-1.0,-1.0,-1.0,2.5,25.3,-1.0,-1.0
拉里-琼斯,69-70,火箭,75,-1.0,40.4,0.434,8.3,19.2,0.248,0.5,2.2,0.791,7.7,9.8,5.2,1.9,3.3,5.7,-1.0,-1.0,3.2,3.0,24.9,-1.0,-1.0
康尼尔-霍金斯,69-70,太阳,81,-1.0,40.9,0.49,8.8,17.9,-0.01,-1.0,-1.0,0.779,7.1,9.1,10.4,-1.0,-1.0,4.8,-1.0,-1.0,-1.0,3.5,24.6,-1.0,-1.0
