球员,赛季,球队,出场,首发,时间,投篮,命中,出手,三分,三分命中,三分出手,罚球,罚球命中,罚球出手,篮板,前场,后场,助攻,抢断,盖帽,失误,犯规,得分,胜,负
威尔特-张伯伦,61-62,勇士,80,-1.0,48.5,0.506,20.0,39.5,-0.01,-1.0,-1.0,0.613,10.4,17.0,25.7,-1.0,-1.0,2.4,-1.0,-1.0,-1.0,1.5,50.4,-1.0,-1.0
埃尔金-贝勒,61-62,湖人,48,-1.0,44.4,0.428,14.2,33.1,-0.01,-1.0,-1.0,0.754,9.9,13.1,18.6,-1.0,-1.0,4.6,-1.0,-1.0,-1.0,3.2,38.3,-1.0,-1.0
沃尔特-贝拉米,61-62,包装工,79,-1.0,42.3,0.519,12.3,23.7,-0.01,-1.0,-1.0,0.644,6.9,10.8,19.0,-1.0,-1.0,2.7,-1.0,-1.0,-1.0,3.6,31.6,-1.0,-1.0
鲍勃-佩蒂特,61-62,老鹰,78,-1.0,42.1,0.45,11.1,24.7,-0.01,-1.0,-1.0,0.771,8.9,11.6,18.7,-1.0,-1.0,3.7,-1.0,-1.0,-1.0,3.8,31.1,-1.0,-1.0
杰里-韦斯特,61-62,湖人,75,-1.0,41.2,0.445,10.7,23.9,-0.01,-1.0,-1.0,0.769,9.5,12.3,7.9,-1.0,-1.0,5.4,-1.0,-1.0,-1.0,2.3,30.8,-1.0,-1.0
奥斯卡-罗波特森,61-62,皇家,79,-1.0,44.3,0.478,11.0,22.9,-0.01,-1.0,-1.0,0.803,8.9,11.0,12.5,-1.0,-1.0,11.4,-1.0,-1.0,-1.0,3.3,30.8,-1.0,-1.0
里切尔-盖兰,61-62,尼克斯,78,-1.0,42.9,0.442,10.8,24.3,-0.01,-1.0,-1.0,0.82,8.0,9.8,6.4,-1.0,-1.0,6.9,-1.0,-1.0,-1.0,3.8,29.5,-1.0,-1.0
威利-诺尔斯,61-62,尼克斯,75,-1.0,39.7,0.415,10.0,24.0,-0.01,-1.0,-1.0,0.842,5.1,6.1,11.6,-1.0,-1.0,2.6,-1.0,-1.0,-1.0,3.5,25.0,-1.0,-1.0
克里夫-哈根,61-62,老鹰,77,-1.0,36.2,0.47,9.1,19.4,-0.01,-1.0,-1.0,0.825,4.7,5.7,8.2,-1.0,-1.0,4.8,-1.0,-1.0,-1.0,3.7,22.9,-1.0,-1.0
杰克-特威曼,61-62,皇家,80,-1.0,37.4,0.479,9.2,19.3,-0.01,-1.0,-1.0,0.811,4.4,5.4,8.0,-1.0,-1.0,2.7,-1.0,-1.0,-1.0,4.0,22.9,-1.0,-1.0
豪尔-格瑞尔,61-62,国民,71,-1.0,38.1,0.447,9.1,20.3,-0.01,-1.0,-1.0,0.819,4.7,5.7,7.4,-1.0,-1.0,4.4,-1.0,-1.0,-1.0,3.5,22.8,-1.0,-1.0
汤姆-海恩索恩,61-62,凯尔特,79,-1.0,30.2,0.429,8.8,20.4,-0.01,-1.0,-1.0,0.819,4.5,5.5,9.5,-1.0,-1.0,2.1,-1.0,-1.0,-1.0,3.5,22.1,-1.0,-1.0
保罗-阿里金,61-62,勇士,78,-1.0,35.7,0.41,7.8,19.1,-0.01,-1.0,-1.0,0.805,6.2,7.7,6.8,-1.0,-1.0,2.6,-1.0,-1.0,-1.0,3.9,21.9,-1.0,-1.0
克莱德-拉福莱特,61-62,老鹰,40,-1.0,29.8,0.471,8.5,18.1,-0.01,-1.0,-1.0,0.829,3.9,4.7,8.8,-1.0,-1.0,1.7,-1.0,-1.0,-1.0,3.4,20.9,-1.0,-1.0
拜利-霍维尔,61-62,活塞,79,-1.0,36.2,0.464,7.0,15.1,-0.01,-1.0,-1.0,0.768,5.9,7.7,12.6,-1.0,-1.0,2.4,-1.0,-1.0,-1.0,4.0,19.9,-1.0,-1.0
维恩-埃布里,61-62,皇家,75,-1.0,35.0,0.466,7.5,16.1,-0.01,-1.0,-1.0,0.69,4.7,6.9,13.0,-1.0,-1.0,2.4,-1.0,-1.0,-1.0,3.8,19.8,-1.0,-1.0
杰纳-苏,61-62,活塞,80,-1.0,39.3,0.408,7.3,17.8,-0.01,-1.0,-1.0,0.81,4.5,5.6,4.7,-1.0,-1.0,5.8,-1.0,-1.0,-1.0,2.4,19.0,-1.0,-1.0
比尔-拉塞尔,61-62,凯尔特,76,-1.0,45.2,0.457,7.6,16.6,-0.01,-1.0,-1.0,0.595,3.8,6.3,23.6,-1.0,-1.0,4.5,-1.0,-1.0,-1.0,2.7,18.9,-1.0,-1.0
萨姆-琼斯,61-62,凯尔特,78,-1.0,30.6,0.464,7.6,16.5,-0.01,-1.0,-1.0,0.818,3.1,3.8,5.9,-1.0,-1.0,3.0,-1.0,-1.0,-1.0,1.9,18.4,-1.0,-1.0
兰尼-威尔肯斯,61-62,老鹰,20,-1.0,43.5,0.385,7.0,18.2,-0.01,-1.0,-1.0,0.764,4.2,5.5,6.6,-1.0,-1.0,5.8,-1.0,-1.0,-1.0,3.2,18.2,-1.0,-1.0
鲁迪-拉鲁索,61-62,湖人,80,-1.0,34.4,0.466,6.5,13.9,-0.01,-1.0,-1.0,0.763,4.3,5.6,10.4,-1.0,-1.0,2.2,-1.0,-1.0,-1.0,3.2,17.2,-1.0,-1.0
唐-奥尔,61-62,活塞,77,-1.0,32.8,0.444,7.2,16.2,-0.01,-1.0,-1.0,0.718,2.6,3.6,3.5,-1.0,-1.0,3.2,-1.0,-1.0,-1.0,2.2,17.0,-1.0,-1.0
李-沙夫,61-62,国民,75,-1.0,27.9,0.436,6.9,15.7,-0.01,-1.0,-1.0,0.771,3.2,4.1,6.8,-1.0,-1.0,1.3,-1.0,-1.0,-1.0,3.5,16.9,-1.0,-1.0
达夫-甘比,61-62,国民,80,-1.0,28.9,0.424,6.0,14.1,-0.01,-1.0,-1.0,0.817,4.8,5.9,7.9,-1.0,-1.0,1.4,-1.0,-1.0,-1.0,3.4,16.7,-1.0,-1.0
里德-科尔,61-62,国民,80,-1.0,34.6,0.443,6.8,15.3,-0.01,-1.0,-1.0,0.735,2.8,3.8,14.7,-1.0,-1.0,3.0,-1.0,-1.0,-1.0,3.4,16.3,-1.0,-1.0
Slick Leonard,61-62,包装工,70,-1.0,35.2,0.375,6.0,16.1,-0.01,-1.0,-1.0,0.752,4.0,5.3,2.8,-1.0,-1.0,5.4,-1.0,-1.0,-1.0,2.7,16.1,-1.0,-1.0
约翰-格林,61-62,尼克斯,80,-1.0,34.9,0.436,6.3,14.6,-0.01,-1.0,-1.0,0.601,3.3,5.4,13.3,-1.0,-1.0,2.4,-1.0,-1.0,-1.0,3.3,15.9,-1.0,-1.0
Bucky Bockhorn,61-62,皇家,80,-1.0,38.3,0.43,6.6,15.4,-0.01,-1.0,-1.0,0.789,2.5,3.1,4.7,-1.0,-1.0,4.6,-1.0,-1.0,-1.0,3.5,15.8,-1.0,-1.0
鲍勃-库西,61-62,凯尔特,75,-1.0,28.2,0.391,6.2,15.7,-0.01,-1.0,-1.0,0.754,3.3,4.4,3.5,-1.0,-1.0,7.8,-1.0,-1.0,-1.0,1.8,15.7,-1.0,-1.0
弗兰克-拉姆西,61-62,凯尔特,79,-1.0,24.2,0.428,5.5,12.9,-0.01,-1.0,-1.0,0.825,4.2,5.1,4.9,-1.0,-1.0,1.4,-1.0,-1.0,-1.0,3.1,15.3,-1.0,-1.0
弗兰克-塞尔维,61-62,湖人,79,-1.0,35.5,0.42,5.5,13.1,-0.01,-1.0,-1.0,0.738,3.8,5.1,5.2,-1.0,-1.0,4.8,-1.0,-1.0,-1.0,2.9,14.7,-1.0,-1.0
