球员,赛季,球队,出场,首发,时间,投篮,命中,出手,三分,三分命中,三分出手,罚球,罚球命中,罚球出手,篮板,前场,后场,助攻,抢断,盖帽,失误,犯规,得分,胜,负
迈克尔-乔丹,90-91,公牛,82,82,37.0,0.539,12.1,22.4,0.312,0.4,1.1,0.851,7.0,8.2,6.0,1.4,4.6,5.5,2.7,1.0,2.5,2.8,31.5,61,21
卡尔-马龙,90-91,爵士,82,82,40.3,0.527,10.3,19.6,0.286,0.0,0.2,0.77,8.3,10.8,11.8,2.9,8.9,3.3,1.1,1.0,3.0,3.3,29.0,54,28
伯纳德-金,90-91,子弹,64,64,37.5,0.472,11.1,23.6,0.216,0.1,0.6,0.79,6.0,7.6,5.0,1.8,3.2,4.6,0.9,0.3,4.0,2.9,28.4,25,39
查尔斯-巴克利,90-91,76人,67,67,37.3,0.57,9.9,17.4,0.284,0.7,2.3,0.722,7.1,9.8,10.1,3.9,6.3,4.2,1.6,0.5,3.1,2.6,27.6,39,28
帕特里克-尤因,90-91,尼克斯,81,81,38.3,0.514,10.4,20.3,0.0,0.0,0.1,0.745,5.7,7.7,11.2,2.4,8.8,3.0,1.0,3.2,3.6,3.5,26.6,38,43
迈克尔-亚当斯,90-91,掘金,66,66,35.5,0.394,8.5,21.5,0.296,2.5,8.5,0.879,7.0,8.0,3.9,0.9,3.0,10.5,2.2,0.1,3.6,2.5,26.5,19,47
多米尼克-威尔金斯,90-91,老鹰,81,81,38.0,0.47,9.5,20.2,0.341,1.0,3.1,0.829,5.9,7.1,9.0,3.2,5.8,3.3,1.5,0.8,2.5,1.9,25.9,43,38
克里斯-穆林,90-91,勇士,82,82,40.4,0.536,9.5,17.7,0.301,0.5,1.6,0.884,6.3,7.1,5.4,1.7,3.7,4.0,2.1,0.8,3.0,2.1,25.7,44,38
大卫-罗宾逊,90-91,马刺,82,81,37.7,0.552,9.2,16.7,0.143,0.0,0.1,0.762,7.2,9.5,13.0,4.1,8.9,2.5,1.5,3.9,3.3,3.2,25.6,55,27
奥兰多-乌尔里奇,90-91,掘金,53,50,34.4,0.498,9.2,18.5,0.0,0.0,0.1,0.797,6.6,8.3,6.8,2.7,4.2,2.2,1.3,0.4,2.9,2.7,25.1,9,44
