球员,赛季,球队,出场,首发,时间,投篮,命中,出手,三分,三分命中,三分出手,罚球,罚球命中,罚球出手,篮板,前场,后场,助攻,抢断,盖帽,失误,犯规,得分,胜,负
卡里姆-贾巴尔,71-72,雄鹿,81,-1.0,44.2,0.574,14.3,24.9,-0.01,-1.0,-1.0,0.689,6.2,9.0,16.6,-1.0,-1.0,4.6,-1.0,-1.0,-1.0,2.9,34.8,-1.0,-1.0
查理-斯科特,71-72,-1,79,-1.0,41.0,0.448,13.1,29.2,0.264,0.4,1.4,0.803,6.9,8.5,5.0,2.2,2.8,4.7,-1.0,-1.0,4.3,3.5,33.4,-1.0,-1.0
里克-巴里,71-72,老篮网,80,-1.0,45.2,0.458,11.3,24.6,0.308,0.9,3.0,0.878,8.0,9.1,7.5,1.9,5.6,4.1,-1.0,-1.0,3.3,3.3,31.5,-1.0,-1.0
丹-伊塞尔,71-72,上校,83,-1.0,43.0,0.486,11.7,24.1,0.273,0.0,0.1,0.785,7.1,9.1,11.2,4.3,7.0,2.3,-1.0,-1.0,2.9,2.9,30.6,-1.0,-1.0
约翰-布里斯科尔,71-72,秃鹰,49,-1.0,42.1,0.458,11.5,25.1,0.314,0.9,2.8,0.867,5.1,5.8,9.1,3.1,6.0,4.1,-1.0,-1.0,4.3,3.2,28.9,-1.0,-1.0
奈特-阿奇博尔德,71-72,皇家,76,-1.0,43.1,0.486,9.7,19.9,-0.01,-1.0,-1.0,0.822,8.9,10.8,2.9,-1.0,-1.0,9.2,-1.0,-1.0,-1.0,2.6,28.2,-1.0,-1.0
约翰-哈福利切克,71-72,凯尔特,82,-1.0,45.1,0.458,10.9,23.9,-0.01,-1.0,-1.0,0.834,5.6,6.7,8.2,-1.0,-1.0,7.5,-1.0,-1.0,-1.0,2.2,27.5,-1.0,-1.0
拉尔斐-辛普森,71-72,火箭,84,-1.0,35.8,0.46,11.0,23.8,0.136,0.0,0.3,0.805,5.4,6.8,4.7,2.0,2.7,3.1,-1.0,-1.0,3.2,2.9,27.4,-1.0,-1.0
朱利叶斯-欧文,71-72,大地主,84,-1.0,41.8,0.498,10.8,21.7,0.188,0.0,0.2,0.745,5.6,7.5,15.7,5.7,10.0,4.0,-1.0,-1.0,4.1,3.1,27.3,-1.0,-1.0
乔治-汤普森,71-72,秃鹰,70,-1.0,41.5,0.481,9.9,20.7,0.311,0.6,1.9,0.779,6.5,8.3,5.0,2.2,2.8,3.7,-1.0,-1.0,3.1,2.9,27.0,-1.0,-1.0
斯宾瑟-海伍德,71-72,超音速,73,-1.0,43.4,0.461,9.8,21.3,-0.01,-1.0,-1.0,0.819,6.6,8.0,12.7,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,2.8,26.2,-1.0,-1.0
盖尔-古德里奇,71-72,湖人,82,-1.0,37.1,0.487,10.1,20.7,-0.01,-1.0,-1.0,0.85,5.8,6.8,3.6,-1.0,-1.0,4.5,-1.0,-1.0,-1.0,2.6,25.9,-1.0,-1.0
鲍伯-乐福,71-72,公牛,79,-1.0,39.3,0.442,10.4,23.5,-0.01,-1.0,-1.0,0.784,5.1,6.4,6.6,-1.0,-1.0,1.6,-1.0,-1.0,-1.0,3.0,25.8,-1.0,-1.0
杰里-韦斯特,71-72,湖人,77,-1.0,38.6,0.477,9.5,20.0,-0.01,-1.0,-1.0,0.814,6.7,8.2,4.2,-1.0,-1.0,9.7,-1.0,-1.0,-1.0,2.7,25.8,-1.0,-1.0
鲍伯-兰尼尔,71-72,活塞,80,-1.0,38.7,0.493,10.4,21.1,-0.01,-1.0,-1.0,0.768,4.9,6.3,14.2,-1.0,-1.0,3.1,-1.0,-1.0,-1.0,3.7,25.7,-1.0,-1.0
阿尔奇-克拉克,71-72,-1,77,-1.0,42.7,0.47,9.2,19.7,-0.01,-1.0,-1.0,0.771,6.7,8.7,3.5,-1.0,-1.0,8.0,-1.0,-1.0,-1.0,2.5,25.2,-1.0,-1.0
埃尔文-海耶斯,71-72,火箭,82,-1.0,42.2,0.434,10.1,23.4,-0.01,-1.0,-1.0,0.649,4.9,7.5,14.6,-1.0,-1.0,3.3,-1.0,-1.0,-1.0,2.8,25.2,-1.0,-1.0
卢-哈德森,71-72,老鹰,77,-1.0,39.5,0.503,10.1,20.0,-0.01,-1.0,-1.0,0.812,4.5,5.6,5.0,-1.0,-1.0,4.0,-1.0,-1.0,-1.0,2.9,24.7,-1.0,-1.0
西德尼-威克斯,71-72,开拓者,82,-1.0,39.6,0.427,9.6,22.4,-0.01,-1.0,-1.0,0.71,5.4,7.6,11.5,-1.0,-1.0,4.3,-1.0,-1.0,-1.0,2.3,24.5,-1.0,-1.0
唐尼-弗里曼,71-72,丛林,72,-1.0,33.0,0.47,8.7,18.6,0.4,0.0,0.1,0.825,6.6,8.0,2.9,1.4,1.5,3.4,-1.0,-1.0,2.4,2.5,24.1,-1.0,-1.0
阿尔提斯-吉尔莫尔,71-72,上校,84,-1.0,43.6,0.598,9.6,16.0,-0.01,0.0,0.0,0.646,4.7,7.2,17.8,5.0,12.7,2.7,-1.0,5.0,4.0,3.3,23.8,-1.0,-1.0
吉姆-麦克丹尼尔斯,71-72,-1,70,-1.0,34.4,0.508,10.1,20.0,-0.01,0.0,0.0,0.716,3.5,4.9,12.8,3.6,9.2,1.5,-1.0,-1.0,2.4,4.0,23.8,-1.0,-1.0
泽尔莫-贝蒂,71-72,星光,84,-1.0,37.3,0.539,8.7,16.1,0.0,0.0,0.1,0.829,6.2,7.5,13.2,4.2,9.0,1.5,-1.0,-1.0,2.7,3.8,23.6,-1.0,-1.0
比利-康宁汉姆,71-72,76人,75,-1.0,38.7,0.461,8.8,19.0,-0.01,-1.0,-1.0,0.712,5.7,8.0,12.2,-1.0,-1.0,5.9,-1.0,-1.0,-1.0,3.9,23.3,-1.0,-1.0
