球员,赛季,球队,出场,首发,时间,投篮,命中,出手,三分,三分命中,三分出手,罚球,罚球命中,罚球出手,篮板,前场,后场,助攻,抢断,盖帽,失误,犯规,得分,胜,负
凯文-杜兰特,13-14,雷霆,81,81,38.5,0.503,10.5,20.8,0.391,2.4,6.1,0.873,8.7,9.9,7.4,0.7,6.7,5.5,1.3,0.7,3.5,2.1,32.0,58,23
卡梅罗-安东尼,13-14,尼克斯,77,77,38.7,0.452,9.6,21.3,0.402,2.2,5.4,0.848,6.0,7.0,8.1,1.9,6.2,3.1,1.2,0.7,2.6,2.9,27.4,35,42
勒布朗-詹姆斯,13-14,热火,77,77,37.7,0.567,10.0,17.6,0.379,1.5,4.0,0.75,5.7,7.6,6.9,1.1,5.9,6.3,1.6,0.3,3.5,1.6,27.1,52,25
凯文-乐福,13-14,森林狼,77,77,36.3,0.457,8.4,18.5,0.376,2.5,6.6,0.821,6.8,8.2,12.5,2.9,9.6,4.4,0.8,0.5,2.5,1.8,26.1,39,38
詹姆斯-哈登,13-14,火箭,73,73,38.1,0.456,7.5,16.5,0.366,2.4,6.6,0.866,7.9,9.1,4.7,0.8,3.9,6.1,1.6,0.4,3.6,2.4,25.4,48,25
布雷克-格里芬,13-14,快船,80,80,35.8,0.528,9.0,17.0,0.273,0.2,0.6,0.715,6.0,8.4,9.5,2.4,7.1,3.9,1.2,0.6,2.8,3.3,24.1,56,24
斯蒂芬-库里,13-14,勇士,78,78,36.4,0.471,8.4,17.7,0.424,3.3,7.9,0.885,3.9,4.5,4.3,0.6,3.7,8.5,1.6,0.2,3.8,2.5,24.0,50,28
拉玛库斯-阿尔德里奇,13-14,开拓者,69,69,36.2,0.458,9.4,20.6,0.2,0.0,0.2,0.822,4.3,5.2,11.1,2.4,8.7,2.6,0.9,1.0,1.8,2.1,23.2,46,23
德马库斯-考辛斯,13-14,国王,71,71,32.3,0.496,8.3,16.8,0.0,0.0,0.1,0.726,6.1,8.4,11.7,3.1,8.6,2.9,1.5,1.3,3.5,3.8,22.7,28,43
德玛尔-德罗赞,13-14,猛龙,79,79,38.2,0.429,7.6,17.8,0.305,0.8,2.7,0.824,6.6,8.0,4.3,0.6,3.7,4.0,1.1,0.4,2.2,2.5,22.7,45,34
艾尔-杰弗森,13-14,黄蜂,73,73,35.1,0.509,9.6,18.8,0.2,0.0,0.2,0.69,2.6,3.8,10.8,2.1,8.7,2.1,0.9,1.1,1.7,2.4,21.8,38,35
拉塞尔-威斯布鲁克,13-14,雷霆,46,46,30.6,0.437,7.5,17.2,0.318,1.5,4.7,0.826,5.3,6.4,5.7,1.2,4.5,6.9,1.9,0.2,3.8,2.3,21.8,34,12
保罗-乔治,13-14,步行者,80,80,36.3,0.424,7.2,17.0,0.364,2.3,6.3,0.864,5.0,5.8,6.8,0.8,6.0,3.5,1.9,0.3,2.8,2.5,21.7,54,26
德克-诺维茨基,13-14,独行侠,80,80,32.8,0.497,7.9,15.9,0.398,1.6,4.1,0.899,4.2,4.7,6.2,0.5,5.7,2.7,0.9,0.6,1.5,2.1,21.7,48,32
凯里-欧文,13-14,骑士,71,71,35.2,0.43,7.5,17.4,0.358,1.7,4.8,0.861,4.1,4.8,3.6,0.7,2.9,6.1,1.5,0.3,2.7,2.3,20.8,28,43
安东尼-戴维斯,13-14,鹈鹕,67,66,35.2,0.519,7.8,15.0,0.222,0.0,0.1,0.791,5.2,6.6,10.0,3.1,7.0,1.6,1.3,2.8,1.6,3.0,20.8,29,38
布鲁克-洛佩斯,13-14,篮网,17,17,31.4,0.563,7.6,13.5,0.0,0.0,0.1,0.817,5.5,6.8,6.0,2.3,3.7,0.9,0.5,1.8,1.6,3.1,20.7,7,10
