球员,赛季,球队,出场,首发,时间,投篮,命中,出手,三分,三分命中,三分出手,罚球,罚球命中,罚球出手,篮板,前场,后场,助攻,抢断,盖帽,失误,犯规,得分,胜,负
大卫-罗宾逊,93-94,马刺,80,80,40.5,0.507,10.5,20.7,0.345,0.1,0.4,0.749,8.7,11.6,10.7,3.0,7.7,4.8,1.7,3.3,3.2,2.9,29.8,54,26
沙奎尔-奥尼尔,93-94,魔术,81,81,39.8,0.599,11.8,19.6,0.0,0.0,0.0,0.554,5.8,10.5,13.2,4.7,8.5,2.4,0.9,2.9,2.7,3.5,29.3,49,32
哈基姆-奥拉朱旺,93-94,火箭,80,80,41.0,0.528,11.2,21.2,0.421,0.1,0.2,0.716,4.9,6.8,11.9,2.9,9.1,3.6,1.6,3.7,3.4,3.6,27.3,57,23
多米尼克-威尔金斯,93-94,-1,74,74,35.6,0.44,9.4,21.5,0.288,1.1,4.0,0.847,6.0,7.1,6.5,2.5,4.0,2.3,1.2,0.4,2.3,1.7,26.0,42,32
卡尔-马龙,93-94,爵士,82,82,40.6,0.497,9.4,18.9,0.25,0.1,0.4,0.694,6.2,9.0,11.5,2.9,8.6,4.0,1.5,1.5,2.9,3.3,25.2,53,29
帕特里克-尤因,93-94,尼克斯,79,79,37.6,0.496,9.4,19.0,0.286,0.1,0.2,0.765,5.6,7.4,11.2,2.8,8.4,2.3,1.1,2.7,3.3,3.5,24.5,56,23
米奇-里奇蒙德,93-94,国王,78,78,37.1,0.445,8.1,18.3,0.407,1.6,4.0,0.834,5.5,6.6,3.7,0.9,2.8,4.0,1.3,0.2,2.8,2.7,23.4,28,50
斯科蒂-皮蓬,93-94,公牛,72,72,38.3,0.491,8.7,17.8,0.32,0.9,2.7,0.66,3.8,5.7,8.7,2.4,6.3,5.6,2.9,0.8,3.2,3.2,22.0,51,21
查尔斯-巴克利,93-94,太阳,65,65,35.4,0.495,8.0,16.1,0.27,0.7,2.7,0.704,4.9,7.0,11.2,3.0,8.1,4.6,1.6,0.6,3.2,2.5,21.6,48,17
阿朗佐-莫宁,93-94,黄蜂,60,59,33.6,0.505,7.1,14.1,0.0,0.0,0.0,0.762,7.2,9.5,10.2,3.0,7.2,1.4,0.5,3.1,3.3,3.5,21.5,35,25
格伦-莱斯,93-94,热火,81,81,37.0,0.467,8.2,17.5,0.382,1.6,4.3,0.88,3.1,3.5,5.4,0.9,4.4,2.3,1.4,0.4,1.6,2.3,21.1,42,39
拉特里尔-斯普雷威尔,93-94,勇士,82,82,43.1,0.433,7.5,17.3,0.361,1.7,4.8,0.774,4.3,5.6,4.9,1.0,3.9,4.7,2.2,0.9,2.8,1.9,21.0,50,32
丹尼-曼宁,93-94,-1,68,66,37.1,0.488,8.6,17.7,0.176,0.0,0.3,0.669,3.4,5.0,6.8,1.9,4.9,3.8,1.5,1.2,3.4,3.8,20.6,31,37
乔-杜马斯,93-94,活塞,69,69,37.6,0.452,7.3,16.2,0.388,1.8,4.6,0.836,4.0,4.8,2.2,0.5,1.7,3.8,0.9,0.1,2.3,1.7,20.4,19,50
德里克-科尔曼,93-94,篮网,77,77,36.1,0.447,7.0,15.7,0.314,0.5,1.6,0.774,5.7,7.4,11.3,3.4,7.9,3.4,0.9,1.8,2.7,2.7,20.2,41,36
罗恩-哈珀,93-94,快船,75,75,38.1,0.426,7.6,17.8,0.301,0.9,3.1,0.715,4.0,5.6,6.1,1.7,4.4,4.6,1.9,0.7,3.2,2.2,20.1,26,49
克里弗德-罗宾逊,93-94,开拓者,82,64,34.8,0.457,7.8,17.1,0.245,0.2,0.6,0.765,4.3,5.6,6.7,2.0,4.7,1.9,1.4,1.4,2.1,3.2,20.1,47,35
凯文-约翰逊,93-94,太阳,67,67,36.6,0.487,7.1,14.6,0.222,0.1,0.4,0.819,5.7,6.9,2.5,0.8,1.7,9.5,1.9,0.1,3.5,1.9,20.0,49,18
雷吉-米勒,93-94,步行者,79,79,33.4,0.503,6.6,13.2,0.421,1.6,3.7,0.908,5.1,5.6,2.7,0.4,2.3,3.1,1.5,0.3,2.2,2.4,19.9,45,34
吉姆-杰克逊,93-94,独行侠,82,82,37.4,0.445,7.8,17.5,0.283,0.2,0.7,0.821,3.5,4.2,4.7,2.1,2.7,4.6,1.1,0.3,4.1,2.0,19.2,13,69
克莱德-德雷克斯勒,93-94,开拓者,68,68,34.3,0.428,7.0,16.3,0.324,1.0,3.2,0.777,4.2,5.4,6.5,2.3,4.3,4.9,1.4,0.5,2.5,3.0,19.2,39,29
贾马尔-马什本,93-94,独行侠,79,73,36.7,0.406,7.1,17.5,0.284,1.1,3.8,0.699,3.9,5.5,4.5,1.4,3.1,3.4,1.1,0.2,3.1,2.6,19.2,13,66
凯文-威利斯,93-94,老鹰,80,80,35.8,0.499,7.8,15.7,0.375,0.1,0.3,0.713,3.4,4.7,12.0,4.2,7.9,1.9,1.0,0.5,2.4,3.1,19.1,55,25
塞德里克-塞巴洛斯,93-94,太阳,53,43,30.2,0.535,8.0,15.0,0.0,0.0,0.2,0.724,3.0,4.2,6.5,2.9,3.6,1.7,1.1,0.4,1.8,2.3,19.1,33,20
约翰-斯塔克斯,93-94,尼克斯,59,54,34.9,0.42,6.9,16.6,0.335,1.9,5.7,0.754,3.2,4.2,3.1,0.6,2.5,5.9,1.6,0.1,3.1,3.2,19.0,40,19
肯尼-安德森,93-94,篮网,82,82,38.2,0.417,7.0,16.8,0.303,0.5,1.6,0.818,4.2,5.2,3.9,1.1,2.8,9.6,1.9,0.2,3.2,2.5,18.8,45,37
克莱伦斯-威瑟斯庞,93-94,76人,82,82,38.4,0.483,7.3,15.2,0.235,0.0,0.2,0.693,3.6,5.2,10.1,3.1,7.0,2.3,1.2,1.4,2.4,1.9,18.4,25,57
雷克斯-查普曼,93-94,子弹,60,59,33.8,0.498,7.2,14.4,0.388,1.1,2.8,0.816,2.8,3.4,2.4,1.0,1.5,3.1,1.0,0.1,2.0,1.4,18.2,18,42
唐-麦克伦,93-94,子弹,75,69,33.2,0.502,6.9,13.7,0.143,0.0,0.3,0.824,4.4,5.3,6.2,1.9,4.4,2.1,0.6,0.3,2.0,2.3,18.2,23,52
肖恩-坎普,93-94,超音速,79,73,32.9,0.538,6.7,12.5,0.25,0.0,0.1,0.741,4.6,6.2,10.8,3.9,6.8,2.6,1.8,2.1,3.3,3.9,18.1,60,19
马翰默德-劳夫,93-94,掘金,80,78,32.7,0.46,7.4,16.0,0.316,0.5,1.7,0.956,2.7,2.9,2.1,0.3,1.8,4.5,1.0,0.1,1.9,1.9,18.0,40,40
克里斯-韦伯,93-94,勇士,76,76,32.1,0.552,7.5,13.6,0.0,0.0,0.2,0.532,2.5,4.7,9.1,4.0,5.1,3.6,1.2,2.2,2.7,3.3,17.5,47,29
马克-普莱斯,93-94,骑士,76,73,31.4,0.478,6.3,13.2,0.397,1.6,3.9,0.888,3.1,3.5,3.0,0.5,2.5,7.8,1.4,0.1,2.5,1.2,17.3,46,30
特里-米尔斯,93-94,活塞,80,74,34.7,0.511,7.4,14.4,0.329,0.3,0.9,0.797,2.3,2.8,8.4,2.4,6.0,2.2,0.8,0.8,1.9,3.9,17.3,20,60
史蒂夫-史密斯,93-94,热火,78,77,35.6,0.456,6.3,13.8,0.347,1.2,3.4,0.835,3.5,4.2,4.5,2.0,2.5,5.1,1.1,0.4,2.6,2.8,17.3,40,38
罗德-斯特里克兰,93-94,开拓者,82,58,35.2,0.483,6.4,13.3,0.2,0.0,0.1,0.749,4.3,5.7,4.5,1.5,3.0,9.0,1.8,0.3,3.1,2.1,17.2,47,35
汤姆-古格里奥塔,93-94,子弹,78,78,35.8,0.466,6.9,14.9,0.27,0.5,1.9,0.685,2.7,4.0,9.3,2.4,6.9,3.5,2.2,0.7,3.2,2.2,17.1,22,56
布拉德-多赫迪,93-94,骑士,50,50,36.8,0.488,5.9,12.1,-0.01,0.0,0.0,0.785,5.1,6.5,10.2,2.6,7.6,3.0,0.8,0.7,2.2,2.9,17.0,27,23
克里斯-穆林,93-94,勇士,62,39,37.5,0.472,6.6,14.0,0.364,0.9,2.4,0.753,2.7,3.5,5.6,1.0,4.5,5.1,1.7,0.9,2.9,1.8,16.8,39,23
克里斯汀-莱特纳,93-94,森林狼,70,67,34.7,0.448,5.7,12.6,0.24,0.1,0.4,0.783,5.4,6.8,8.6,2.3,6.3,4.4,1.2,1.2,3.7,3.8,16.8,16,54
瓦伊曼-提斯代尔,93-94,国王,79,77,32.4,0.501,7.0,13.9,-0.01,0.0,0.0,0.808,2.7,3.4,7.1,2.0,5.1,1.8,0.5,0.7,1.6,3.7,16.7,27,52
伊塞亚-莱德尔,93-94,森林狼,79,60,30.6,0.468,6.6,14.1,0.36,0.7,1.9,0.811,2.7,3.4,4.0,1.5,2.5,2.6,0.7,0.4,2.8,2.5,16.6,20,59
丹-马尔利,93-94,太阳,80,76,40.1,0.418,6.0,14.2,0.382,2.4,6.3,0.739,2.2,3.0,4.4,1.5,2.9,3.4,1.6,0.5,1.7,1.9,16.5,55,25
加里-佩顿,93-94,超音速,82,82,35.1,0.504,7.1,14.1,0.278,0.2,0.7,0.595,2.0,3.4,3.3,1.3,2.0,6.0,2.3,0.2,2.1,2.8,16.5,63,19
杰夫-马龙,93-94,-1,77,73,33.2,0.486,6.8,14.0,0.583,0.1,0.2,0.83,2.7,3.2,2.6,0.7,1.9,1.6,0.5,0.1,1.1,1.6,16.4,40,37
拉里-约翰逊,93-94,黄蜂,51,51,34.5,0.515,6.8,13.2,0.238,0.1,0.4,0.695,2.7,3.9,8.8,2.8,6.0,3.6,0.6,0.3,2.3,2.6,16.4,32,19
戴尔-库里,93-94,黄蜂,82,0,26.5,0.455,6.5,14.3,0.402,1.9,4.6,0.873,1.4,1.6,3.2,0.9,2.3,2.7,1.2,0.3,1.5,2.0,16.3,41,41
安芬尼-哈达威,93-94,魔术,82,82,36.8,0.466,6.2,13.3,0.267,0.6,2.3,0.742,3.0,4.0,5.4,2.3,3.0,6.6,2.3,0.6,3.6,2.5,16.0,50,32
杰夫-霍纳塞克,93-94,-1,80,62,35.3,0.47,5.9,12.6,0.337,0.9,2.6,0.878,3.3,3.7,3.5,0.8,2.7,5.2,1.6,0.2,2.1,2.3,15.9,37,43
尼克-安德森,93-94,魔术,81,81,34.7,0.478,6.2,13.0,0.322,1.2,3.9,0.672,2.1,3.1,5.9,1.4,4.5,3.6,1.7,0.4,2.0,1.8,15.8,49,32
里克-施密茨,93-94,步行者,78,75,27.1,0.534,6.3,11.8,0.0,0.0,0.0,0.793,3.1,3.8,6.2,1.7,4.5,2.0,0.6,1.1,1.9,3.6,15.7,44,34
迪-布朗,93-94,凯尔特,77,76,37.2,0.48,6.4,13.3,0.313,0.4,1.2,0.831,2.4,2.8,3.9,0.8,3.1,4.5,2.0,0.6,1.6,2.7,15.5,29,48
拉方索-艾利斯,93-94,掘金,79,79,34.2,0.502,6.1,12.2,0.304,0.1,0.3,0.674,3.1,4.5,8.6,2.8,5.8,2.1,0.8,1.0,2.2,3.8,15.4,40,39
埃里克-默多克,93-94,雄鹿,82,76,30.9,0.468,5.8,12.4,0.411,0.8,2.0,0.813,2.9,3.5,3.2,1.1,2.1,6.7,2.4,0.1,2.5,2.3,15.3,20,62
达勒-艾利斯,93-94,马刺,77,75,33.6,0.494,6.2,12.6,0.395,1.7,4.3,0.776,1.1,1.4,3.3,0.9,2.4,1.0,0.9,0.1,1.0,1.8,15.2,53,24
罗尼-塞卡利,93-94,热火,72,60,33.5,0.488,5.4,11.2,0.0,0.0,0.0,0.72,4.2,5.9,10.3,3.4,6.9,1.9,0.8,1.4,2.7,3.9,15.1,39,33
迪诺-拉迪亚,93-94,凯尔特,80,47,28.8,0.521,6.1,11.8,0.0,0.0,0.0,0.751,2.8,3.8,7.2,2.4,4.8,1.4,0.9,0.8,1.9,3.5,15.1,31,49
霍雷斯-格兰特,93-94,公牛,70,69,36.7,0.524,6.6,12.5,0.0,0.0,0.1,0.596,2.0,3.3,11.0,4.4,6.6,3.4,1.1,1.2,1.6,2.3,15.1,48,22
约翰-斯托克顿,93-94,爵士,82,82,36.2,0.528,5.6,10.6,0.322,0.6,1.8,0.805,3.3,4.1,3.1,0.9,2.3,12.6,2.4,0.3,3.2,2.9,15.1,53,29
莱昂内尔-西蒙斯,93-94,国王,75,74,36.0,0.438,5.8,13.3,0.353,0.1,0.2,0.777,3.3,4.3,7.5,2.2,5.3,4.1,1.4,0.7,2.4,2.5,15.1,26,49
比利-欧文斯,93-94,勇士,79,72,34.7,0.507,6.2,12.3,0.2,0.0,0.2,0.61,2.5,4.1,8.1,2.9,5.2,4.1,1.1,0.8,2.7,3.4,15.0,49,30
德特雷夫-施拉姆夫,93-94,超音速,81,80,33.7,0.493,5.5,11.1,0.324,0.3,0.8,0.769,3.7,4.8,5.6,1.8,3.8,3.4,0.9,0.1,2.1,3.4,15.0,62,19
BJ 阿姆斯特朗,93-94,公牛,82,82,33.8,0.476,5.8,12.3,0.444,0.7,1.6,0.855,2.4,2.8,2.1,0.3,1.7,3.9,1.0,0.1,1.6,1.8,14.8,55,27
