球员,赛季,球队,出场,首发,时间,投篮,命中,出手,三分,三分命中,三分出手,罚球,罚球命中,罚球出手,篮板,前场,后场,助攻,抢断,盖帽,失误,犯规,得分,胜,负
奥斯卡-罗波特森,67-68,皇家,65,-1.0,42.5,0.5,10.2,20.3,-0.01,-1.0,-1.0,0.873,8.9,10.2,6.0,-1.0,-1.0,9.7,-1.0,-1.0,-1.0,3.1,29.2,-1.0,-1.0
戴夫-宾,67-68,活塞,79,-1.0,40.6,0.441,10.6,24.0,-0.01,-1.0,-1.0,0.707,6.0,8.5,4.7,-1.0,-1.0,6.4,-1.0,-1.0,-1.0,3.2,27.1,-1.0,-1.0
康尼尔-霍金斯,67-68,风笛手,70,-1.0,44.9,0.519,9.1,17.5,0.222,0.0,0.1,0.764,8.6,11.3,13.5,5.3,8.2,4.6,-1.0,-1.0,2.9,3.5,26.8,-1.0,-1.0
杰里-韦斯特,67-68,湖人,51,-1.0,37.6,0.514,9.3,18.2,-0.01,-1.0,-1.0,0.811,7.7,9.5,5.8,-1.0,-1.0,6.1,-1.0,-1.0,-1.0,3.0,26.3,-1.0,-1.0
埃尔金-贝勒,67-68,湖人,77,-1.0,39.3,0.443,9.8,22.2,-0.01,-1.0,-1.0,0.786,6.3,8.1,12.2,-1.0,-1.0,4.6,-1.0,-1.0,-1.0,3.0,26.0,-1.0,-1.0
威尔特-张伯伦,67-68,76人,82,-1.0,46.8,0.595,10.0,16.8,-0.01,-1.0,-1.0,0.38,4.3,11.4,23.8,-1.0,-1.0,8.6,-1.0,-1.0,-1.0,2.0,24.3,-1.0,-1.0
厄尔-门罗,67-68,子弹,82,-1.0,36.7,0.453,9.0,20.0,-0.01,-1.0,-1.0,0.781,6.2,7.9,5.7,-1.0,-1.0,4.3,-1.0,-1.0,-1.0,3.4,24.3,-1.0,-1.0
Doug Moe,67-68,海盗,78,-1.0,39.9,0.413,8.5,20.6,0.136,0.0,0.3,0.795,7.1,8.9,10.2,3.2,7.0,2.6,-1.0,-1.0,2.6,3.6,24.2,-1.0,-1.0
豪尔-格瑞尔,67-68,76人,82,-1.0,39.8,0.478,9.5,19.8,-0.01,-1.0,-1.0,0.769,5.1,6.7,5.4,-1.0,-1.0,4.5,-1.0,-1.0,-1.0,3.5,24.1,-1.0,-1.0
Mahdi Abdul-Rahman,67-68,超音速,79,-1.0,33.7,0.441,9.3,21.0,-0.01,-1.0,-1.0,0.774,5.4,7.0,4.2,-1.0,-1.0,6.2,-1.0,-1.0,-1.0,3.1,24.0,-1.0,-1.0
