球员,赛季,球队,出场,首发,时间,投篮,命中,出手,三分,三分命中,三分出手,罚球,罚球命中,罚球出手,篮板,前场,后场,助攻,抢断,盖帽,失误,犯规,得分,胜,负
威尔特-张伯伦,62-63,勇士,80,-1.0,47.6,0.528,18.3,34.6,-0.01,-1.0,-1.0,0.593,8.3,13.9,24.3,-1.0,-1.0,3.4,-1.0,-1.0,-1.0,1.7,44.8,-1.0,-1.0
埃尔金-贝勒,62-63,湖人,80,-1.0,42.1,0.453,12.9,28.4,-0.01,-1.0,-1.0,0.837,8.3,9.9,14.3,-1.0,-1.0,4.8,-1.0,-1.0,-1.0,2.8,34.0,-1.0,-1.0
鲍勃-佩蒂特,62-63,老鹰,79,-1.0,39.1,0.446,9.8,22.1,-0.01,-1.0,-1.0,0.774,8.7,11.2,15.1,-1.0,-1.0,3.1,-1.0,-1.0,-1.0,3.6,28.4,-1.0,-1.0
奥斯卡-罗波特森,62-63,皇家,80,-1.0,44.0,0.518,10.3,19.9,-0.01,-1.0,-1.0,0.81,7.7,9.5,10.4,-1.0,-1.0,9.5,-1.0,-1.0,-1.0,3.7,28.3,-1.0,-1.0
沃尔特-贝拉米,62-63,西风,80,-1.0,41.3,0.527,10.5,19.9,-0.01,-1.0,-1.0,0.674,6.9,10.3,16.4,-1.0,-1.0,2.9,-1.0,-1.0,-1.0,3.5,27.9,-1.0,-1.0
杰里-韦斯特,62-63,湖人,55,-1.0,39.3,0.461,10.2,22.1,-0.01,-1.0,-1.0,0.778,6.7,8.7,7.0,-1.0,-1.0,5.6,-1.0,-1.0,-1.0,2.7,27.1,-1.0,-1.0
特里·狄辛格,62-63,西风,57,-1.0,40.2,0.512,9.2,18.0,-0.01,-1.0,-1.0,0.77,7.1,9.2,8.0,-1.0,-1.0,3.1,-1.0,-1.0,-1.0,3.3,25.5,-1.0,-1.0
拜利-霍维尔,62-63,活塞,79,-1.0,37.6,0.516,8.1,15.6,-0.01,-1.0,-1.0,0.798,6.6,8.2,11.5,-1.0,-1.0,2.9,-1.0,-1.0,-1.0,3.8,22.7,-1.0,-1.0
里切尔-盖兰,62-63,尼克斯,79,-1.0,34.3,0.432,7.5,17.5,-0.01,-1.0,-1.0,0.848,6.4,7.6,4.2,-1.0,-1.0,4.4,-1.0,-1.0,-1.0,2.9,21.5,-1.0,-1.0
杰克-特威曼,62-63,皇家,80,-1.0,32.8,0.48,8.0,16.7,-0.01,-1.0,-1.0,0.811,3.8,4.7,7.5,-1.0,-1.0,2.7,-1.0,-1.0,-1.0,3.6,19.8,-1.0,-1.0
萨姆-琼斯,62-63,凯尔特,76,-1.0,30.6,0.476,8.2,17.2,-0.01,-1.0,-1.0,0.793,3.4,4.3,5.2,-1.0,-1.0,3.2,-1.0,-1.0,-1.0,2.1,19.7,-1.0,-1.0
豪尔-格瑞尔,62-63,国民,80,-1.0,32.9,0.464,7.5,16.2,-0.01,-1.0,-1.0,0.834,4.5,5.4,5.7,-1.0,-1.0,3.4,-1.0,-1.0,-1.0,3.6,19.5,-1.0,-1.0
唐-奥尔,62-63,活塞,80,-1.0,37.0,0.439,8.0,18.1,-0.01,-1.0,-1.0,0.724,3.4,4.8,3.0,-1.0,-1.0,4.1,-1.0,-1.0,-1.0,2.9,19.3,-1.0,-1.0
汤姆-海恩索恩,62-63,凯尔特,76,-1.0,26.4,0.423,7.2,17.1,-0.01,-1.0,-1.0,0.835,4.5,5.4,7.5,-1.0,-1.0,1.3,-1.0,-1.0,-1.0,3.6,18.9,-1.0,-1.0
李-沙夫,62-63,国民,80,-1.0,29.9,0.429,7.5,17.4,-0.01,-1.0,-1.0,0.784,3.7,4.7,6.6,-1.0,-1.0,1.2,-1.0,-1.0,-1.0,3.1,18.6,-1.0,-1.0
维恩-埃布里,62-63,皇家,76,-1.0,33.0,0.458,7.0,15.3,-0.01,-1.0,-1.0,0.667,4.5,6.8,12.3,-1.0,-1.0,2.3,-1.0,-1.0,-1.0,3.8,18.6,-1.0,-1.0
约翰-格林,62-63,尼克斯,80,-1.0,31.9,0.462,7.3,15.8,-0.01,-1.0,-1.0,0.638,3.5,5.5,12.1,-1.0,-1.0,1.9,-1.0,-1.0,-1.0,3.0,18.1,-1.0,-1.0
迪克-巴奈特,62-63,湖人,80,-1.0,31.8,0.471,6.8,14.5,-0.01,-1.0,-1.0,0.815,4.3,5.3,3.0,-1.0,-1.0,2.8,-1.0,-1.0,-1.0,2.4,18.0,-1.0,-1.0
比尔-拉塞尔,62-63,凯尔特,78,-1.0,44.9,0.432,6.6,15.2,-0.01,-1.0,-1.0,0.555,3.7,6.6,23.6,-1.0,-1.0,4.5,-1.0,-1.0,-1.0,2.4,16.8,-1.0,-1.0
雷-斯科特,62-63,活塞,76,-1.0,33.4,0.414,6.1,14.6,-0.01,-1.0,-1.0,0.674,4.1,6.0,10.2,-1.0,-1.0,2.5,-1.0,-1.0,-1.0,3.5,16.2,-1.0,-1.0
汤姆-梅切里,62-63,勇士,64,-1.0,35.1,0.425,6.2,14.6,-0.01,-1.0,-1.0,0.728,3.6,4.9,9.8,-1.0,-1.0,1.6,-1.0,-1.0,-1.0,3.9,16.0,-1.0,-1.0
里德-科尔,62-63,国民,80,-1.0,32.0,0.474,6.3,13.4,-0.01,-1.0,-1.0,0.753,3.0,4.0,13.0,-1.0,-1.0,2.7,-1.0,-1.0,-1.0,2.6,15.7,-1.0,-1.0
克里夫-哈根,62-63,老鹰,79,-1.0,21.7,0.465,6.2,13.4,-0.01,-1.0,-1.0,0.8,3.1,3.9,4.3,-1.0,-1.0,2.4,-1.0,-1.0,-1.0,2.7,15.5,-1.0,-1.0
鲍伯-布泽尔,62-63,皇家,79,-1.0,31.5,0.444,5.6,12.6,-0.01,-1.0,-1.0,0.714,3.2,4.5,11.1,-1.0,-1.0,1.3,-1.0,-1.0,-1.0,3.8,14.3,-1.0,-1.0
约翰-哈福利切克,62-63,凯尔特,80,-1.0,27.5,0.445,6.0,13.6,-0.01,-1.0,-1.0,0.728,2.2,3.0,6.7,-1.0,-1.0,2.2,-1.0,-1.0,-1.0,2.4,14.3,-1.0,-1.0
盖伊-罗杰斯,62-63,勇士,79,-1.0,41.1,0.387,5.6,14.6,-0.01,-1.0,-1.0,0.727,2.6,3.6,5.0,-1.0,-1.0,10.4,-1.0,-1.0,-1.0,3.7,13.9,-1.0,-1.0
鲍伯-费里,62-63,活塞,79,-1.0,31.4,0.433,5.4,12.5,-0.01,-1.0,-1.0,0.649,2.8,4.3,6.8,-1.0,-1.0,2.2,-1.0,-1.0,-1.0,3.1,13.6,-1.0,-1.0
鲍勃-库西,62-63,凯尔特,76,-1.0,26.0,0.397,5.2,13.0,-0.01,-1.0,-1.0,0.735,2.9,3.9,2.5,-1.0,-1.0,6.8,-1.0,-1.0,-1.0,2.3,13.2,-1.0,-1.0
威利-诺尔斯,62-63,-1,70,-1.0,27.2,0.417,5.3,12.7,-0.01,-1.0,-1.0,0.802,2.4,3.0,7.4,-1.0,-1.0,1.5,-1.0,-1.0,-1.0,2.9,12.9,-1.0,-1.0
戴夫·德布斯切尔,62-63,活塞,80,-1.0,29.4,0.43,5.1,11.8,-0.01,-1.0,-1.0,0.718,2.6,3.6,8.7,-1.0,-1.0,2.6,-1.0,-1.0,-1.0,3.1,12.7,-1.0,-1.0
鲁迪-拉鲁索,62-63,湖人,75,-1.0,33.4,0.422,4.3,10.1,-0.01,-1.0,-1.0,0.718,3.8,5.2,10.0,-1.0,-1.0,2.5,-1.0,-1.0,-1.0,3.4,12.3,-1.0,-1.0
汤姆-古拉,62-63,-1,73,-1.0,36.6,0.459,5.0,10.8,-0.01,-1.0,-1.0,0.776,2.3,3.0,7.1,-1.0,-1.0,4.1,-1.0,-1.0,-1.0,4.0,12.3,-1.0,-1.0
切特-沃克,62-63,国民,78,-1.0,25.5,0.469,4.5,9.6,-0.01,-1.0,-1.0,0.699,3.2,4.6,7.2,-1.0,-1.0,1.1,-1.0,-1.0,-1.0,2.8,12.3,-1.0,-1.0
兰尼-威尔肯斯,62-63,老鹰,75,-1.0,34.3,0.399,4.4,11.1,-0.01,-1.0,-1.0,0.696,3.0,4.3,5.4,-1.0,-1.0,5.1,-1.0,-1.0,-1.0,3.4,11.8,-1.0,-1.0
杰纳-苏,62-63,尼克斯,78,-1.0,29.3,0.396,4.5,11.5,-0.01,-1.0,-1.0,0.689,2.7,3.9,2.4,-1.0,-1.0,3.3,-1.0,-1.0,-1.0,2.2,11.7,-1.0,-1.0
约翰-巴恩希尔,62-63,老鹰,77,-1.0,35.0,0.43,4.7,10.9,-0.01,-1.0,-1.0,0.71,2.4,3.3,4.7,-1.0,-1.0,4.2,-1.0,-1.0,-1.0,2.2,11.7,-1.0,-1.0
西伊-格林,62-63,西风,73,-1.0,36.3,0.411,4.4,10.7,-0.01,-1.0,-1.0,0.683,2.9,4.2,4.6,-1.0,-1.0,5.8,-1.0,-1.0,-1.0,3.8,11.7,-1.0,-1.0
Bucky Bockhorn,62-63,皇家,80,-1.0,32.7,0.393,4.7,11.9,-0.01,-1.0,-1.0,0.756,2.3,3.0,4.0,-1.0,-1.0,3.3,-1.0,-1.0,-1.0,3.3,11.7,-1.0,-1.0
达夫-甘比,62-63,国民,60,-1.0,20.6,0.438,3.9,9.0,-0.01,-1.0,-1.0,0.836,3.3,4.0,4.8,-1.0,-1.0,0.8,-1.0,-1.0,-1.0,3.2,11.2,-1.0,-1.0
拉里-科斯特洛,62-63,国民,78,-1.0,26.5,0.432,3.7,8.5,-0.01,-1.0,-1.0,0.881,3.7,4.2,3.0,-1.0,-1.0,4.3,-1.0,-1.0,-1.0,3.4,11.0,-1.0,-1.0
伍迪-桑德贝里,62-63,-1,77,-1.0,26.4,0.379,4.8,12.5,-0.01,-1.0,-1.0,0.656,1.4,2.1,5.8,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,3.0,10.9,-1.0,-1.0
弗兰克-拉姆西,62-63,凯尔特,77,-1.0,20.0,0.382,3.7,9.6,-0.01,-1.0,-1.0,0.816,3.5,4.3,3.7,-1.0,-1.0,1.2,-1.0,-1.0,-1.0,3.4,10.9,-1.0,-1.0
汤姆-桑德斯,62-63,凯尔特,80,-1.0,26.9,0.456,4.2,9.3,-0.01,-1.0,-1.0,0.738,2.3,3.2,7.2,-1.0,-1.0,1.2,-1.0,-1.0,-1.0,3.3,10.8,-1.0,-1.0
查理-哈德尼特,62-63,西风,78,-1.0,21.2,0.441,3.9,8.8,-0.01,-1.0,-1.0,0.645,2.9,4.5,7.7,-1.0,-1.0,0.9,-1.0,-1.0,-1.0,2.9,10.6,-1.0,-1.0
Al Attles,62-63,勇士,71,-1.0,26.4,0.478,4.2,8.9,-0.01,-1.0,-1.0,0.646,1.9,2.9,2.9,-1.0,-1.0,2.6,-1.0,-1.0,-1.0,3.6,10.4,-1.0,-1.0
弗兰克-塞尔维,62-63,湖人,80,-1.0,29.6,0.424,4.0,9.3,-0.01,-1.0,-1.0,0.714,2.4,3.4,3.6,-1.0,-1.0,3.5,-1.0,-1.0,-1.0,1.9,10.3,-1.0,-1.0
泽尔莫-贝蒂,62-63,老鹰,80,-1.0,24.0,0.439,3.7,8.5,-0.01,-1.0,-1.0,0.717,2.8,3.8,8.3,-1.0,-1.0,1.1,-1.0,-1.0,-1.0,3.9,10.2,-1.0,-1.0
Chico Vaughn,62-63,老鹰,77,-1.0,24.0,0.417,3.8,9.2,-0.01,-1.0,-1.0,0.72,2.4,3.4,3.4,-1.0,-1.0,3.3,-1.0,-1.0,-1.0,2.6,10.1,-1.0,-1.0
拉素尔-巴特勒,62-63,尼克斯,74,-1.0,20.1,0.439,4.0,9.1,-0.01,-1.0,-1.0,0.77,1.9,2.5,2.3,-1.0,-1.0,2.1,-1.0,-1.0,-1.0,2.0,10.0,-1.0,-1.0
多尔夫-谢伊斯,62-63,国民,66,-1.0,21.8,0.388,3.4,8.7,-0.01,-1.0,-1.0,0.879,2.7,3.1,5.7,-1.0,-1.0,2.7,-1.0,-1.0,-1.0,2.7,9.5,-1.0,-1.0
达夫-巴德,62-63,尼克斯,78,-1.0,22.1,0.493,3.8,7.6,-0.01,-1.0,-1.0,0.748,1.9,2.6,5.1,-1.0,-1.0,1.1,-1.0,-1.0,-1.0,2.6,9.5,-1.0,-1.0
汤姆-霍金斯,62-63,皇家,79,-1.0,21.8,0.471,3.8,8.0,-0.01,-1.0,-1.0,0.61,1.9,3.1,6.9,-1.0,-1.0,1.3,-1.0,-1.0,-1.0,2.5,9.4,-1.0,-1.0
威利-琼斯,62-63,活塞,79,-1.0,18.6,0.418,3.9,9.2,-0.01,-1.0,-1.0,0.72,1.5,2.1,2.9,-1.0,-1.0,2.4,-1.0,-1.0,-1.0,2.6,9.2,-1.0,-1.0
杰纳-康利,62-63,尼克斯,70,-1.0,22.1,0.39,3.6,9.3,-0.01,-1.0,-1.0,0.656,1.7,2.7,6.7,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,3.8,9.0,-1.0,-1.0
阿德里安-史密斯,62-63,皇家,79,-1.0,19.3,0.443,3.1,6.9,-0.01,-1.0,-1.0,0.811,2.8,3.5,2.2,-1.0,-1.0,1.8,-1.0,-1.0,-1.0,2.0,8.9,-1.0,-1.0
莱恩-查普尔,62-63,国民,80,-1.0,15.5,0.465,3.5,7.6,-0.01,-1.0,-1.0,0.622,1.9,3.0,5.8,-1.0,-1.0,0.7,-1.0,-1.0,-1.0,2.1,8.9,-1.0,-1.0
杰克-莫兰,62-63,活塞,78,-1.0,19.4,0.436,3.5,8.0,-0.01,-1.0,-1.0,0.678,1.9,2.7,5.8,-1.0,-1.0,1.5,-1.0,-1.0,-1.0,2.9,8.8,-1.0,-1.0
艾尔-比安奇,62-63,国民,61,-1.0,19.0,0.424,3.3,7.8,-0.01,-1.0,-1.0,0.732,2.0,2.7,2.2,-1.0,-1.0,2.8,-1.0,-1.0,-1.0,2.7,8.6,-1.0,-1.0
吉姆-克莱布斯,62-63,湖人,79,-1.0,24.2,0.434,3.4,7.9,-0.01,-1.0,-1.0,0.747,1.5,1.9,6.4,-1.0,-1.0,1.1,-1.0,-1.0,-1.0,3.2,8.3,-1.0,-1.0
保罗-纽曼恩,62-63,国民,80,-1.0,19.8,0.471,3.0,6.3,-0.01,-1.0,-1.0,0.815,2.3,2.8,2.5,-1.0,-1.0,2.8,-1.0,-1.0,-1.0,2.8,8.2,-1.0,-1.0
加里-菲利普斯,62-63,勇士,75,-1.0,24.0,0.398,3.4,8.6,-0.01,-1.0,-1.0,0.638,1.3,2.0,3.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0,2.5,8.1,-1.0,-1.0
约翰-考克斯,62-63,西风,73,-1.0,23.1,0.421,3.3,7.8,-0.01,-1.0,-1.0,0.704,1.3,1.8,3.8,-1.0,-1.0,1.9,-1.0,-1.0,-1.0,2.0,7.8,-1.0,-1.0
Duke Hogue,62-63,尼克斯,50,-1.0,26.8,0.363,3.0,8.4,-0.01,-1.0,-1.0,0.454,1.6,3.5,8.6,-1.0,-1.0,0.8,-1.0,-1.0,-1.0,4.4,7.7,-1.0,-1.0
迈克-法玛尔,62-63,老鹰,80,-1.0,21.6,0.425,3.0,7.0,-0.01,-1.0,-1.0,0.842,1.5,1.7,4.6,-1.0,-1.0,1.8,-1.0,-1.0,-1.0,1.9,7.4,-1.0,-1.0
维恩-海托,62-63,勇士,66,-1.0,21.0,0.35,2.9,8.3,-0.01,-1.0,-1.0,0.669,1.6,2.4,5.4,-1.0,-1.0,0.8,-1.0,-1.0,-1.0,2.7,7.4,-1.0,-1.0
比尔-麦克吉尔,62-63,西风,60,-1.0,9.8,0.513,3.0,5.9,-0.01,-1.0,-1.0,0.672,1.3,2.0,2.7,-1.0,-1.0,0.6,-1.0,-1.0,-1.0,2.0,7.4,-1.0,-1.0
K.C.-琼斯,62-63,凯尔特,79,-1.0,24.6,0.389,2.9,7.5,-0.01,-1.0,-1.0,0.633,1.4,2.2,3.3,-1.0,-1.0,4.0,-1.0,-1.0,-1.0,2.8,7.2,-1.0,-1.0
莱罗伊-艾利斯,62-63,湖人,80,-1.0,20.4,0.419,2.8,6.6,-0.01,-1.0,-1.0,0.658,1.7,2.5,6.5,-1.0,-1.0,0.6,-1.0,-1.0,-1.0,2.4,7.2,-1.0,-1.0
豪威尔-蒙特格梅里,62-63,勇士,20,-1.0,18.2,0.425,3.3,7.7,-0.01,-1.0,-1.0,0.609,0.7,1.2,3.5,-1.0,-1.0,1.1,-1.0,-1.0,-1.0,1.8,7.2,-1.0,-1.0
拉里-斯塔夫曼,62-63,西风,33,-1.0,18.2,0.485,2.8,5.9,-0.01,-1.0,-1.0,0.79,1.5,1.9,4.8,-1.0,-1.0,1.3,-1.0,-1.0,-1.0,2.8,7.2,-1.0,-1.0
Slick Leonard,62-63,西风,32,-1.0,27.5,0.343,2.6,7.7,-0.01,-1.0,-1.0,0.694,1.8,2.7,2.1,-1.0,-1.0,4.5,-1.0,-1.0,-1.0,2.6,7.1,-1.0,-1.0
乔治-李,62-63,勇士,64,-1.0,18.6,0.378,2.3,6.2,-0.01,-1.0,-1.0,0.788,2.4,3.0,3.4,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.8,7.0,-1.0,-1.0
Bevo Nordmann,62-63,-1,53,-1.0,18.9,0.489,2.9,6.0,-0.01,-1.0,-1.0,0.484,1.1,2.3,6.0,-1.0,-1.0,0.9,-1.0,-1.0,-1.0,2.9,7.0,-1.0,-1.0
唐尼-布彻,62-63,尼克斯,68,-1.0,17.5,0.406,2.5,6.2,-0.01,-1.0,-1.0,0.675,1.9,2.9,2.6,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,2.4,7.0,-1.0,-1.0
唐-尼尔森,62-63,西风,62,-1.0,17.3,0.44,2.1,4.7,-0.01,-1.0,-1.0,0.729,2.6,3.6,4.5,-1.0,-1.0,1.2,-1.0,-1.0,-1.0,2.2,6.8,-1.0,-1.0
巴尼-卡鲍,62-63,-1,61,-1.0,19.7,0.455,2.8,6.2,-0.01,-1.0,-1.0,0.646,1.0,1.6,3.9,-1.0,-1.0,1.4,-1.0,-1.0,-1.0,2.2,6.7,-1.0,-1.0
菲尔-乔丹,62-63,老鹰,73,-1.0,19.5,0.4,2.9,7.2,-0.01,-1.0,-1.0,0.554,0.8,1.4,4.4,-1.0,-1.0,1.4,-1.0,-1.0,-1.0,2.4,6.5,-1.0,-1.0
克莱德-拉福莱特,62-63,凯尔特,61,-1.0,9.3,0.428,2.6,6.2,-0.01,-1.0,-1.0,0.745,1.2,1.6,2.9,-1.0,-1.0,1.6,-1.0,-1.0,-1.0,2.2,6.5,-1.0,-1.0
凯文-朗格利,62-63,活塞,57,-1.0,14.8,0.368,2.6,7.0,-0.01,-1.0,-1.0,0.71,1.2,1.8,1.9,-1.0,-1.0,1.8,-1.0,-1.0,-1.0,2.4,6.4,-1.0,-1.0
比尔-布里奇斯,62-63,老鹰,27,-1.0,13.9,0.413,2.4,5.9,-0.01,-1.0,-1.0,0.627,1.2,1.9,5.3,-1.0,-1.0,0.9,-1.0,-1.0,-1.0,2.1,6.1,-1.0,-1.0
迈尔-诺威尔,62-63,西风,39,-1.0,15.1,0.388,2.4,6.1,-0.01,-1.0,-1.0,0.727,1.2,1.7,1.7,-1.0,-1.0,2.2,-1.0,-1.0,-1.0,2.2,5.9,-1.0,-1.0
约翰-伊根,62-63,活塞,46,-1.0,16.3,0.372,2.4,6.4,-0.01,-1.0,-1.0,0.768,1.2,1.5,1.3,-1.0,-1.0,2.5,-1.0,-1.0,-1.0,1.5,5.9,-1.0,-1.0
胡布-里德,62-63,皇家,80,-1.0,16.2,0.466,2.5,5.3,-0.01,-1.0,-1.0,0.755,0.9,1.2,5.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,3.3,5.9,-1.0,-1.0
Kenny Sears,62-63,-1,77,-1.0,14.8,0.53,2.1,3.9,-0.01,-1.0,-1.0,0.78,1.7,2.2,2.7,-1.0,-1.0,1.2,-1.0,-1.0,-1.0,1.7,5.9,-1.0,-1.0
马乌里-金,62-63,西风,37,-1.0,25.8,0.39,2.5,6.5,-0.01,-1.0,-1.0,0.824,0.8,0.9,2.8,-1.0,-1.0,3.8,-1.0,-1.0,-1.0,2.4,5.8,-1.0,-1.0
乔-罗伯茨,62-63,国民,33,-1.0,14.1,0.372,2.2,5.9,-0.01,-1.0,-1.0,0.686,1.1,1.5,4.7,-1.0,-1.0,0.5,-1.0,-1.0,-1.0,2.0,5.5,-1.0,-1.0
