球员,赛季,球队,出场,首发,时间,投篮,命中,出手,三分,三分命中,三分出手,罚球,罚球命中,罚球出手,篮板,前场,后场,助攻,抢断,盖帽,失误,犯规,得分,胜,负
迈克尔-乔丹,95-96,公牛,82,82,37.7,0.495,11.2,22.6,0.427,1.4,3.2,0.834,6.7,8.0,6.6,1.8,4.8,4.3,2.2,0.5,2.4,2.4,30.4,72,10
哈基姆-奥拉朱旺,95-96,火箭,72,72,38.8,0.514,10.7,20.8,0.214,0.0,0.2,0.724,5.5,7.6,10.9,2.4,8.4,3.6,1.6,2.9,3.4,3.4,26.9,47,25
沙奎尔-奥尼尔,95-96,魔术,54,52,36.0,0.573,11.0,19.1,0.5,0.0,0.0,0.487,4.6,9.5,11.0,3.4,7.7,2.9,0.6,2.1,2.9,3.6,26.6,40,14
卡尔-马龙,95-96,爵士,82,82,38.0,0.519,9.6,18.5,0.4,0.2,0.5,0.723,6.2,8.6,9.8,2.1,7.7,4.2,1.7,0.7,2.4,3.0,25.7,55,27
大卫-罗宾逊,95-96,马刺,82,82,36.8,0.516,8.7,16.8,0.333,0.0,0.1,0.761,7.6,10.0,12.2,3.9,8.3,3.0,1.4,3.3,2.3,3.2,25.0,59,23
克里斯-韦伯,95-96,子弹,15,15,37.2,0.543,10.0,18.4,0.441,1.0,2.3,0.594,2.7,4.6,7.6,2.5,5.1,5.0,1.8,0.6,3.3,3.4,23.7,9,6
贾马尔-马什本,95-96,独行侠,18,18,37.2,0.379,8.1,21.3,0.343,1.9,5.7,0.729,5.4,7.4,5.4,2.1,3.3,2.8,0.8,0.2,3.1,2.2,23.4,6,12
查尔斯-巴克利,95-96,太阳,71,71,37.1,0.5,8.2,16.3,0.28,0.7,2.5,0.777,6.2,8.0,11.6,3.4,8.1,3.7,1.6,0.8,3.1,2.9,23.2,38,33
阿朗佐-莫宁,95-96,热火,70,70,38.2,0.523,8.0,15.4,0.3,0.1,0.4,0.685,7.0,10.2,10.4,3.1,7.3,2.3,1.0,2.7,3.7,3.5,23.2,39,31
米奇-里奇蒙德,95-96,国王,81,81,36.4,0.447,7.5,16.9,0.437,2.8,6.4,0.866,5.2,6.1,3.3,0.7,2.7,3.1,1.5,0.2,2.7,2.9,23.1,39,42
帕特里克-尤因,95-96,尼克斯,76,76,36.6,0.466,8.9,19.2,0.143,0.1,0.4,0.761,4.6,6.1,10.6,2.1,8.5,2.1,0.9,2.4,2.9,3.3,22.5,46,30
朱万-霍华德,95-96,子弹,81,81,40.7,0.489,9.0,18.5,0.308,0.0,0.2,0.749,3.9,5.3,8.1,2.3,5.8,4.4,0.8,0.5,3.7,3.3,22.1,38,43
安芬尼-哈达威,95-96,魔术,82,82,36.8,0.513,7.6,14.8,0.314,1.1,3.5,0.767,5.4,7.1,4.3,1.6,2.7,7.1,2.0,0.5,2.8,2.0,21.7,60,22
