球员,赛季,球队,出场,首发,时间,投篮,命中,出手,三分,三分命中,三分出手,罚球,罚球命中,罚球出手,篮板,前场,后场,助攻,抢断,盖帽,失误,犯规,得分,胜,负
皮特-马拉维奇,76-77,爵士,73,-1.0,41.7,0.433,12.1,28.0,-0.01,-1.0,-1.0,0.835,6.9,8.2,5.1,1.2,3.9,5.4,1.2,0.3,-1.0,2.6,31.1,-1.0,-1.0
比利-奈特,76-77,步行者,78,-1.0,40.0,0.493,10.7,21.6,-0.01,-1.0,-1.0,0.816,5.3,6.5,7.5,2.9,4.6,3.3,1.5,0.2,-1.0,2.5,26.6,-1.0,-1.0
卡里姆-贾巴尔,76-77,湖人,82,-1.0,36.8,0.579,10.8,18.7,-0.01,-1.0,-1.0,0.701,4.6,6.5,13.3,3.2,10.0,3.9,1.2,3.2,-1.0,3.2,26.2,-1.0,-1.0
大卫-汤普森,76-77,掘金,82,-1.0,36.6,0.507,10.0,19.8,-0.01,-1.0,-1.0,0.766,5.8,7.6,4.1,1.7,2.4,4.1,1.4,0.6,-1.0,2.9,25.9,-1.0,-1.0
鲍伯-麦克阿杜,76-77,-1,72,-1.0,38.9,0.512,10.3,20.1,-0.01,-1.0,-1.0,0.738,5.3,7.2,12.9,2.8,10.1,2.8,1.1,1.4,-1.0,3.6,25.8,-1.0,-1.0
鲍伯-兰尼尔,76-77,活塞,64,-1.0,38.2,0.534,10.6,19.8,-0.01,-1.0,-1.0,0.818,4.1,5.0,11.6,3.1,8.5,3.3,1.1,2.0,-1.0,2.7,25.3,-1.0,-1.0
约翰-德鲁,76-77,老鹰,74,-1.0,36.3,0.487,9.3,19.1,-0.01,-1.0,-1.0,0.714,5.6,7.8,9.1,3.8,5.3,1.8,1.4,0.4,-1.0,3.7,24.2,-1.0,-1.0
埃尔文-海耶斯,76-77,子弹,82,-1.0,41.0,0.501,9.3,18.5,-0.01,-1.0,-1.0,0.687,5.1,7.5,12.5,3.5,9.0,1.9,1.1,2.7,-1.0,3.8,23.7,-1.0,-1.0
乔治-格文,76-77,马刺,82,-1.0,33.0,0.544,8.9,16.3,-0.01,-1.0,-1.0,0.833,5.4,6.5,5.5,1.6,3.9,2.9,1.3,1.3,-1.0,3.5,23.1,-1.0,-1.0
丹-伊塞尔,76-77,掘金,79,-1.0,31.7,0.515,8.4,16.2,-0.01,-1.0,-1.0,0.797,5.6,7.1,8.8,2.7,6.1,2.2,1.2,0.4,-1.0,3.1,22.3,-1.0,-1.0
罗恩-布恩,76-77,国王,82,-1.0,36.8,0.474,9.1,19.2,-0.01,-1.0,-1.0,0.844,4.0,4.7,3.9,1.6,2.4,4.1,1.5,0.2,-1.0,3.1,22.2,-1.0,-1.0
拉里-凯侬,76-77,马刺,78,-1.0,37.6,0.492,9.1,18.4,-0.01,-1.0,-1.0,0.823,3.8,4.6,11.3,3.6,7.7,2.9,2.1,0.8,-1.0,2.4,21.9,-1.0,-1.0
里克-巴里,76-77,勇士,79,-1.0,36.8,0.44,8.6,19.6,-0.01,-1.0,-1.0,0.916,4.5,5.0,5.3,0.9,4.4,6.0,2.2,0.7,-1.0,2.5,21.8,-1.0,-1.0
鲁迪-汤姆贾诺维奇,76-77,火箭,81,-1.0,38.6,0.51,9.0,17.7,-0.01,-1.0,-1.0,0.839,3.5,4.2,8.4,2.1,6.3,2.1,0.7,0.3,-1.0,2.4,21.6,-1.0,-1.0
朱利叶斯-欧文,76-77,76人,82,-1.0,35.9,0.499,8.4,16.7,-0.01,-1.0,-1.0,0.777,4.9,6.3,8.5,2.3,6.1,3.7,1.9,1.4,-1.0,3.1,21.6,-1.0,-1.0
乔治-麦克吉尼斯,76-77,76人,79,-1.0,35.1,0.458,8.3,18.2,-0.01,-1.0,-1.0,0.681,4.7,6.9,11.5,4.1,7.4,3.8,2.1,0.5,-1.0,3.8,21.4,-1.0,-1.0
保罗-韦斯特法尔,76-77,太阳,81,-1.0,32.1,0.518,8.4,16.3,-0.01,-1.0,-1.0,0.825,4.5,5.4,2.3,0.7,1.6,5.7,1.7,0.3,-1.0,2.1,21.3,-1.0,-1.0
约翰-威廉姆斯,76-77,-1,72,-1.0,34.5,0.459,8.6,18.7,-0.01,-1.0,-1.0,0.787,3.6,4.6,2.7,0.6,2.1,2.8,1.5,0.2,-1.0,3.4,20.8,-1.0,-1.0
