球员,赛季,球队,出场,首发,时间,投篮,命中,出手,三分,三分命中,三分出手,罚球,罚球命中,罚球出手,篮板,前场,后场,助攻,抢断,盖帽,失误,犯规,得分,胜,负
鲍勃-佩蒂特,58-59,老鹰,72,-1.0,39.9,0.438,10.0,22.8,-0.01,-1.0,-1.0,0.759,9.3,12.2,16.4,-1.0,-1.0,3.1,-1.0,-1.0,-1.0,2.8,29.2,-1.0,-1.0
保罗-阿里金,58-59,勇士,70,-1.0,40.0,0.431,9.0,20.9,-0.01,-1.0,-1.0,0.813,8.4,10.3,9.1,-1.0,-1.0,1.7,-1.0,-1.0,-1.0,3.8,26.4,-1.0,-1.0
杰克-特威曼,58-59,皇家,72,-1.0,37.7,0.42,9.9,23.5,-0.01,-1.0,-1.0,0.783,6.1,7.8,9.1,-1.0,-1.0,2.9,-1.0,-1.0,-1.0,3.8,25.8,-1.0,-1.0
埃尔金·贝勒,58-59,老湖人,70,-1.0,40.8,0.408,8.6,21.2,-0.01,-1.0,-1.0,0.777,7.6,9.8,15.0,-1.0,-1.0,4.1,-1.0,-1.0,-1.0,3.9,24.9,-1.0,-1.0
克里夫-哈根,58-59,老鹰,72,-1.0,37.5,0.456,9.0,19.7,-0.01,-1.0,-1.0,0.774,5.8,7.4,10.9,-1.0,-1.0,3.4,-1.0,-1.0,-1.0,3.8,23.7,-1.0,-1.0
多尔夫-谢伊斯,58-59,国民,72,-1.0,36.7,0.387,7.0,18.1,-0.01,-1.0,-1.0,0.864,7.3,8.5,13.4,-1.0,-1.0,2.5,-1.0,-1.0,-1.0,3.9,21.3,-1.0,-1.0
Kenny Sears,58-59,尼克斯,71,-1.0,35.2,0.49,6.9,14.1,-0.01,-1.0,-1.0,0.861,7.1,8.3,9.3,-1.0,-1.0,1.9,-1.0,-1.0,-1.0,3.3,21.0,-1.0,-1.0
比尔-沙尔曼,58-59,凯尔特,72,-1.0,33.1,0.408,7.8,19.1,-0.01,-1.0,-1.0,0.932,4.8,5.1,4.1,-1.0,-1.0,2.5,-1.0,-1.0,-1.0,2.4,20.4,-1.0,-1.0
鲍勃-库西,58-59,凯尔特,65,-1.0,37.0,0.384,7.4,19.4,-0.01,-1.0,-1.0,0.855,5.1,5.9,5.5,-1.0,-1.0,8.6,-1.0,-1.0,-1.0,2.1,20.0,-1.0,-1.0
乔治-亚德利,58-59,-1,61,-1.0,30.1,0.428,7.3,17.1,-0.01,-1.0,-1.0,0.779,5.2,6.7,7.1,-1.0,-1.0,1.1,-1.0,-1.0,-1.0,2.6,19.8,-1.0,-1.0
汤姆-海恩索恩,58-59,凯尔特,66,-1.0,31.7,0.39,7.0,18.1,-0.01,-1.0,-1.0,0.798,4.7,5.9,9.7,-1.0,-1.0,2.5,-1.0,-1.0,-1.0,4.1,18.8,-1.0,-1.0
里切尔-盖兰,58-59,尼克斯,71,-1.0,36.0,0.424,6.2,14.7,-0.01,-1.0,-1.0,0.802,5.7,7.1,7.3,-1.0,-1.0,5.1,-1.0,-1.0,-1.0,3.6,18.2,-1.0,-1.0
里德-科尔,58-59,国民,72,-1.0,37.1,0.441,7.0,15.8,-0.01,-1.0,-1.0,0.766,3.9,5.1,14.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,2.5,17.8,-1.0,-1.0
杰纳-苏,58-59,活塞,72,-1.0,38.1,0.388,6.4,16.6,-0.01,-1.0,-1.0,0.803,4.7,5.8,4.7,-1.0,-1.0,3.2,-1.0,-1.0,-1.0,1.8,17.6,-1.0,-1.0
比尔-拉塞尔,58-59,凯尔特,70,-1.0,42.6,0.457,6.5,14.2,-0.01,-1.0,-1.0,0.598,3.7,6.1,23.0,-1.0,-1.0,3.2,-1.0,-1.0,-1.0,2.3,16.7,-1.0,-1.0
