球员,赛季,球队,出场,首发,时间,投篮,命中,出手,三分,三分命中,三分出手,罚球,罚球命中,罚球出手,篮板,前场,后场,助攻,抢断,盖帽,失误,犯规,得分,胜,负
沙奎尔-奥尼尔,94-95,魔术,79,79,37.0,0.583,11.8,20.2,0.0,0.0,0.1,0.533,5.8,10.8,11.4,4.2,7.3,2.7,0.9,2.4,2.6,3.3,29.3,55,24
哈基姆-奥拉朱旺,94-95,火箭,72,72,39.6,0.517,11.1,21.5,0.188,0.0,0.2,0.756,5.6,7.5,10.8,2.4,8.4,3.5,1.8,3.4,3.3,3.5,27.8,44,28
大卫-罗宾逊,94-95,马刺,81,81,38.0,0.53,9.7,18.4,0.3,0.1,0.2,0.774,8.1,10.5,10.8,2.9,7.9,2.9,1.7,3.2,2.9,2.8,27.6,61,20
迈克尔-乔丹,94-95,公牛,17,17,39.3,0.411,9.8,23.8,0.5,0.9,1.9,0.801,6.4,8.0,6.9,1.5,5.4,5.3,1.8,0.8,2.1,2.8,26.9,13,4
卡尔-马龙,94-95,爵士,82,82,38.1,0.536,10.1,18.9,0.268,0.1,0.5,0.742,6.3,8.5,10.6,1.9,8.7,3.5,1.6,1.0,2.9,3.3,26.7,60,22
吉姆-杰克逊,94-95,独行侠,51,51,38.9,0.472,9.5,20.1,0.318,0.7,2.2,0.805,6.0,7.5,5.1,2.4,2.7,3.7,0.5,0.2,3.1,1.8,25.7,20,31
贾马尔-马什本,94-95,独行侠,80,80,37.3,0.436,8.5,19.6,0.328,1.4,4.3,0.739,5.6,7.6,4.1,1.5,2.7,3.7,1.0,0.1,2.9,2.4,24.1,35,45
帕特里克-尤因,94-95,尼克斯,79,79,37.0,0.503,9.2,18.4,0.286,0.1,0.3,0.75,5.3,7.1,11.0,2.0,9.0,2.7,0.9,2.0,3.2,3.4,23.9,52,27
查尔斯-巴克利,94-95,太阳,68,66,35.0,0.486,8.1,16.8,0.338,1.1,3.2,0.748,5.6,7.5,11.1,3.0,8.1,4.1,1.6,0.7,2.2,3.0,23.0,49,19
米奇-里奇蒙德,94-95,国王,82,82,38.7,0.446,8.1,18.3,0.368,1.9,5.2,0.843,4.6,5.4,4.4,0.8,3.5,3.8,1.1,0.4,2.9,2.8,22.8,39,43
格伦-莱斯,94-95,热火,82,82,36.8,0.475,8.1,17.1,0.41,2.3,5.5,0.855,3.8,4.5,4.6,1.2,3.4,2.3,1.4,0.2,1.9,2.5,22.3,32,50
