球员,赛季,球队,出场,首发,时间,投篮,命中,出手,三分,三分命中,三分出手,罚球,罚球命中,罚球出手,篮板,前场,后场,助攻,抢断,盖帽,失误,犯规,得分,胜,负
保罗-阿里金,56-57,勇士,71,-1.0,39.0,0.422,8.6,20.4,-0.01,-1.0,-1.0,0.829,8.3,10.0,7.9,-1.0,-1.0,2.1,-1.0,-1.0,-1.0,3.9,25.6,-1.0,-1.0
鲍勃-佩蒂特,56-57,老鹰,71,-1.0,35.1,0.415,8.6,20.8,-0.01,-1.0,-1.0,0.773,7.5,9.6,14.6,-1.0,-1.0,1.9,-1.0,-1.0,-1.0,2.5,24.7,-1.0,-1.0
奈伊尔-约翰斯顿,56-57,勇士,69,-1.0,36.7,0.447,7.5,16.9,-0.01,-1.0,-1.0,0.826,7.8,9.4,12.4,-1.0,-1.0,2.9,-1.0,-1.0,-1.0,3.3,22.8,-1.0,-1.0
多尔夫-谢伊斯,56-57,国民,72,-1.0,39.6,0.379,6.9,18.2,-0.01,-1.0,-1.0,0.904,8.7,9.6,14.0,-1.0,-1.0,3.2,-1.0,-1.0,-1.0,3.0,22.5,-1.0,-1.0
乔治-亚德利,56-57,活塞,72,-1.0,37.4,0.41,7.3,17.7,-0.01,-1.0,-1.0,0.787,7.0,8.9,10.5,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,3.2,21.5,-1.0,-1.0
比尔-沙尔曼,56-57,凯尔特,67,-1.0,35.9,0.416,7.7,18.5,-0.01,-1.0,-1.0,0.905,5.7,6.3,4.3,-1.0,-1.0,3.5,-1.0,-1.0,-1.0,2.8,21.1,-1.0,-1.0
克莱德-拉福莱特,56-57,老湖人,69,-1.0,36.1,0.426,8.3,19.5,-0.01,-1.0,-1.0,0.717,4.1,5.8,13.5,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,3.6,20.8,-1.0,-1.0
鲍勃-库西,56-57,凯尔特,64,-1.0,36.9,0.378,7.5,19.8,-0.01,-1.0,-1.0,0.821,5.7,6.9,4.8,-1.0,-1.0,7.5,-1.0,-1.0,-1.0,2.1,20.6,-1.0,-1.0
艾德-麦考雷,56-57,老鹰,72,-1.0,35.9,0.419,5.8,13.7,-0.01,-1.0,-1.0,0.749,5.0,6.7,6.1,-1.0,-1.0,2.8,-1.0,-1.0,-1.0,2.9,16.5,-1.0,-1.0
迪克-伽马克,56-57,老湖人,72,-1.0,33.4,0.4,5.6,14.1,-0.01,-1.0,-1.0,0.839,5.1,6.0,4.7,-1.0,-1.0,2.6,-1.0,-1.0,-1.0,2.8,16.3,-1.0,-1.0
杰克-特威曼,56-57,皇家,72,-1.0,32.5,0.439,6.2,14.2,-0.01,-1.0,-1.0,0.76,3.8,5.0,4.9,-1.0,-1.0,1.7,-1.0,-1.0,-1.0,3.5,16.3,-1.0,-1.0
汤姆-海恩索恩,56-57,凯尔特,72,-1.0,29.9,0.397,6.2,15.6,-0.01,-1.0,-1.0,0.79,3.8,4.8,9.8,-1.0,-1.0,1.6,-1.0,-1.0,-1.0,4.2,16.2,-1.0,-1.0
莫里斯-斯托克斯,56-57,皇家,72,-1.0,38.3,0.347,6.0,17.3,-0.01,-1.0,-1.0,0.665,3.6,5.3,17.4,-1.0,-1.0,4.6,-1.0,-1.0,-1.0,4.0,15.6,-1.0,-1.0
哈里-盖拉汀,56-57,尼克斯,72,-1.0,27.0,0.406,4.6,11.3,-0.01,-1.0,-1.0,0.8,5.8,7.2,10.1,-1.0,-1.0,1.2,-1.0,-1.0,-1.0,2.8,15.0,-1.0,-1.0
Kenny Sears,56-57,尼克斯,72,-1.0,34.9,0.418,4.8,11.4,-0.01,-1.0,-1.0,0.79,5.3,6.7,8.5,-1.0,-1.0,1.4,-1.0,-1.0,-1.0,3.1,14.8,-1.0,-1.0
比尔-拉塞尔,56-57,凯尔特,48,-1.0,35.3,0.427,5.8,13.5,-0.01,-1.0,-1.0,0.492,3.2,6.4,19.6,-1.0,-1.0,1.8,-1.0,-1.0,-1.0,3.0,14.7,-1.0,-1.0
乔-戈拉伯斯基,56-57,勇士,72,-1.0,34.7,0.349,5.4,15.5,-0.01,-1.0,-1.0,0.783,3.5,4.5,8.5,-1.0,-1.0,1.9,-1.0,-1.0,-1.0,3.4,14.3,-1.0,-1.0
