球员,赛季,球队,出场,首发,时间,投篮,命中,出手,三分,三分命中,三分出手,罚球,罚球命中,罚球出手,篮板,前场,后场,助攻,抢断,盖帽,失误,犯规,得分,胜,负
拉塞尔-威斯布鲁克,16-17,雷霆,81,81,34.6,0.425,10.2,24.0,0.343,2.5,7.2,0.845,8.8,10.4,10.7,1.7,9.0,10.4,1.6,0.4,5.4,2.3,31.6,46,35
詹姆斯-哈登,16-17,火箭,81,81,36.5,0.44,8.3,18.9,0.347,3.2,9.3,0.847,9.2,10.9,8.1,1.2,7.0,11.2,1.5,0.5,5.7,2.7,29.1,54,27
以赛亚-托马斯,16-17,凯尔特,76,76,33.8,0.463,9.0,19.4,0.379,3.2,8.5,0.909,7.8,8.5,2.7,0.6,2.1,5.9,0.9,0.2,2.8,2.2,28.9,51,25
安东尼-戴维斯,16-17,鹈鹕,75,75,36.1,0.505,10.3,20.3,0.299,0.5,1.8,0.802,6.9,8.6,11.8,2.3,9.5,2.1,1.3,2.2,2.4,2.2,28.0,31,44
德玛尔-德罗赞,16-17,猛龙,74,74,35.4,0.467,9.7,20.9,0.266,0.4,1.7,0.842,7.4,8.7,5.2,0.9,4.3,3.9,1.1,0.2,2.4,1.8,27.3,47,27
达米安-利拉德,16-17,开拓者,75,75,35.9,0.444,8.8,19.8,0.37,2.9,7.7,0.895,6.5,7.3,4.9,0.6,4.3,5.9,0.9,0.3,2.6,2.0,27.0,38,37
德马库斯-考辛斯,16-17,-1,72,72,34.3,0.452,9.0,19.9,0.361,1.8,5.0,0.772,7.2,9.3,11.0,2.1,8.9,4.6,1.4,1.3,3.7,3.9,27.0,30,42
勒布朗-詹姆斯,16-17,骑士,74,74,37.8,0.548,9.9,18.2,0.363,1.7,4.6,0.674,4.8,7.2,8.6,1.3,7.3,8.7,1.2,0.6,4.1,1.8,26.4,51,23
科怀-伦纳德,16-17,马刺,74,74,33.5,0.485,8.6,17.7,0.38,2.0,5.2,0.88,6.3,7.2,5.8,1.1,4.7,3.5,1.8,0.7,2.1,1.6,25.5,54,20
斯蒂芬-库里,16-17,勇士,79,79,33.4,0.468,8.5,18.3,0.411,4.1,10.0,0.898,4.1,4.6,4.5,0.8,3.7,6.6,1.8,0.2,3.0,2.3,25.3,65,14
凯里-欧文,16-17,骑士,72,72,35.1,0.473,9.3,19.7,0.401,2.5,6.1,0.905,4.1,4.6,3.2,0.7,2.5,5.8,1.2,0.3,2.5,2.2,25.2,47,25
卡尔-安东尼-唐斯,16-17,森林狼,82,82,37.0,0.542,9.8,18.0,0.367,1.2,3.4,0.832,4.3,5.2,12.3,3.6,8.7,2.7,0.7,1.3,2.6,2.9,25.1,31,51
凯文-杜兰特,16-17,勇士,62,62,33.4,0.537,8.9,16.5,0.375,1.9,5.0,0.875,5.4,6.2,8.3,0.6,7.6,4.8,1.1,1.6,2.2,1.9,25.1,51,11
吉米-巴特勒,16-17,公牛,76,75,36.9,0.455,7.5,16.5,0.367,1.2,3.3,0.865,7.7,8.9,6.2,1.7,4.5,5.5,1.9,0.4,2.1,1.5,23.9,40,36
保罗-乔治,16-17,步行者,75,75,35.8,0.461,8.3,18.0,0.393,2.6,6.6,0.898,4.5,5.0,6.6,0.8,5.8,3.3,1.6,0.4,2.9,2.7,23.7,39,36
安德鲁-威金斯,16-17,森林狼,82,82,37.2,0.452,8.6,19.1,0.356,1.3,3.5,0.76,5.0,6.6,4.0,1.2,2.8,2.3,1.0,0.4,2.3,2.2,23.6,31,51
肯巴-沃克,16-17,黄蜂,79,79,34.7,0.444,8.1,18.3,0.399,3.0,7.6,0.847,3.8,4.5,3.9,0.6,3.3,5.5,1.1,0.3,2.1,1.5,23.2,36,43
约翰-沃尔,16-17,奇才,78,78,36.4,0.451,8.3,18.4,0.327,1.1,3.5,0.801,5.4,6.8,4.2,0.8,3.4,10.7,2.0,0.6,4.1,1.9,23.1,48,30
布拉德利-比尔,16-17,奇才,77,77,34.9,0.482,8.3,17.2,0.404,2.9,7.2,0.825,3.7,4.4,3.1,0.7,2.4,3.5,1.1,0.3,2.0,2.2,23.1,48,29
C.J.迈克鲁姆,16-17,开拓者,80,80,34.9,0.48,8.7,18.0,0.421,2.3,5.5,0.912,3.4,3.7,3.6,0.8,2.9,3.6,0.9,0.5,2.2,2.5,23.0,40,40
扬尼斯-阿德托昆博,16-17,雄鹿,80,80,35.6,0.521,8.2,15.7,0.272,0.6,2.3,0.77,5.9,7.7,8.8,1.8,7.0,5.4,1.6,1.9,2.9,3.1,22.9,42,38
卡梅罗-安东尼,16-17,尼克斯,74,74,34.4,0.433,8.1,18.8,0.359,2.0,5.7,0.833,4.1,4.9,5.9,0.8,5.1,2.9,0.8,0.5,2.1,2.7,22.4,29,45
凯尔-洛瑞,16-17,猛龙,60,60,37.4,0.464,7.1,15.3,0.412,3.2,7.8,0.819,5.0,6.1,4.8,0.8,4.0,7.0,1.5,0.3,2.9,2.8,22.4,36,24
克莱-汤普森,16-17,勇士,78,78,33.9,0.468,8.3,17.6,0.414,3.4,8.3,0.853,2.4,2.8,3.7,0.6,3.0,2.1,0.8,0.5,1.6,1.8,22.3,66,12
德文-布克,16-17,太阳,78,78,35.0,0.423,7.8,18.3,0.363,1.9,5.2,0.832,4.7,5.7,3.2,0.6,2.6,3.4,0.9,0.3,3.1,3.1,22.1,24,54
戈登-海沃德,16-17,爵士,73,73,34.5,0.471,7.5,15.8,0.398,2.0,5.1,0.844,5.0,5.9,5.4,0.7,4.7,3.5,1.0,0.3,1.9,1.6,21.9,46,27
布雷克-格里芬,16-17,快船,61,61,34.1,0.493,7.9,15.9,0.336,0.6,1.9,0.76,5.2,6.9,8.1,1.8,6.3,4.9,0.9,0.4,2.3,2.6,21.6,40,21
埃里克-布莱索,16-17,太阳,66,66,33.0,0.434,6.8,15.7,0.335,1.6,4.7,0.847,5.9,6.9,4.8,0.8,4.1,6.3,1.4,0.5,3.4,2.5,21.1,22,44
布鲁克-洛佩斯,16-17,篮网,75,75,29.7,0.474,7.4,15.6,0.346,1.8,5.2,0.81,3.9,4.9,5.4,1.6,3.8,2.3,0.5,1.7,2.5,2.6,20.5,20,55
迈克-康利,16-17,灰熊,69,68,33.3,0.459,6.7,14.6,0.407,2.5,6.1,0.859,4.6,5.3,3.5,0.4,3.1,6.3,1.3,0.3,2.3,1.8,20.5,35,34
戈兰-德拉季奇,16-17,热火,73,73,33.7,0.475,7.3,15.4,0.405,1.6,4.0,0.79,4.1,5.2,3.8,0.8,3.0,5.8,1.2,0.2,2.9,2.7,20.3,40,33
乔尔-恩比德,16-17,76人,31,31,25.4,0.466,6.5,13.8,0.367,1.2,3.2,0.783,6.2,7.9,7.8,2.0,5.9,2.1,0.9,2.5,3.8,3.6,20.2,13,18
贾巴里-帕克,16-17,雄鹿,51,50,33.9,0.49,7.8,16.0,0.365,1.3,3.5,0.743,3.2,4.3,6.2,1.5,4.6,2.8,1.0,0.4,1.8,2.2,20.1,22,29
马克-加索尔,16-17,灰熊,74,74,34.1,0.459,7.2,15.7,0.388,1.4,3.6,0.837,3.8,4.5,6.3,0.8,5.4,4.6,0.9,1.3,2.2,2.3,19.5,40,34
哈里森-巴恩斯,16-17,独行侠,79,79,35.5,0.468,7.6,16.2,0.351,1.0,2.8,0.861,3.1,3.6,5.0,1.2,3.8,1.5,0.8,0.2,1.3,1.6,19.2,32,47
凯文-乐福,16-17,骑士,60,60,31.5,0.427,6.2,14.5,0.373,2.4,6.5,0.871,4.3,4.9,11.1,2.5,8.6,1.9,0.9,0.4,2.0,2.1,19.0,40,20
扎克-拉文,16-17,森林狼,47,47,37.2,0.459,6.9,15.1,0.387,2.6,6.6,0.836,2.5,3.0,3.4,0.4,3.0,3.0,0.9,0.2,1.8,2.2,18.9,16,31
鲁迪-盖伊,16-17,国王,30,30,33.8,0.455,6.7,14.7,0.372,1.4,3.8,0.855,3.9,4.6,6.3,1.2,5.2,2.8,1.5,0.9,2.5,2.6,18.7,11,19
德维恩-韦德,16-17,公牛,60,59,29.9,0.434,6.9,15.9,0.31,0.8,2.4,0.794,3.7,4.7,4.5,1.1,3.5,3.8,1.4,0.7,2.3,1.9,18.3,29,31
达尼罗-加里纳利,16-17,掘金,63,63,33.9,0.447,5.3,11.9,0.389,2.0,5.1,0.902,5.5,6.1,5.2,0.6,4.5,2.1,0.6,0.2,1.3,1.5,18.2,31,32
克里斯塔普斯-波尔津吉斯,16-17,尼克斯,66,65,32.8,0.45,6.7,14.9,0.357,1.7,4.8,0.786,3.0,3.8,7.2,1.7,5.5,1.5,0.7,2.0,1.8,3.7,18.1,26,40
克里斯-保罗,16-17,快船,61,61,31.5,0.476,6.1,12.9,0.411,2.0,5.0,0.892,3.8,4.3,5.0,0.7,4.3,9.2,2.0,0.1,2.4,2.4,18.1,43,18
保罗-米尔萨普,16-17,老鹰,69,67,34.0,0.442,6.2,14.1,0.311,1.1,3.5,0.768,4.5,5.9,7.7,1.6,6.1,3.7,1.3,0.9,2.3,2.7,18.1,40,29
德里克-罗斯,16-17,尼克斯,64,64,32.5,0.471,7.2,15.3,0.217,0.2,0.9,0.874,3.5,4.0,3.8,1.0,2.8,4.4,0.7,0.3,2.3,1.3,18.0,26,38
丹尼斯-施罗德,16-17,老鹰,79,78,31.5,0.451,6.9,15.4,0.34,1.3,3.7,0.855,2.8,3.2,3.1,0.5,2.6,6.3,0.9,0.2,3.3,1.9,17.9,42,37
路易斯-威廉姆斯,16-17,-1,81,1,24.6,0.429,5.3,12.3,0.365,2.0,5.5,0.88,5.0,5.6,2.5,0.3,2.2,3.0,1.0,0.2,2.0,1.1,17.5,34,47
拉玛库斯-阿尔德里奇,16-17,马刺,72,72,32.4,0.477,6.9,14.6,0.411,0.3,0.8,0.812,3.1,3.8,7.3,2.4,4.9,1.9,0.6,1.2,1.4,2.2,17.3,52,20
埃文-富尼耶,16-17,魔术,68,66,32.9,0.439,6.0,13.7,0.356,1.9,5.3,0.805,3.3,4.1,3.1,0.6,2.4,3.0,1.0,0.1,2.1,2.6,17.2,23,45
哈桑-怀特塞德,16-17,热火,77,77,32.7,0.557,7.0,12.6,-0.01,0.0,0.0,0.628,2.9,4.6,14.1,3.8,10.3,0.7,0.7,2.1,2.0,2.9,17.0,39,38
乔治-希尔,16-17,爵士,49,49,31.5,0.477,5.9,12.4,0.403,1.9,4.8,0.801,3.2,4.0,3.4,0.5,2.9,4.2,1.0,0.2,1.7,2.3,16.9,33,16
尼科拉-约季奇,16-17,掘金,73,59,27.8,0.578,6.8,11.7,0.324,0.6,1.9,0.825,2.6,3.1,9.8,2.9,6.9,4.9,0.8,0.8,2.3,2.9,16.7,37,36
艾弗里-布拉德利,16-17,凯尔特,55,55,33.4,0.463,6.5,14.1,0.39,2.0,5.0,0.731,1.2,1.7,6.1,1.2,4.9,2.2,1.2,0.2,1.6,2.6,16.3,34,21
埃里克-戈登,16-17,火箭,75,15,31.0,0.406,5.5,13.5,0.372,3.3,8.8,0.84,2.0,2.3,2.7,0.4,2.3,2.5,0.6,0.5,1.6,2.0,16.2,50,25
托比亚斯-哈里斯,16-17,活塞,82,48,31.3,0.481,6.2,13.0,0.347,1.3,3.8,0.841,2.3,2.8,5.1,0.8,4.3,1.7,0.7,0.5,1.2,1.6,16.1,37,45
维克多-奥拉迪波,16-17,雷霆,67,67,33.2,0.442,6.1,13.9,0.361,1.9,5.3,0.753,1.7,2.3,4.3,0.6,3.8,2.6,1.2,0.3,1.8,2.3,15.9,39,28
迪昂-维特斯,16-17,热火,46,43,30.1,0.424,6.1,14.4,0.395,1.8,4.7,0.646,1.8,2.8,3.3,0.4,2.9,4.3,0.9,0.4,2.2,2.1,15.8,27,19
威尔森-钱德勒,16-17,掘金,71,33,30.9,0.461,6.1,13.2,0.337,1.5,4.6,0.727,2.0,2.7,6.5,1.5,5.0,2.0,0.7,0.4,1.6,2.4,15.7,35,36
德安吉洛-拉塞尔,16-17,湖人,63,60,28.8,0.405,5.6,13.8,0.352,2.1,6.1,0.782,2.3,3.0,3.5,0.5,3.0,4.8,1.4,0.3,2.8,2.1,15.6,21,42
朱-霍勒迪,16-17,鹈鹕,67,61,32.6,0.454,6.0,13.3,0.356,1.5,4.2,0.708,1.8,2.5,3.9,0.7,3.3,7.3,1.5,0.7,2.9,2.0,15.4,32,35
杰夫-蒂格,16-17,步行者,82,82,32.4,0.442,4.9,11.1,0.357,1.1,3.1,0.867,4.4,5.1,4.0,0.4,3.6,7.8,1.2,0.4,2.6,2.0,15.3,42,40
尼古拉斯-巴通姆,16-17,黄蜂,77,77,34.0,0.403,5.1,12.7,0.333,1.8,5.3,0.856,3.2,3.7,6.2,0.6,5.6,5.9,1.1,0.4,2.5,1.4,15.1,35,42
J.J.雷迪克,16-17,快船,78,78,28.2,0.445,5.1,11.4,0.429,2.6,6.0,0.891,2.3,2.6,2.2,0.1,2.1,1.4,0.7,0.2,1.3,1.6,15.0,50,28
加里-哈里斯,16-17,掘金,57,56,31.3,0.502,5.6,11.2,0.42,1.9,4.5,0.776,1.8,2.4,3.1,0.8,2.3,2.9,1.2,0.1,1.3,1.6,14.9,29,28
赛尔吉-伊巴卡,16-17,-1,79,79,30.7,0.48,6.0,12.4,0.391,1.6,4.0,0.856,1.4,1.6,6.8,1.6,5.2,0.9,0.5,1.6,1.3,2.7,14.8,37,42
乔丹-克拉克森,16-17,湖人,82,19,29.2,0.445,5.8,13.1,0.329,1.4,4.3,0.798,1.6,2.0,3.0,0.6,2.4,2.6,1.1,0.1,2.0,1.8,14.7,26,56
克里斯-米德尔顿,16-17,雄鹿,29,23,30.8,0.45,5.2,11.5,0.433,1.6,3.6,0.88,2.8,3.2,4.2,0.4,3.9,3.4,1.4,0.2,2.2,2.7,14.7,19,10
尼古拉-武切维奇,16-17,魔术,75,55,28.8,0.468,6.4,13.7,0.307,0.3,1.0,0.669,1.4,2.1,10.4,2.3,8.0,2.8,1.0,1.0,1.6,2.4,14.6,27,48
林书豪,16-17,篮网,36,33,24.5,0.438,4.9,11.1,0.372,1.6,4.3,0.816,3.2,3.9,3.8,0.3,3.4,5.1,1.2,0.4,2.4,2.2,14.5,13,23
迈尔斯-特纳,16-17,步行者,81,81,31.4,0.511,5.5,10.7,0.348,0.5,1.4,0.809,3.0,3.7,7.3,1.7,5.6,1.3,0.9,2.1,1.3,3.2,14.5,42,39
蒂姆-哈达威二世,16-17,老鹰,79,30,27.2,0.455,5.3,11.5,0.357,1.9,5.3,0.766,2.1,2.7,2.8,0.4,2.4,2.3,0.7,0.2,1.3,1.3,14.5,42,37
雷吉-杰克逊,16-17,活塞,52,50,27.4,0.419,5.5,13.0,0.359,1.3,3.5,0.868,2.3,2.6,2.2,0.4,1.8,5.2,0.7,0.1,2.2,2.5,14.5,23,29
TJ-沃伦,16-17,太阳,66,59,31.0,0.495,6.1,12.3,0.265,0.4,1.5,0.773,1.8,2.3,5.1,1.9,3.2,1.1,1.2,0.6,0.9,2.7,14.4,20,46
埃内斯-坎特,16-17,雷霆,72,0,21.3,0.545,5.6,10.2,0.132,0.1,0.5,0.786,3.1,4.0,6.7,2.7,4.0,0.9,0.4,0.5,1.7,2.1,14.3,43,29
德克-诺维茨基,16-17,独行侠,54,54,26.3,0.437,5.5,12.6,0.378,1.5,3.9,0.875,1.8,2.1,6.5,0.4,6.1,1.5,0.6,0.7,0.9,2.1,14.2,23,31
扎克-兰多夫,16-17,灰熊,73,5,24.5,0.449,5.9,13.2,0.223,0.3,1.3,0.731,1.9,2.6,8.2,2.5,5.7,1.7,0.5,0.1,1.4,1.9,14.1,38,35
乔丹-克劳福德,16-17,鹈鹕,19,0,23.3,0.482,5.5,11.5,0.389,1.9,5.0,0.769,1.1,1.4,1.8,0.2,1.6,3.0,0.6,0.1,1.3,1.6,14.1,9,10
鲁迪-戈波特,16-17,爵士,81,81,33.8,0.661,5.1,7.7,0.0,0.0,0.0,0.653,3.8,5.9,12.8,3.9,8.9,1.2,0.6,2.6,1.8,3.0,14.0,51,30
艾尔-霍福德,16-17,凯尔特,68,68,32.3,0.473,5.6,11.8,0.355,1.3,3.6,0.8,1.6,2.0,6.8,1.4,5.4,5.0,0.8,1.3,1.7,2.0,14.0,46,22
马库斯-莫里斯,16-17,活塞,79,79,32.5,0.418,5.3,12.7,0.331,1.5,4.5,0.784,1.8,2.3,4.6,1.0,3.7,2.0,0.7,0.3,1.1,2.1,14.0,36,43
马基夫-莫里斯,16-17,奇才,76,76,31.2,0.457,5.3,11.7,0.362,0.9,2.6,0.837,2.4,2.8,6.5,1.4,5.1,1.7,1.1,0.6,1.7,3.3,14.0,45,31
杰-克劳德,16-17,凯尔特,72,72,32.4,0.463,4.6,10.0,0.398,2.2,5.5,0.811,2.4,3.0,5.8,0.7,5.1,2.2,1.0,0.3,1.1,2.2,13.9,48,24
肯塔维奥斯-卡德维尔-波普,16-17,活塞,76,75,33.3,0.399,4.9,12.2,0.35,2.0,5.8,0.832,2.0,2.4,3.3,0.7,2.5,2.5,1.2,0.2,1.1,1.6,13.8,33,43
博扬-博格达诺维奇,16-17,-1,81,54,25.7,0.445,4.6,10.4,0.367,1.8,4.8,0.893,2.7,3.0,3.4,0.5,3.0,1.4,0.4,0.1,1.6,1.8,13.7,23,58
泰勒-约翰逊,16-17,热火,73,0,29.8,0.433,4.9,11.3,0.372,1.3,3.4,0.768,2.7,3.5,4.0,0.7,3.3,3.2,1.2,0.6,1.2,2.4,13.7,35,38
威尔-巴顿,16-17,掘金,60,19,28.4,0.443,4.9,11.1,0.37,1.5,3.9,0.753,2.4,3.2,4.3,1.0,3.4,3.4,0.8,0.5,1.6,1.8,13.7,31,29
安德烈-德拉蒙德,16-17,活塞,81,81,29.7,0.53,6.0,11.2,0.286,0.0,0.1,0.386,1.7,4.4,13.8,4.3,9.5,1.1,1.5,1.1,1.9,2.9,13.6,36,45
莱恩-安德森,16-17,火箭,72,72,29.4,0.418,4.5,10.7,0.403,2.8,7.0,0.86,1.8,2.1,4.6,1.6,3.0,0.9,0.4,0.2,0.8,2.0,13.6,50,22
德怀特-霍华德,16-17,老鹰,74,74,29.7,0.633,5.2,8.3,0.0,0.0,0.0,0.533,3.1,5.7,12.7,4.0,8.7,1.4,0.9,1.2,2.3,2.7,13.5,37,37
韦斯利-马修斯,16-17,独行侠,73,73,34.2,0.393,4.6,11.6,0.363,2.4,6.6,0.816,2.0,2.5,3.5,0.2,3.3,2.9,1.1,0.2,1.4,2.2,13.5,29,44
奥托-波特,16-17,奇才,80,80,32.5,0.516,5.2,10.0,0.434,1.9,4.3,0.832,1.2,1.5,6.4,1.5,5.0,1.5,1.5,0.5,0.6,2.4,13.4,48,32
达伦-科里森,16-17,国王,68,63,30.4,0.476,5.0,10.5,0.417,1.1,2.6,0.86,2.2,2.5,2.2,0.3,1.9,4.6,1.0,0.1,1.7,1.8,13.2,26,42
尼克-杨,16-17,湖人,60,60,25.9,0.43,4.5,10.6,0.404,2.8,7.0,0.856,1.3,1.5,2.3,0.4,1.9,1.0,0.6,0.2,0.6,2.3,13.2,19,41
朱利叶斯-兰德尔,16-17,湖人,74,73,28.8,0.488,5.1,10.4,0.27,0.2,0.9,0.723,2.8,3.8,8.6,2.0,6.6,3.6,0.7,0.5,2.3,3.4,13.2,24,50
肖恩-基尔帕特里克,16-17,篮网,70,24,25.1,0.415,4.4,10.5,0.341,1.5,4.4,0.843,2.9,3.5,4.0,0.3,3.7,2.2,0.6,0.1,1.9,1.7,13.1,14,56
艾森-伊利亚索瓦,16-17,-1,82,52,26.1,0.431,4.7,10.9,0.353,1.7,4.9,0.778,2.0,2.5,5.9,1.4,4.5,1.7,0.7,0.3,1.4,2.6,13.1,35,47
罗波特-考文顿,16-17,76人,67,67,31.6,0.399,4.4,10.9,0.333,2.0,6.1,0.822,2.1,2.6,6.5,1.4,5.1,1.5,1.9,1.0,2.0,3.0,12.9,27,40
达里奥-萨里奇,16-17,76人,81,36,26.3,0.411,4.7,11.4,0.311,1.3,4.2,0.782,2.1,2.7,6.3,1.4,5.0,2.2,0.7,0.4,2.3,2.0,12.8,28,53
詹姆斯-约翰逊,16-17,热火,76,5,27.4,0.479,4.8,10.1,0.34,1.1,3.4,0.707,2.0,2.8,4.9,0.9,4.1,3.6,1.0,1.1,2.3,2.6,12.8,40,36
塞斯-库里,16-17,独行侠,70,42,29.0,0.481,4.8,10.0,0.425,2.0,4.6,0.85,1.2,1.4,2.6,0.4,2.2,2.7,1.1,0.1,1.3,1.8,12.8,30,40
埃尔弗里德-佩顿,16-17,魔术,82,58,29.5,0.471,5.2,11.1,0.274,0.5,1.8,0.692,1.8,2.6,4.7,1.1,3.6,6.5,1.1,0.5,2.2,2.2,12.8,29,53
阿隆-戈登,16-17,魔术,80,72,28.8,0.454,4.9,10.8,0.288,1.0,3.3,0.719,2.0,2.7,5.1,1.5,3.6,1.9,0.8,0.5,1.1,2.2,12.7,29,51
德安德鲁-乔丹,16-17,快船,81,81,31.7,0.714,5.1,7.1,0.0,0.0,0.0,0.482,2.5,5.2,13.8,3.7,10.1,1.2,0.6,1.7,1.4,2.6,12.7,51,30
罗德尼-胡德,16-17,爵士,59,55,27.0,0.408,4.6,11.3,0.371,1.9,5.2,0.783,1.5,1.9,3.4,0.3,3.2,1.6,0.6,0.2,1.1,2.2,12.7,40,19
克林特-卡佩拉,16-17,火箭,65,59,23.9,0.643,5.6,8.7,-0.01,0.0,0.0,0.531,1.4,2.7,8.1,2.7,5.4,1.0,0.5,1.2,1.3,2.8,12.6,44,21
保罗-加索尔,16-17,马刺,64,39,25.4,0.502,4.7,9.4,0.538,0.9,1.6,0.707,2.0,2.9,7.8,1.7,6.2,2.3,0.4,1.1,1.3,1.7,12.4,47,17
贾马尔-克劳福德,16-17,快船,82,1,26.3,0.413,4.4,10.6,0.36,1.4,3.9,0.857,2.1,2.5,1.6,0.2,1.4,2.6,0.7,0.2,1.6,1.4,12.3,51,31
奥斯汀-里弗斯,16-17,快船,74,29,27.8,0.442,4.4,9.9,0.371,1.5,4.0,0.691,1.8,2.6,2.2,0.3,1.9,2.8,0.6,0.1,1.6,2.5,12.0,43,31
约纳斯-瓦兰丘纳斯,16-17,猛龙,80,80,25.8,0.557,4.9,8.8,0.5,0.0,0.0,0.811,2.2,2.7,9.5,2.8,6.7,0.7,0.5,0.8,1.3,2.7,12.0,50,30
贾希尔-奥卡福,16-17,76人,50,33,22.7,0.514,4.8,9.4,-0.01,0.0,0.0,0.671,2.1,3.2,4.8,1.6,3.2,1.2,0.4,1.0,1.8,2.4,11.8,15,35
格雷格-门罗,16-17,雄鹿,81,0,22.5,0.533,4.8,9.0,0.0,0.0,0.0,0.741,2.2,3.0,6.6,2.1,4.5,2.3,1.1,0.5,1.7,2.1,11.7,42,39
特雷沃-阿里扎,16-17,火箭,80,80,34.7,0.409,4.1,10.0,0.344,2.4,6.9,0.738,1.2,1.6,5.7,0.7,5.1,2.2,1.8,0.3,0.9,1.7,11.7,53,27
