球员,赛季,球队,出场,首发,时间,投篮,命中,出手,三分,三分命中,三分出手,罚球,罚球命中,罚球出手,篮板,前场,后场,助攻,抢断,盖帽,失误,犯规,得分,胜,负
卡里姆-贾巴尔,70-71,雄鹿,82,-1.0,40.1,0.577,13.0,22.5,-0.01,-1.0,-1.0,0.69,5.7,8.3,16.0,-1.0,-1.0,3.3,-1.0,-1.0,-1.0,3.2,31.7,-1.0,-1.0
丹-伊塞尔,70-71,上校,83,-1.0,39.4,0.485,11.3,23.3,0.0,0.0,0.2,0.807,7.3,9.0,13.2,5.1,8.1,2.0,-1.0,-1.0,2.7,3.9,29.9,-1.0,-1.0
里克-巴里,70-71,老篮网,59,-1.0,42.4,0.469,10.7,22.8,0.221,0.3,1.5,0.89,7.6,8.6,6.8,1.8,5.0,5.0,-1.0,-1.0,3.4,3.5,29.4,-1.0,-1.0
约翰-布里斯科尔,70-71,秃鹰,79,-1.0,39.1,0.455,11.4,25.0,0.337,1.1,3.3,0.829,5.4,6.6,9.7,3.8,5.9,2.9,-1.0,-1.0,4.1,3.5,29.3,-1.0,-1.0
约翰-哈福利切克,70-71,凯尔特,81,-1.0,45.4,0.45,11.0,24.5,-0.01,-1.0,-1.0,0.818,6.8,8.4,9.0,-1.0,-1.0,7.5,-1.0,-1.0,-1.0,2.5,28.9,-1.0,-1.0
埃尔文-海耶斯,70-71,火箭,82,-1.0,44.3,0.428,11.6,27.0,-0.01,-1.0,-1.0,0.672,5.5,8.2,16.6,-1.0,-1.0,2.3,-1.0,-1.0,-1.0,2.7,28.7,-1.0,-1.0
马克-卡尔文,70-71,佛达人,81,-1.0,41.9,0.431,9.2,21.3,0.288,0.2,0.7,0.865,8.6,9.9,3.5,1.3,2.2,7.6,-1.0,-1.0,4.4,3.2,27.2,-1.0,-1.0
查理-斯科特,70-71,大地主,84,-1.0,37.9,0.463,10.7,23.2,0.246,0.2,0.8,0.746,5.4,7.3,5.2,1.8,3.4,5.6,-1.0,-1.0,3.8,3.5,27.1,-1.0,-1.0
戴夫-宾,70-71,活塞,82,-1.0,37.4,0.467,9.7,20.9,-0.01,-1.0,-1.0,0.797,7.5,9.4,4.4,-1.0,-1.0,5.0,-1.0,-1.0,-1.0,2.8,27.0,-1.0,-1.0
杰里-韦斯特,70-71,湖人,69,-1.0,41.2,0.494,9.7,19.6,-0.01,-1.0,-1.0,0.832,7.6,9.1,4.6,-1.0,-1.0,9.5,-1.0,-1.0,-1.0,2.6,26.9,-1.0,-1.0
卢-哈德森,70-71,老鹰,76,-1.0,41.0,0.484,10.9,22.5,-0.01,-1.0,-1.0,0.759,5.0,6.6,5.1,-1.0,-1.0,3.4,-1.0,-1.0,-1.0,2.4,26.8,-1.0,-1.0
拉里-卡农,70-71,火箭,80,-1.0,38.7,0.436,9.4,21.5,0.261,0.2,0.9,0.794,7.6,9.5,4.2,2.6,1.6,5.2,-1.0,-1.0,4.3,3.0,26.6,-1.0,-1.0
鲍伯-乐福,70-71,公牛,81,-1.0,43.0,0.447,9.4,21.1,-0.01,-1.0,-1.0,0.829,6.3,7.6,8.5,-1.0,-1.0,2.3,-1.0,-1.0,-1.0,3.2,25.2,-1.0,-1.0
乔夫-皮特里,70-71,开拓者,82,-1.0,37.0,0.443,9.6,21.6,-0.01,-1.0,-1.0,0.772,5.6,7.3,3.4,-1.0,-1.0,4.8,-1.0,-1.0,-1.0,2.4,24.8,-1.0,-1.0
拉里-琼斯,70-71,佛达人,84,-1.0,43.0,0.467,9.1,19.5,0.363,0.5,1.5,0.802,5.6,7.0,5.4,2.1,3.3,4.6,-1.0,-1.0,2.9,3.2,24.3,-1.0,-1.0
唐尼-弗里曼,70-71,-1,66,-1.0,36.6,0.483,9.0,18.7,0.0,0.0,0.1,0.8,5.6,7.0,4.9,2.2,2.7,5.0,-1.0,-1.0,2.6,2.9,23.6,-1.0,-1.0
乔-考德威尔,70-71,美洲狮,72,-1.0,41.8,0.448,9.5,21.2,0.2,0.1,0.4,0.558,4.2,7.5,6.8,3.0,3.8,4.2,-1.0,-1.0,3.5,3.3,23.3,-1.0,-1.0
皮特-马拉维奇,70-71,老鹰,81,-1.0,36.1,0.458,9.1,19.9,-0.01,-1.0,-1.0,0.8,5.0,6.2,3.7,-1.0,-1.0,4.4,-1.0,-1.0,-1.0,2.9,23.2,-1.0,-1.0
比利-康宁汉姆,70-71,76人,81,-1.0,38.1,0.462,8.7,18.8,-0.01,-1.0,-1.0,0.734,5.6,7.7,11.7,-1.0,-1.0,4.9,-1.0,-1.0,-1.0,4.0,23.0,-1.0,-1.0
泽尔莫-贝蒂,70-71,星光,76,-1.0,38.4,0.555,8.7,15.7,0.5,0.0,0.1,0.791,5.5,7.0,15.7,5.4,10.3,1.9,-1.0,-1.0,2.6,3.9,22.9,-1.0,-1.0
汤姆-范阿斯戴尔,70-71,皇家,82,-1.0,38.4,0.456,9.1,20.0,-0.01,-1.0,-1.0,0.721,4.6,6.4,6.1,-1.0,-1.0,2.2,-1.0,-1.0,-1.0,3.6,22.9,-1.0,-1.0
史蒂夫-琼斯,70-71,职业者,83,-1.0,35.2,0.47,8.8,18.7,0.37,0.5,1.3,0.83,4.0,4.8,3.6,1.4,2.2,2.2,-1.0,-1.0,2.2,2.8,22.1,-1.0,-1.0
切特-沃克,70-71,公牛,81,-1.0,36.1,0.465,8.0,17.3,-0.01,-1.0,-1.0,0.859,5.9,6.9,7.3,-1.0,-1.0,2.2,-1.0,-1.0,-1.0,2.3,22.0,-1.0,-1.0
迪克-范阿斯戴尔,70-71,太阳,81,-1.0,39.0,0.452,7.5,16.6,-0.01,-1.0,-1.0,0.811,6.8,8.4,3.9,-1.0,-1.0,4.1,-1.0,-1.0,-1.0,3.0,21.9,-1.0,-1.0
沃尔特-弗雷泽,70-71,尼克斯,80,-1.0,43.2,0.494,8.1,16.5,-0.01,-1.0,-1.0,0.779,5.4,7.0,6.8,-1.0,-1.0,6.7,-1.0,-1.0,-1.0,3.0,21.7,-1.0,-1.0
厄尔-门罗,70-71,子弹,81,-1.0,35.1,0.442,8.2,18.5,-0.01,-1.0,-1.0,0.802,5.0,6.2,2.6,-1.0,-1.0,4.4,-1.0,-1.0,-1.0,2.7,21.4,-1.0,-1.0
