球员,赛季,球队,出场,首发,时间,投篮,命中,出手,三分,三分命中,三分出手,罚球,罚球命中,罚球出手,篮板,前场,后场,助攻,抢断,盖帽,失误,犯规,得分,胜,负
乔治-格文,78-79,马刺,80,-1.0,36.1,0.541,11.8,21.9,-0.01,-1.0,-1.0,0.826,5.9,7.1,5.0,1.8,3.2,2.7,1.7,1.1,3.6,3.4,29.6,-1.0,-1.0
沃尔德-B-弗里,78-79,圣快船,78,-1.0,37.9,0.481,10.2,21.2,-0.01,-1.0,-1.0,0.756,8.4,11.1,3.9,1.6,2.2,4.4,1.4,0.4,3.8,3.2,28.8,-1.0,-1.0
马奎斯-约翰逊,78-79,雄鹿,77,-1.0,36.1,0.55,10.6,19.4,-0.01,-1.0,-1.0,0.76,4.3,5.7,7.6,2.8,4.9,3.0,1.5,1.2,2.2,2.4,25.6,-1.0,-1.0
鲍伯-麦克阿杜,78-79,-1,60,-1.0,37.2,0.529,9.9,18.8,-0.01,-1.0,-1.0,0.656,4.9,7.5,8.7,2.2,6.5,2.8,1.2,1.1,3.6,3.2,24.8,-1.0,-1.0
摩西-马龙,78-79,火箭,82,-1.0,41.3,0.54,8.7,16.2,-0.01,-1.0,-1.0,0.739,7.3,9.9,17.6,7.2,10.5,1.8,1.0,1.5,4.0,2.7,24.8,-1.0,-1.0
大卫-汤普森,78-79,掘金,76,-1.0,35.1,0.512,9.1,17.8,-0.01,-1.0,-1.0,0.753,5.8,7.7,3.6,1.4,2.2,3.0,0.9,1.1,2.4,2.4,24.0,-1.0,-1.0
保罗-韦斯特法尔,78-79,太阳,81,-1.0,32.6,0.535,9.9,18.5,-0.01,-1.0,-1.0,0.837,4.2,5.0,2.0,0.4,1.5,6.5,1.4,0.3,2.9,2.0,24.0,-1.0,-1.0
卡里姆-贾巴尔,78-79,湖人,80,-1.0,39.5,0.577,9.7,16.8,-0.01,-1.0,-1.0,0.736,4.4,5.9,12.8,2.6,10.2,5.4,1.0,4.0,3.5,2.9,23.8,-1.0,-1.0
阿尔提斯-吉尔莫尔,78-79,公牛,82,-1.0,39.8,0.575,9.2,16.0,-0.01,-1.0,-1.0,0.739,5.3,7.2,12.7,3.6,9.1,3.3,0.6,1.9,3.8,3.4,23.7,-1.0,-1.0
沃尔特-戴维斯,78-79,太阳,79,-1.0,30.8,0.561,9.7,17.2,-0.01,-1.0,-1.0,0.831,4.3,5.2,4.7,1.4,3.3,4.3,1.9,0.3,3.7,3.2,23.6,-1.0,-1.0
鲍伯-兰尼尔,78-79,活塞,53,-1.0,34.6,0.515,9.2,17.9,-0.01,-1.0,-1.0,0.749,5.2,6.9,9.3,3.1,6.2,2.6,0.9,1.4,3.3,3.4,23.6,-1.0,-1.0
朱利叶斯-欧文,78-79,76人,78,-1.0,35.9,0.491,9.2,18.7,-0.01,-1.0,-1.0,0.745,4.8,6.4,7.2,2.5,4.7,4.6,1.7,1.3,4.0,2.7,23.1,-1.0,-1.0
约翰-德鲁,78-79,老鹰,79,-1.0,30.5,0.473,8.2,17.4,-0.01,-1.0,-1.0,0.731,6.3,8.6,6.6,2.8,3.8,1.5,1.6,0.2,2.7,4.2,22.7,-1.0,-1.0
乔治-麦克吉尼斯,78-79,掘金,76,-1.0,33.6,0.474,7.9,16.8,-0.01,-1.0,-1.0,0.665,6.7,10.1,11.4,3.4,8.0,3.7,1.7,0.7,4.6,4.2,22.6,-1.0,-1.0
皮特-马拉维奇,78-79,爵士,49,-1.0,37.2,0.421,8.9,21.1,-0.01,-1.0,-1.0,0.841,4.8,5.7,2.5,0.7,1.8,5.0,1.2,0.4,4.1,2.1,22.6,-1.0,-1.0
约翰-威廉姆斯,78-79,篮网,74,-1.0,33.1,0.465,8.6,18.5,-0.01,-1.0,-1.0,0.854,5.0,5.9,2.6,0.7,1.9,3.4,1.2,0.2,3.1,2.9,22.2,-1.0,-1.0
拉里-凯侬,78-79,马刺,81,-1.0,36.4,0.504,9.2,18.3,-0.01,-1.0,-1.0,0.845,3.6,4.3,9.8,3.2,6.5,4.1,1.9,0.2,3.7,2.4,22.1,-1.0,-1.0
坎比-拉塞尔,78-79,骑士,74,-1.0,38.6,0.476,8.1,17.1,-0.01,-1.0,-1.0,0.797,5.6,7.1,6.8,2.0,4.8,4.7,1.3,0.3,3.5,3.0,21.9,-1.0,-1.0
埃尔文-海耶斯,78-79,子弹,82,-1.0,37.9,0.487,8.8,18.0,-0.01,-1.0,-1.0,0.654,4.3,6.5,12.1,3.8,8.3,1.7,0.9,2.3,2.9,3.8,21.8,-1.0,-1.0
奥蒂斯-比尔德松,78-79,国王,82,-1.0,34.6,0.509,9.0,17.8,-0.01,-1.0,-1.0,0.725,3.6,5.0,4.3,2.1,2.2,3.4,1.5,0.2,2.4,3.1,21.7,-1.0,-1.0
伯纳德-金,78-79,篮网,82,-1.0,34.9,0.522,8.7,16.6,-0.01,-1.0,-1.0,0.564,4.3,7.5,8.2,3.1,5.1,3.6,1.4,0.5,3.9,4.0,21.6,-1.0,-1.0
特鲁克-罗宾逊,78-79,-1,69,-1.0,36.8,0.491,8.2,16.7,-0.01,-1.0,-1.0,0.701,4.7,6.7,11.6,2.8,8.8,1.6,0.7,1.1,3.4,3.0,21.1,-1.0,-1.0
斯宾瑟-海伍德,78-79,-1,68,-1.0,34.7,0.494,8.8,17.7,-0.01,-1.0,-1.0,0.791,3.4,4.3,7.8,2.5,5.3,1.9,0.6,1.2,2.9,3.5,20.9,-1.0,-1.0
兰迪-史密斯,78-79,圣快船,82,-1.0,37.9,0.455,8.5,18.6,-0.01,-1.0,-1.0,0.813,3.6,4.4,3.6,1.2,2.4,4.8,2.2,0.1,3.1,2.2,20.5,-1.0,-1.0
莫里斯-卢卡斯,78-79,开拓者,69,-1.0,35.7,0.47,8.2,17.5,-0.01,-1.0,-1.0,0.783,3.9,5.0,10.4,2.8,7.6,3.1,1.0,1.2,3.4,3.7,20.4,-1.0,-1.0
鲍伯-丹德里奇,78-79,子弹,78,-1.0,33.7,0.499,8.1,16.2,-0.01,-1.0,-1.0,0.825,4.2,5.1,5.7,1.4,4.3,4.7,0.9,0.7,2.8,3.3,20.4,-1.0,-1.0
凯尔文-墨菲,78-79,火箭,82,-1.0,35.9,0.496,8.6,17.4,-0.01,-1.0,-1.0,0.928,3.0,3.2,2.1,1.0,1.2,4.3,1.4,0.1,2.3,3.5,20.2,-1.0,-1.0
菲尔-史密斯,78-79,勇士,59,-1.0,38.8,0.501,8.3,16.6,-0.01,-1.0,-1.0,0.761,3.3,4.3,3.6,0.8,2.8,4.4,1.7,0.4,2.9,2.7,19.9,-1.0,-1.0
布莱恩-温特斯,78-79,雄鹿,79,-1.0,32.6,0.493,8.4,17.0,-0.01,-1.0,-1.0,0.856,3.0,3.5,2.2,0.6,1.6,4.8,1.1,0.5,3.3,3.1,19.8,-1.0,-1.0
道格-科林斯,78-79,76人,47,-1.0,33.9,0.499,7.6,15.3,-0.01,-1.0,-1.0,0.814,4.3,5.3,2.6,0.8,1.9,4.1,1.1,0.4,2.8,3.0,19.5,-1.0,-1.0
盖斯-威廉姆斯,78-79,超音速,76,-1.0,29.8,0.495,8.0,16.1,-0.01,-1.0,-1.0,0.775,3.2,4.2,3.2,1.5,1.8,4.0,2.1,0.4,2.5,2.1,19.2,-1.0,-1.0
鲁迪-汤姆贾诺维奇,78-79,火箭,74,-1.0,35.7,0.517,8.4,16.2,-0.01,-1.0,-1.0,0.76,2.3,3.0,7.7,2.3,5.4,1.9,0.6,0.2,1.9,2.5,19.0,-1.0,-1.0
塞德里克-马克斯维尔,78-79,凯尔特,80,-1.0,37.1,0.584,5.9,10.1,-0.01,-1.0,-1.0,0.802,7.2,9.0,9.9,3.4,6.5,2.9,1.2,0.9,3.4,3.3,19.0,-1.0,-1.0
M.L.-凯尔,78-79,活塞,80,-1.0,40.1,0.514,7.3,14.3,-0.01,-1.0,-1.0,0.743,4.0,5.4,7.4,2.7,4.6,3.3,2.5,0.6,3.2,3.5,18.7,-1.0,-1.0
贾马尔-威尔克斯,78-79,湖人,82,-1.0,35.5,0.504,7.6,15.1,-0.01,-1.0,-1.0,0.751,3.3,4.4,7.4,2.0,5.4,2.8,1.6,0.3,2.7,3.4,18.6,-1.0,-1.0
汤姆-欧文斯,78-79,开拓者,82,-1.0,34.0,0.548,7.3,13.4,-0.01,-1.0,-1.0,0.794,3.9,4.9,9.0,3.2,5.8,3.7,0.7,0.7,3.0,4.0,18.5,-1.0,-1.0
斯科特-威德曼,78-79,国王,73,-1.0,34.2,0.534,7.7,14.4,-0.01,-1.0,-1.0,0.797,3.0,3.7,5.3,1.8,3.4,2.0,1.0,0.4,1.5,3.3,18.3,-1.0,-1.0
约翰-戴维斯,78-79,步行者,79,-1.0,37.6,0.456,7.2,15.7,-0.01,-1.0,-1.0,0.793,4.0,5.0,2.4,0.9,1.5,5.7,1.2,0.3,2.7,2.2,18.3,-1.0,-1.0
阿尔万-亚当斯,78-79,太阳,77,-1.0,30.7,0.53,7.4,13.9,-0.01,-1.0,-1.0,0.799,3.0,3.8,9.2,2.9,6.3,4.7,1.4,0.8,3.6,3.2,17.8,-1.0,-1.0
里基-索伯斯,78-79,步行者,81,-1.0,34.9,0.463,6.8,14.7,-0.01,-1.0,-1.0,0.882,3.7,4.2,3.7,1.5,2.3,5.6,1.7,0.3,3.8,3.9,17.3,-1.0,-1.0
阿德里安-丹特利,78-79,湖人,60,-1.0,29.6,0.51,6.2,12.2,-0.01,-1.0,-1.0,0.854,4.9,5.7,5.7,2.2,3.5,2.3,1.1,0.2,2.6,2.7,17.3,-1.0,-1.0
雷-威廉姆斯,78-79,尼克斯,81,-1.0,29.3,0.457,7.1,15.5,-0.01,-1.0,-1.0,0.802,3.1,3.9,3.6,1.3,2.3,6.2,1.6,0.2,3.5,3.4,17.3,-1.0,-1.0
罗波特-帕里什,78-79,勇士,76,-1.0,31.7,0.499,7.3,14.6,-0.01,-1.0,-1.0,0.698,2.6,3.7,12.1,3.5,8.6,1.5,1.3,2.9,3.1,4.0,17.2,-1.0,-1.0
诺姆-尼克森,78-79,湖人,82,-1.0,38.4,0.542,7.6,14.0,-0.01,-1.0,-1.0,0.775,1.9,2.5,2.8,0.6,2.2,9.0,2.5,0.2,2.8,3.0,17.1,-1.0,-1.0
丹-伊塞尔,78-79,掘金,81,-1.0,33.9,0.517,6.6,12.7,-0.01,-1.0,-1.0,0.754,3.9,5.2,9.1,3.0,6.1,3.1,0.8,0.6,2.1,2.9,17.0,-1.0,-1.0
