球员,赛季,球队,出场,首发,时间,投篮,命中,出手,三分,三分命中,三分出手,罚球,罚球命中,罚球出手,篮板,前场,后场,助攻,抢断,盖帽,失误,犯规,得分,胜,负
阿德里安-丹特利,83-84,爵士,79,79,37.8,0.558,10.2,18.2,0.25,0.0,0.1,0.859,10.3,12.0,5.7,2.3,3.4,3.9,0.8,0.1,3.3,2.5,30.6,-1.0,-1.0
马克-阿吉雷,83-84,独行侠,79,79,36.7,0.524,11.7,22.3,0.268,0.2,0.7,0.749,5.9,7.9,5.9,2.0,3.9,4.5,1.0,0.3,3.6,3.1,29.5,-1.0,-1.0
奇奇-范德维奇,83-84,掘金,78,71,35.1,0.558,11.5,20.6,0.367,0.1,0.4,0.852,6.3,7.4,4.8,1.1,3.7,3.1,0.7,0.6,2.0,2.4,29.4,-1.0,-1.0
阿历克斯-英格利什,83-84,掘金,82,77,35.0,0.529,11.1,20.9,0.143,0.0,0.1,0.824,4.3,5.2,5.7,2.6,3.0,5.0,1.0,1.2,2.7,3.1,26.4,-1.0,-1.0
伯纳德-金,83-84,尼克斯,77,76,34.6,0.572,10.3,18.1,0.0,0.0,0.1,0.779,5.7,7.3,5.1,1.6,3.5,2.1,1.0,0.2,2.6,3.5,26.3,-1.0,-1.0
乔治-格文,83-84,马刺,76,76,34.0,0.49,10.1,20.5,0.417,0.1,0.3,0.842,5.6,6.7,4.1,1.4,2.7,2.9,1.0,0.6,2.9,2.9,25.9,-1.0,-1.0
拉里-伯德,83-84,凯尔特,79,77,38.3,0.492,9.6,19.5,0.247,0.2,0.9,0.888,4.7,5.3,10.1,2.3,7.8,6.6,1.8,0.9,3.0,2.5,24.2,-1.0,-1.0
迈克-米切尔,83-84,马刺,79,79,36.1,0.488,9.9,20.2,0.429,0.1,0.2,0.779,3.5,4.5,7.2,2.4,4.8,1.2,0.8,0.9,1.8,3.2,23.3,-1.0,-1.0
特里-卡明斯,83-84,圣快船,81,80,35.9,0.494,9.1,18.4,0.0,0.0,0.0,0.72,4.7,6.5,9.6,4.0,5.6,1.7,1.1,0.7,2.7,3.7,22.9,-1.0,-1.0
普维斯-绍特,83-84,勇士,79,76,37.3,0.473,9.0,19.1,0.306,0.3,0.9,0.793,4.5,5.6,5.5,2.3,3.2,3.1,1.3,0.1,2.9,3.2,22.8,-1.0,-1.0
摩西-马龙,83-84,76人,71,71,36.8,0.483,7.5,15.5,0.0,0.0,0.1,0.75,7.7,10.2,13.4,5.0,8.4,1.4,1.0,1.5,3.5,2.6,22.7,-1.0,-1.0
朱利叶斯-欧文,83-84,76人,77,77,34.8,0.512,8.8,17.2,0.333,0.1,0.3,0.754,4.7,6.3,6.9,2.5,4.4,4.0,1.8,1.8,3.0,2.8,22.4,-1.0,-1.0
罗兰多-布莱克曼,83-84,独行侠,81,81,37.3,0.546,8.9,16.3,0.091,0.0,0.1,0.812,4.6,5.7,4.6,1.5,3.1,3.6,0.7,0.5,2.1,1.6,22.4,-1.0,-1.0
沃尔德-B-弗里,83-84,骑士,75,71,31.7,0.445,8.3,18.8,0.319,0.3,0.9,0.784,5.3,6.7,2.9,1.2,1.7,3.0,1.3,0.1,2.1,2.9,22.3,-1.0,-1.0
杰夫-卢兰德,83-84,子弹,75,75,41.1,0.579,8.0,13.8,0.143,0.0,0.1,0.733,6.2,8.5,12.3,3.5,8.8,3.9,0.9,1.0,4.6,3.8,22.2,-1.0,-1.0
埃迪-约翰逊,83-84,国王,82,82,35.6,0.485,9.2,18.9,0.313,0.2,0.8,0.81,3.3,4.0,5.5,2.0,3.5,3.6,0.9,0.3,2.6,3.2,21.9,-1.0,-1.0
多米尼克-威尔金斯,83-84,老鹰,81,81,36.6,0.479,8.4,17.6,0.0,0.0,0.1,0.77,4.7,6.1,7.2,3.1,4.0,1.6,1.4,1.1,2.7,2.4,21.6,-1.0,-1.0
卡里姆-贾巴尔,83-84,湖人,80,80,32.8,0.578,9.0,15.5,0.0,0.0,0.0,0.723,3.6,4.9,7.3,2.1,5.2,2.6,0.7,1.8,2.8,2.6,21.5,-1.0,-1.0
伊塞亚-托马斯,83-84,活塞,82,82,36.7,0.462,8.2,17.7,0.338,0.3,0.8,0.733,4.7,6.5,4.0,1.3,2.7,11.1,2.5,0.4,3.7,4.0,21.3,-1.0,-1.0
凯利-特里普卡,83-84,活塞,76,75,32.8,0.459,7.8,17.1,0.118,0.0,0.2,0.815,5.6,6.9,4.0,1.6,2.5,3.0,0.9,0.2,2.5,2.5,21.3,-1.0,-1.0
