球员,赛季,球队,出场,首发,时间,投篮,命中,出手,三分,三分命中,三分出手,罚球,罚球命中,罚球出手,篮板,前场,后场,助攻,抢断,盖帽,失误,犯规,得分,胜,负
乔治-迈肯,50-51,老湖人,68,-1.0,-1.0,0.428,10.0,23.3,-0.01,-1.0,-1.0,0.803,8.5,10.5,14.1,-1.0,-1.0,3.1,-1.0,-1.0,-1.0,4.5,28.4,-1.0,-1.0
艾利克斯-戈洛加,50-51,波利斯,66,-1.0,-1.0,0.47,7.5,15.8,-0.01,-1.0,-1.0,0.786,6.7,8.6,10.7,-1.0,-1.0,2.4,-1.0,-1.0,-1.0,3.6,21.7,-1.0,-1.0
艾德-麦考雷,50-51,凯尔特,68,-1.0,-1.0,0.466,6.8,14.5,-0.01,-1.0,-1.0,0.759,6.9,9.0,9.1,-1.0,-1.0,3.7,-1.0,-1.0,-1.0,3.0,20.4,-1.0,-1.0
乔-福尔克斯,50-51,勇士,66,-1.0,-1.0,0.316,6.5,20.6,-0.01,-1.0,-1.0,0.855,5.7,6.7,7.9,-1.0,-1.0,1.8,-1.0,-1.0,-1.0,3.7,18.7,-1.0,-1.0
保罗-阿里金,50-51,勇士,65,-1.0,-1.0,0.407,5.4,13.3,-0.01,-1.0,-1.0,0.793,6.4,8.1,9.8,-1.0,-1.0,2.1,-1.0,-1.0,-1.0,4.4,17.2,-1.0,-1.0
多尔夫-谢伊斯,50-51,国民,66,-1.0,-1.0,0.357,5.0,14.1,-0.01,-1.0,-1.0,0.752,6.9,9.2,16.4,-1.0,-1.0,3.8,-1.0,-1.0,-1.0,4.1,17.0,-1.0,-1.0
拉尔斐-贝尔德,50-51,波利斯,66,-1.0,-1.0,0.368,6.2,16.8,-0.01,-1.0,-1.0,0.775,4.4,5.7,3.8,-1.0,-1.0,4.8,-1.0,-1.0,-1.0,1.5,16.8,-1.0,-1.0
Frankie Brian,50-51,黑鹰,68,-1.0,-1.0,0.322,5.3,16.6,-0.01,-1.0,-1.0,0.823,6.1,7.5,3.6,-1.0,-1.0,3.9,-1.0,-1.0,-1.0,3.2,16.8,-1.0,-1.0
阿尔尼-李森,50-51,皇家,66,-1.0,-1.0,0.401,5.7,14.2,-0.01,-1.0,-1.0,0.734,4.9,6.7,12.0,-1.0,-1.0,2.4,-1.0,-1.0,-1.0,4.2,16.3,-1.0,-1.0
鲍勃·库锡,50-51,凯尔特,69,-1.0,-1.0,0.352,5.8,16.5,-0.01,-1.0,-1.0,0.756,4.0,5.3,6.9,-1.0,-1.0,4.9,-1.0,-1.0,-1.0,2.7,15.6,-1.0,-1.0
Dike Eddleman,50-51,黑鹰,68,-1.0,-1.0,0.355,5.9,16.5,-0.01,-1.0,-1.0,0.699,3.6,5.1,6.0,-1.0,-1.0,2.5,-1.0,-1.0,-1.0,3.4,15.3,-1.0,-1.0
鲍伯-戴维斯,50-51,皇家,63,-1.0,-1.0,0.372,5.2,13.9,-0.01,-1.0,-1.0,0.795,4.8,6.0,3.1,-1.0,-1.0,4.6,-1.0,-1.0,-1.0,3.3,15.2,-1.0,-1.0
弗莱德-谢奥斯,50-51,活塞,68,-1.0,-1.0,0.34,4.6,13.5,-0.01,-1.0,-1.0,0.835,5.9,7.1,7.3,-1.0,-1.0,2.7,-1.0,-1.0,-1.0,3.5,15.1,-1.0,-1.0
