球员,赛季,球队,出场,首发,时间,投篮,命中,出手,三分,三分命中,三分出手,罚球,罚球命中,罚球出手,篮板,前场,后场,助攻,抢断,盖帽,失误,犯规,得分,胜,负
奈伊尔-约翰斯顿,52-53,勇士,70,-1.0,45.2,0.452,7.2,15.9,-0.01,-1.0,-1.0,0.7,7.9,11.3,13.9,-1.0,-1.0,2.8,-1.0,-1.0,-1.0,3.5,22.3,-1.0,-1.0
乔治-迈肯,52-53,老湖人,70,-1.0,37.9,0.399,7.1,17.9,-0.01,-1.0,-1.0,0.78,6.3,8.1,14.4,-1.0,-1.0,2.9,-1.0,-1.0,-1.0,4.1,20.6,-1.0,-1.0
艾德-麦考雷,52-53,凯尔特,69,-1.0,42.1,0.452,6.5,14.4,-0.01,-1.0,-1.0,0.75,7.2,9.7,9.1,-1.0,-1.0,4.1,-1.0,-1.0,-1.0,2.7,20.3,-1.0,-1.0
鲍勃-库西,52-53,凯尔特,71,-1.0,41.5,0.352,6.5,18.6,-0.01,-1.0,-1.0,0.816,6.7,8.3,6.3,-1.0,-1.0,7.7,-1.0,-1.0,-1.0,3.2,19.8,-1.0,-1.0
多尔夫-谢伊斯,52-53,国民,71,-1.0,37.6,0.367,5.3,14.4,-0.01,-1.0,-1.0,0.827,7.2,8.7,13.0,-1.0,-1.0,3.2,-1.0,-1.0,-1.0,3.8,17.8,-1.0,-1.0
比尔-沙尔曼,52-53,凯尔特,71,-1.0,32.9,0.436,5.7,13.0,-0.01,-1.0,-1.0,0.85,4.8,5.6,4.1,-1.0,-1.0,2.7,-1.0,-1.0,-1.0,3.4,16.2,-1.0,-1.0
杰克-尼古拉斯,52-53,老鹰,69,-1.0,38.1,0.363,6.2,17.0,-0.01,-1.0,-1.0,0.708,3.5,4.9,7.7,-1.0,-1.0,2.8,-1.0,-1.0,-1.0,3.4,15.8,-1.0,-1.0
鲍伯-戴维斯,52-53,皇家,66,-1.0,33.6,0.385,5.1,13.3,-0.01,-1.0,-1.0,0.753,5.3,7.1,3.0,-1.0,-1.0,4.2,-1.0,-1.0,-1.0,4.0,15.6,-1.0,-1.0
沃恩-米克尔森,52-53,老湖人,70,-1.0,35.2,0.435,5.4,12.4,-0.01,-1.0,-1.0,0.752,4.2,5.5,9.3,-1.0,-1.0,2.1,-1.0,-1.0,-1.0,4.1,15.0,-1.0,-1.0
鲍比-温泽尔,52-53,皇家,70,-1.0,36.8,0.367,4.5,12.4,-0.01,-1.0,-1.0,0.812,5.5,6.8,5.0,-1.0,-1.0,3.6,-1.0,-1.0,-1.0,2.9,14.6,-1.0,-1.0
拉里-福斯特,52-53,活塞,67,-1.0,34.4,0.36,4.6,12.9,-0.01,-1.0,-1.0,0.723,5.0,6.9,11.5,-1.0,-1.0,2.3,-1.0,-1.0,-1.0,4.0,14.3,-1.0,-1.0
保罗-西摩尔,52-53,国民,67,-1.0,40.1,0.383,4.6,11.9,-0.01,-1.0,-1.0,0.817,5.1,6.2,3.7,-1.0,-1.0,4.4,-1.0,-1.0,-1.0,3.1,14.2,-1.0,-1.0
卡尔-布劳恩,52-53,尼克斯,70,-1.0,33.1,0.4,4.6,11.5,-0.01,-1.0,-1.0,0.825,4.7,5.7,3.3,-1.0,-1.0,3.5,-1.0,-1.0,-1.0,4.1,14.0,-1.0,-1.0
唐-巴克斯代尔,52-53,子弹,65,-1.0,35.4,0.387,4.9,12.8,-0.01,-1.0,-1.0,0.641,4.0,6.2,9.2,-1.0,-1.0,2.6,-1.0,-1.0,-1.0,4.2,13.8,-1.0,-1.0
莱奥-吧巴恩豪斯特,52-53,波利斯,71,-1.0,40.4,0.389,5.7,14.6,-0.01,-1.0,-1.0,0.629,2.3,3.6,6.8,-1.0,-1.0,3.9,-1.0,-1.0,-1.0,3.5,13.6,-1.0,-1.0
Fred Scolari,52-53,-1,62,-1.0,34.2,0.342,4.5,13.0,-0.01,-1.0,-1.0,0.844,4.5,5.3,3.4,-1.0,-1.0,3.8,-1.0,-1.0,-1.0,3.4,13.4,-1.0,-1.0
吉姆-波拉德,52-53,老湖人,66,-1.0,36.4,0.357,5.0,14.1,-0.01,-1.0,-1.0,0.769,2.9,3.8,6.8,-1.0,-1.0,3.5,-1.0,-1.0,-1.0,2.9,13.0,-1.0,-1.0
阿尔尼-李森,52-53,皇家,68,-1.0,33.6,0.368,4.3,11.8,-0.01,-1.0,-1.0,0.685,4.3,6.3,11.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,4.0,13.0,-1.0,-1.0
乔-戈拉伯斯基,52-53,波利斯,69,-1.0,40.1,0.34,3.9,11.6,-0.01,-1.0,-1.0,0.682,5.1,7.4,10.0,-1.0,-1.0,2.3,-1.0,-1.0,-1.0,4.4,13.0,-1.0,-1.0
哈里-盖拉汀,52-53,尼克斯,70,-1.0,33.3,0.444,4.0,9.1,-0.01,-1.0,-1.0,0.7,4.3,6.1,13.1,-1.0,-1.0,1.8,-1.0,-1.0,-1.0,3.2,12.4,-1.0,-1.0
厄尔尼-范德维奇,52-53,尼克斯,61,-1.0,28.6,0.435,4.5,10.2,-0.01,-1.0,-1.0,0.766,3.1,4.0,5.6,-1.0,-1.0,2.4,-1.0,-1.0,-1.0,4.0,12.0,-1.0,-1.0
丹尼-分恩,52-53,勇士,31,-1.0,32.7,0.33,4.4,13.2,-0.01,-1.0,-1.0,0.544,3.2,5.9,5.6,-1.0,-1.0,4.7,-1.0,-1.0,-1.0,4.0,11.9,-1.0,-1.0
乔-福尔克斯,52-53,勇士,70,-1.0,29.8,0.346,4.7,13.7,-0.01,-1.0,-1.0,0.727,2.4,3.3,5.5,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,4.6,11.9,-1.0,-1.0
迪克-格鲁特,52-53,活塞,26,-1.0,25.5,0.368,3.8,10.5,-0.01,-1.0,-1.0,0.79,4.2,5.3,3.3,-1.0,-1.0,2.7,-1.0,-1.0,-1.0,3.5,11.9,-1.0,-1.0
马克斯尔-扎斯洛夫斯基,52-53,尼克斯,29,-1.0,24.9,0.384,4.2,11.0,-0.01,-1.0,-1.0,0.69,3.4,4.9,2.6,-1.0,-1.0,1.9,-1.0,-1.0,-1.0,2.8,11.9,-1.0,-1.0
迈尔-哈特金斯,52-53,老鹰,71,-1.0,40.7,0.379,4.5,11.9,-0.01,-1.0,-1.0,0.654,2.7,4.2,11.2,-1.0,-1.0,3.2,-1.0,-1.0,-1.0,3.0,11.7,-1.0,-1.0
比尔-托斯赫夫,52-53,波利斯,67,-1.0,36.7,0.323,3.8,11.7,-0.01,-1.0,-1.0,0.806,3.8,4.7,3.4,-1.0,-1.0,3.6,-1.0,-1.0,-1.0,3.6,11.3,-1.0,-1.0
康尼尔-西蒙斯,52-53,尼克斯,65,-1.0,26.3,0.377,3.7,9.8,-0.01,-1.0,-1.0,0.732,3.8,5.2,7.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,3.9,11.2,-1.0,-1.0
乔治-金,52-53,国民,71,-1.0,35.5,0.402,3.6,8.9,-0.01,-1.0,-1.0,0.643,4.0,6.2,4.0,-1.0,-1.0,5.1,-1.0,-1.0,-1.0,3.4,11.2,-1.0,-1.0
里德-罗查,52-53,国民,69,-1.0,35.6,0.388,3.9,10.0,-0.01,-1.0,-1.0,0.755,3.4,4.5,7.4,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,3.7,11.2,-1.0,-1.0
杰克-科尔曼,52-53,皇家,70,-1.0,37.5,0.42,4.5,10.7,-0.01,-1.0,-1.0,0.649,1.9,3.0,11.1,-1.0,-1.0,3.3,-1.0,-1.0,-1.0,3.5,10.9,-1.0,-1.0
保罗-沃尔瑟,52-53,波利斯,67,-1.0,36.8,0.352,3.4,9.6,-0.01,-1.0,-1.0,0.746,3.9,5.3,4.2,-1.0,-1.0,3.1,-1.0,-1.0,-1.0,3.9,10.7,-1.0,-1.0
Frankie Brian,52-53,活塞,68,-1.0,28.1,0.351,3.6,10.3,-0.01,-1.0,-1.0,0.795,3.5,4.4,2.0,-1.0,-1.0,2.1,-1.0,-1.0,-1.0,3.0,10.7,-1.0,-1.0
Monk Meineke,52-53,活塞,68,-1.0,33.1,0.381,3.5,9.3,-0.01,-1.0,-1.0,0.783,3.6,4.6,6.9,-1.0,-1.0,2.2,-1.0,-1.0,-1.0,4.9,10.7,-1.0,-1.0
Nathaniel Clifton,52-53,尼克斯,70,-1.0,35.7,0.343,3.9,11.3,-0.01,-1.0,-1.0,0.583,2.9,4.9,10.9,-1.0,-1.0,3.3,-1.0,-1.0,-1.0,3.9,10.6,-1.0,-1.0
斯拉特尔-马丁,52-53,老湖人,70,-1.0,36.5,0.41,3.7,9.1,-0.01,-1.0,-1.0,0.78,3.2,4.1,2.7,-1.0,-1.0,3.6,-1.0,-1.0,-1.0,3.5,10.6,-1.0,-1.0
弗莱德-谢奥斯,52-53,活塞,69,-1.0,36.8,0.334,3.5,10.4,-0.01,-1.0,-1.0,0.821,3.5,4.3,6.0,-1.0,-1.0,3.6,-1.0,-1.0,-1.0,3.8,10.5,-1.0,-1.0
埃迪-米勒,52-53,-1,70,-1.0,28.8,0.35,3.9,11.2,-0.01,-1.0,-1.0,0.652,2.7,4.1,9.6,-1.0,-1.0,1.6,-1.0,-1.0,-1.0,3.6,10.5,-1.0,-1.0
吉姆-巴赫托尔德,52-53,子弹,64,-1.0,29.6,0.39,3.8,9.7,-0.01,-1.0,-1.0,0.738,2.8,3.8,3.4,-1.0,-1.0,2.4,-1.0,-1.0,-1.0,3.2,10.3,-1.0,-1.0
安迪-菲利浦,52-53,-1,70,-1.0,38.4,0.397,3.6,9.0,-0.01,-1.0,-1.0,0.738,3.2,4.3,5.2,-1.0,-1.0,5.7,-1.0,-1.0,-1.0,3.3,10.3,-1.0,-1.0
Paul Hoffman,52-53,子弹,69,-1.0,28.3,0.366,3.5,9.5,-0.01,-1.0,-1.0,0.655,3.2,5.0,4.6,-1.0,-1.0,3.4,-1.0,-1.0,-1.0,4.1,10.2,-1.0,-1.0
文斯-博里拉,52-53,尼克斯,66,-1.0,33.3,0.37,3.8,10.4,-0.01,-1.0,-1.0,0.821,2.5,3.0,3.5,-1.0,-1.0,2.5,-1.0,-1.0,-1.0,3.4,10.2,-1.0,-1.0
雷-兰普,52-53,-1,55,-1.0,25.9,0.372,3.4,9.2,-0.01,-1.0,-1.0,0.743,2.8,3.7,2.6,-1.0,-1.0,3.1,-1.0,-1.0,-1.0,3.2,9.6,-1.0,-1.0
欧迪-斯皮尔斯,52-53,皇家,62,-1.0,22.8,0.401,3.2,8.0,-0.01,-1.0,-1.0,0.819,3.2,3.9,4.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0,3.7,9.6,-1.0,-1.0
乔治-拉特科维茨,52-53,-1,71,-1.0,31.5,0.336,2.9,8.7,-0.01,-1.0,-1.0,0.702,3.7,5.3,7.4,-1.0,-1.0,3.1,-1.0,-1.0,-1.0,4.0,9.5,-1.0,-1.0
Bill Gabor,52-53,国民,69,-1.0,19.4,0.35,3.1,8.9,-0.01,-1.0,-1.0,0.764,3.1,4.1,1.5,-1.0,-1.0,1.9,-1.0,-1.0,-1.0,3.8,9.4,-1.0,-1.0
比尔-卡尔霍恩,52-53,老鹰,62,-1.0,34.6,0.337,2.9,8.6,-0.01,-1.0,-1.0,0.723,3.4,4.7,4.5,-1.0,-1.0,2.5,-1.0,-1.0,-1.0,2.2,9.2,-1.0,-1.0
杰里-弗雷什曼,52-53,勇士,33,-1.0,26.7,0.33,3.0,9.2,-0.01,-1.0,-1.0,0.686,2.9,4.2,4.6,-1.0,-1.0,3.3,-1.0,-1.0,-1.0,3.6,9.0,-1.0,-1.0
Dike Eddleman,52-53,活塞,69,-1.0,22.8,0.351,3.5,10.0,-0.01,-1.0,-1.0,0.561,1.9,3.4,3.4,-1.0,-1.0,1.5,-1.0,-1.0,-1.0,3.2,8.9,-1.0,-1.0
鲍伯-拉沃伊,52-53,波利斯,70,-1.0,33.2,0.402,3.2,8.0,-0.01,-1.0,-1.0,0.694,2.4,3.5,7.5,-1.0,-1.0,1.9,-1.0,-1.0,-1.0,3.9,8.8,-1.0,-1.0
唐-亨里克森,52-53,子弹,68,-1.0,33.3,0.419,2.9,7.0,-0.01,-1.0,-1.0,0.626,2.6,4.1,7.4,-1.0,-1.0,1.9,-1.0,-1.0,-1.0,3.6,8.4,-1.0,-1.0
阿尔尼-约翰逊,52-53,皇家,70,-1.0,28.3,0.379,2.0,5.3,-0.01,-1.0,-1.0,0.748,4.3,5.8,6.0,-1.0,-1.0,2.2,-1.0,-1.0,-1.0,4.0,8.3,-1.0,-1.0
斯坦-马赛克,52-53,老鹰,65,-1.0,24.4,0.365,2.7,7.5,-0.01,-1.0,-1.0,0.629,2.4,3.8,5.5,-1.0,-1.0,1.9,-1.0,-1.0,-1.0,3.5,7.9,-1.0,-1.0
吉姆-穆尼,52-53,勇士,18,-1.0,29.4,0.365,3.0,8.2,-0.01,-1.0,-1.0,0.675,1.5,2.2,3.9,-1.0,-1.0,1.9,-1.0,-1.0,-1.0,2.8,7.5,-1.0,-1.0
鲍伯-哈里斯,52-53,凯尔特,70,-1.0,28.2,0.418,2.7,6.6,-0.01,-1.0,-1.0,0.588,1.9,3.2,6.9,-1.0,-1.0,1.4,-1.0,-1.0,-1.0,3.4,7.4,-1.0,-1.0
厄尔-洛依德,52-53,国民,64,-1.0,28.2,0.344,2.4,7.1,-0.01,-1.0,-1.0,0.693,2.5,3.6,6.9,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,3.8,7.4,-1.0,-1.0
唐-洛夫格兰,52-53,勇士,64,-1.0,27.9,0.33,2.7,8.2,-0.01,-1.0,-1.0,0.728,2.0,2.7,5.3,-1.0,-1.0,1.7,-1.0,-1.0,-1.0,2.8,7.4,-1.0,-1.0
Pep Saul,52-53,老湖人,70,-1.0,25.7,0.397,2.7,6.7,-0.01,-1.0,-1.0,0.71,2.0,2.9,2.0,-1.0,-1.0,1.6,-1.0,-1.0,-1.0,2.5,7.4,-1.0,-1.0
杰克-麦克马洪,52-53,皇家,70,-1.0,23.8,0.33,2.5,7.6,-0.01,-1.0,-1.0,0.657,2.2,3.4,2.6,-1.0,-1.0,2.7,-1.0,-1.0,-1.0,3.6,7.2,-1.0,-1.0
迪克-马克圭尔,52-53,尼克斯,61,-1.0,29.2,0.381,2.3,6.1,-0.01,-1.0,-1.0,0.569,2.5,4.4,4.6,-1.0,-1.0,4.9,-1.0,-1.0,-1.0,2.8,7.2,-1.0,-1.0
鲍伯-哈里森,52-53,老湖人,70,-1.0,23.5,0.376,2.8,7.4,-0.01,-1.0,-1.0,0.648,1.5,2.4,2.2,-1.0,-1.0,2.3,-1.0,-1.0,-1.0,3.8,7.1,-1.0,-1.0
迈尔-佩顿,52-53,波利斯,66,-1.0,21.6,0.357,2.6,7.3,-0.01,-1.0,-1.0,0.745,1.8,2.4,4.7,-1.0,-1.0,1.2,-1.0,-1.0,-1.0,1.8,7.1,-1.0,-1.0
达夫-迈纳,52-53,老鹰,59,-1.0,27.3,0.367,2.6,7.1,-0.01,-1.0,-1.0,0.742,1.7,2.2,4.3,-1.0,-1.0,2.2,-1.0,-1.0,-1.0,3.6,6.9,-1.0,-1.0
鲍伯-布兰努姆,52-53,凯尔特,71,-1.0,26.8,0.348,2.6,7.6,-0.01,-1.0,-1.0,0.595,1.5,2.6,7.6,-1.0,-1.0,2.1,-1.0,-1.0,-1.0,4.0,6.8,-1.0,-1.0
唐-博文,52-53,活塞,67,-1.0,20.5,0.358,2.3,6.4,-0.01,-1.0,-1.0,0.694,2.2,3.1,3.2,-1.0,-1.0,1.2,-1.0,-1.0,-1.0,3.4,6.7,-1.0,-1.0
查克-库珀,52-53,凯尔特,70,-1.0,28.5,0.337,2.2,6.7,-0.01,-1.0,-1.0,0.758,2.1,2.7,6.3,-1.0,-1.0,1.6,-1.0,-1.0,-1.0,3.7,6.5,-1.0,-1.0
约翰-佩克,52-53,老鹰,68,-1.0,21.6,0.343,1.9,5.5,-0.01,-1.0,-1.0,0.726,2.6,3.6,1.7,-1.0,-1.0,2.1,-1.0,-1.0,-1.0,2.9,6.4,-1.0,-1.0
鲍伯-詹汉,52-53,凯尔特,71,-1.0,20.2,0.479,2.4,5.0,-0.01,-1.0,-1.0,0.471,1.6,3.4,3.4,-1.0,-1.0,2.2,-1.0,-1.0,-1.0,3.0,6.4,-1.0,-1.0
尼尔森-鲍勃,52-53,勇士,55,-1.0,23.4,0.374,2.2,5.8,-0.01,-1.0,-1.0,0.648,1.9,2.9,2.9,-1.0,-1.0,3.5,-1.0,-1.0,-1.0,2.9,6.2,-1.0,-1.0
诺布勒-乔简森,52-53,国民,70,-1.0,19.4,0.333,2.1,6.2,-0.01,-1.0,-1.0,0.734,2.1,2.8,3.4,-1.0,-1.0,1.1,-1.0,-1.0,-1.0,3.5,6.2,-1.0,-1.0
Alfred McGuire,52-53,尼克斯,58,-1.0,21.2,0.39,1.9,4.9,-0.01,-1.0,-1.0,0.637,2.2,3.5,2.9,-1.0,-1.0,2.5,-1.0,-1.0,-1.0,3.6,6.1,-1.0,-1.0
