球员,赛季,球队,出场,首发,时间,投篮,命中,出手,三分,三分命中,三分出手,罚球,罚球命中,罚球出手,篮板,前场,后场,助攻,抢断,盖帽,失误,犯规,得分,胜,负
詹姆斯-哈登,17-18,火箭,72,72,35.4,0.449,9.0,20.1,0.367,3.7,10.0,0.858,8.7,10.1,5.4,0.6,4.8,8.8,1.8,0.7,4.4,2.3,30.4,59,13
安东尼-戴维斯,17-18,鹈鹕,75,75,36.4,0.534,10.4,19.5,0.34,0.7,2.2,0.828,6.6,8.0,11.1,2.5,8.6,2.3,1.5,2.6,2.2,2.1,28.1,45,30
勒布朗-詹姆斯,17-18,骑士,82,82,36.9,0.542,10.5,19.3,0.367,1.8,5.0,0.731,4.7,6.5,8.6,1.2,7.5,9.1,1.4,0.9,4.2,1.7,27.5,50,32
达米安-利拉德,17-18,开拓者,73,73,36.6,0.439,8.5,19.4,0.361,3.1,8.6,0.916,6.8,7.4,4.5,0.8,3.6,6.6,1.1,0.4,2.8,1.6,26.9,44,29
扬尼斯-阿德托昆博,17-18,雄鹿,75,75,36.8,0.529,9.9,18.7,0.307,0.6,1.9,0.76,6.5,8.5,10.0,2.1,8.0,4.8,1.5,1.4,3.0,3.1,26.9,39,36
斯蒂芬-库里,17-18,勇士,51,51,32.0,0.495,8.4,16.9,0.423,4.2,9.8,0.921,5.5,5.9,5.1,0.7,4.4,6.1,1.6,0.2,3.0,2.2,26.4,41,10
凯文-杜兰特,17-18,勇士,68,68,34.3,0.516,9.3,18.0,0.419,2.5,6.1,0.889,5.3,5.9,6.8,0.5,6.4,5.4,0.7,1.8,3.0,2.0,26.4,49,19
拉塞尔-威斯布鲁克,17-18,雷霆,80,80,36.5,0.449,9.5,21.1,0.298,1.2,4.1,0.737,5.2,7.1,10.1,1.9,8.2,10.3,1.8,0.3,4.8,2.5,25.4,47,33
德马库斯-考辛斯,17-18,鹈鹕,48,48,36.2,0.47,8.5,18.0,0.354,2.2,6.1,0.746,6.1,8.2,12.9,2.2,10.7,5.4,1.6,1.6,5.0,3.8,25.2,27,21
德文-布克,17-18,太阳,54,54,34.5,0.432,8.4,19.5,0.383,2.7,7.1,0.878,5.4,6.1,4.5,0.5,4.0,4.7,0.9,0.3,3.6,3.1,24.9,16,38
凯里-欧文,17-18,凯尔特,60,60,32.2,0.491,8.9,18.1,0.408,2.8,6.8,0.889,3.9,4.4,3.8,0.6,3.2,5.1,1.1,0.3,2.3,2.0,24.4,41,19
拉玛库斯-阿尔德里奇,17-18,马刺,75,75,33.5,0.51,9.2,18.0,0.293,0.4,1.2,0.837,4.5,5.3,8.5,3.3,5.2,2.0,0.6,1.2,1.5,2.1,23.1,45,30
维克多-奥拉迪波,17-18,步行者,75,75,34.1,0.477,8.5,17.9,0.371,2.1,5.8,0.799,3.9,4.9,5.2,0.6,4.6,4.3,2.4,0.8,2.9,2.3,23.1,48,27
德玛尔-德罗赞,17-18,猛龙,80,80,33.9,0.456,8.1,17.7,0.31,1.1,3.6,0.825,5.8,7.0,3.9,0.7,3.2,5.2,1.1,0.3,2.2,1.9,23.0,57,23
乔尔-恩比德,17-18,76人,63,63,30.4,0.483,8.1,16.8,0.308,1.0,3.4,0.769,5.7,7.4,11.0,2.3,8.7,3.2,0.6,1.8,3.7,3.3,22.9,41,22
克里斯塔普斯-波尔津吉斯,17-18,尼克斯,48,48,32.3,0.439,8.1,18.5,0.395,1.9,4.8,0.793,4.5,5.7,6.6,1.3,5.3,1.2,0.8,2.4,1.9,2.9,22.7,22,26
