球员,赛季,球队,出场,首发,时间,投篮,命中,出手,三分,三分命中,三分出手,罚球,罚球命中,罚球出手,篮板,前场,后场,助攻,抢断,盖帽,失误,犯规,得分,胜,负
迈克尔-乔丹,89-90,公牛,82,82,39.0,0.526,12.6,24.0,0.376,1.1,3.0,0.848,7.2,8.5,6.9,1.7,5.1,6.3,2.8,0.7,3.0,2.9,33.6,55,27
卡尔-马龙,89-90,爵士,82,82,38.1,0.562,11.1,19.8,0.372,0.2,0.5,0.762,8.5,11.1,11.1,2.8,8.3,2.8,1.5,0.6,3.7,3.2,31.0,55,27
帕特里克-尤因,89-90,尼克斯,82,82,38.6,0.551,11.2,20.4,0.25,0.0,0.0,0.775,6.1,7.9,10.9,2.9,8.0,2.2,1.0,4.0,3.4,4.0,28.6,45,37
汤姆-钱伯斯,89-90,太阳,81,81,37.6,0.501,10.0,20.0,0.279,0.3,1.1,0.861,6.9,8.0,7.0,1.5,5.6,2.3,1.1,0.6,2.7,3.2,27.2,54,27
多米尼克-威尔金斯,89-90,老鹰,80,79,36.1,0.484,10.1,20.9,0.322,0.7,2.3,0.807,5.7,7.1,6.5,2.7,3.8,2.5,1.6,0.6,2.2,1.8,26.7,39,41
查尔斯-巴克利,89-90,76人,79,79,39.1,0.6,8.9,14.9,0.217,0.3,1.2,0.749,7.1,9.4,11.5,4.6,6.9,3.9,1.9,0.6,3.1,3.2,25.2,52,27
克里斯-穆林,89-90,勇士,78,78,36.3,0.536,8.7,16.3,0.372,1.1,3.0,0.889,6.5,7.3,5.9,1.7,4.3,4.1,1.6,0.6,3.1,1.8,25.1,35,43
雷吉-米勒,89-90,步行者,82,82,38.9,0.514,8.1,15.7,0.414,1.8,4.4,0.868,6.6,7.6,3.6,1.2,2.4,3.8,1.3,0.2,2.7,2.1,24.6,42,40
哈基姆-奥拉朱旺,89-90,火箭,82,82,38.1,0.501,9.8,19.6,0.167,0.0,0.1,0.713,4.7,6.5,14.0,3.6,10.4,2.9,2.1,4.6,3.9,3.8,24.3,41,41
大卫-罗宾逊,89-90,马刺,82,81,36.6,0.531,8.4,15.9,0.0,0.0,0.0,0.732,7.5,10.2,12.0,3.7,8.3,2.0,1.7,3.9,3.1,3.2,24.3,56,26
