球员,赛季,球队,出场,首发,时间,投篮,命中,出手,三分,三分命中,三分出手,罚球,罚球命中,罚球出手,篮板,前场,后场,助攻,抢断,盖帽,失误,犯规,得分,胜,负
乔治-格文,77-78,马刺,82,-1.0,34.8,0.536,10.5,19.6,-0.01,-1.0,-1.0,0.83,6.1,7.4,5.1,1.4,3.7,3.7,1.7,1.3,3.7,3.1,27.2,-1.0,-1.0
大卫-汤普森,77-78,掘金,80,-1.0,37.8,0.521,10.3,19.8,-0.01,-1.0,-1.0,0.778,6.5,8.4,4.9,2.0,2.9,4.5,1.2,1.2,3.1,2.7,27.2,-1.0,-1.0
皮特-马拉维奇,77-78,爵士,50,-1.0,40.8,0.444,11.1,25.1,-0.01,-1.0,-1.0,0.87,4.8,5.5,3.6,1.0,2.6,6.7,2.0,0.2,5.0,2.3,27.0,-1.0,-1.0
鲍伯-麦克阿杜,77-78,尼克斯,79,-1.0,40.3,0.52,10.3,19.8,-0.01,-1.0,-1.0,0.727,5.9,8.2,12.8,3.0,9.8,3.8,1.3,1.6,4.4,3.8,26.5,-1.0,-1.0
卡里姆-贾巴尔,77-78,湖人,62,-1.0,36.5,0.55,10.7,19.4,-0.01,-1.0,-1.0,0.783,4.4,5.6,12.9,3.0,9.9,4.3,1.7,3.0,3.4,2.9,25.8,-1.0,-1.0
凯尔文-墨菲,77-78,火箭,76,-1.0,38.2,0.491,11.2,22.9,-0.01,-1.0,-1.0,0.918,3.2,3.5,2.2,0.8,1.4,3.4,1.5,0.0,2.3,3.2,25.6,-1.0,-1.0
保罗-韦斯特法尔,77-78,太阳,80,-1.0,31.0,0.516,10.1,19.6,-0.01,-1.0,-1.0,0.813,5.0,6.1,2.1,0.5,1.5,5.5,1.7,0.4,3.5,2.0,25.2,-1.0,-1.0
兰迪-史密斯,77-78,勇敢者,82,-1.0,40.4,0.465,9.6,20.7,-0.01,-1.0,-1.0,0.8,5.4,6.8,3.8,1.3,2.4,5.6,2.1,0.1,3.5,2.7,24.6,-1.0,-1.0
鲍伯-兰尼尔,77-78,活塞,63,-1.0,36.7,0.537,9.9,18.4,-0.01,-1.0,-1.0,0.772,4.7,6.1,11.3,3.1,8.2,3.4,1.3,1.5,3.6,2.9,24.5,-1.0,-1.0
沃尔特-戴维斯,77-78,太阳,81,-1.0,32.0,0.526,9.7,18.4,-0.01,-1.0,-1.0,0.83,4.8,5.8,6.0,2.0,4.0,3.4,1.4,0.2,3.5,3.0,24.2,-1.0,-1.0
伯纳德-金,77-78,篮网,79,-1.0,39.1,0.479,10.1,21.1,-0.01,-1.0,-1.0,0.677,4.0,5.8,9.5,3.4,6.2,2.4,1.5,0.5,3.9,3.8,24.2,-1.0,-1.0
约翰-威廉姆斯,77-78,-1,75,-1.0,36.4,0.438,9.6,22.0,-0.01,-1.0,-1.0,0.847,4.4,5.2,3.0,0.9,2.1,2.9,1.3,0.1,3.0,3.1,23.7,-1.0,-1.0
约翰-德鲁,77-78,老鹰,70,-1.0,31.5,0.48,8.5,17.7,-0.01,-1.0,-1.0,0.76,6.2,8.2,7.3,3.0,4.3,2.0,1.7,0.4,3.0,3.5,23.2,-1.0,-1.0
里克-巴里,77-78,勇士,82,-1.0,36.9,0.451,9.3,20.6,-0.01,-1.0,-1.0,0.924,4.6,5.0,5.5,0.9,4.6,5.4,1.9,0.5,2.7,2.3,23.1,-1.0,-1.0
比利-奈特,77-78,勇敢者,53,-1.0,40.7,0.494,8.6,17.5,-0.01,-1.0,-1.0,0.809,5.7,7.0,7.2,2.4,4.8,3.0,1.5,0.2,3.2,2.6,22.9,-1.0,-1.0
